"","Plot.no.","species","dbh","age","status","decayClass"
"2970",51,"QUGA",8,NA,3,3
"2971",51,"QUGA",8.2,NA,2,3
"2972",51,"QUGA",8.5,NA,2,3
"2973",51,"QUGA",9.2,NA,3,3
"2974",51,"QUGA",9.3,NA,2,3
"2975",51,"QUGA",9.6,NA,2,3
"2976",51,"QUGA",10,NA,2,2
"2977",54,"PSME",9.2,NA,4,5
"2978",54,"PSME",30,NA,4,6
"2979",57,"PIPO",26.5,NA,4,6
"2980",58,"PIPO",7.8,NA,4,6
"2981",58,"QUGA",5.1,NA,2,5
"2982",58,"QUGA",6,NA,2,4
"2983",58,"QUGA",6.6,NA,3,4
"2984",58,"QUGA",6.7,NA,2,1
"2985",59,"PSME",32.5,NA,2,6
"2986",59,"QUGA",6.1,NA,4,6
"2987",59,"QUGA",6.5,NA,4,5
"2988",59,"QUGA",7.4,NA,3,4
"2989",59,"QUGA",7.9,NA,2,4
"2990",59,"QUGA",8.2,NA,2,5
"2991",59,"QUGA",10.6,NA,2,5
"2992",59,"QUGA",15,NA,3,4
"2993",59,"QUGA",19.1,NA,4,6
"2994",60,"PIPO",7.3,NA,2,2
"2995",60,"PIST",5.1,NA,2,1
"2996",60,"PIST",8.2,NA,2,4
"2997",60,"PSME",6.5,NA,4,6
"2998",60,"PSME",8,NA,4,6
"2999",60,"PSME",9.3,NA,2,2
"3000",60,"PSME",13,NA,4,6
"3001",60,"PSME",19.5,NA,4,6
"3002",60,"PSME",19.8,NA,2,2
"3003",60,"QUGA",5.7,NA,2,4
"3004",60,"QUGA",8,NA,4,4
"3005",60,"QUGA",8.7,NA,3,4
"3006",60,"QUGA",9.7,NA,2,5
"3007",60,"QUGA",11,NA,3,3
"3008",60,"QUGA",11.6,NA,3,4
"3009",61,"PSME",20,NA,4,5
"3010",61,"PSME",24.1,NA,4,6
"3011",61,"PSME",38,NA,4,6
"3012",61,"QUGA",5.3,NA,4,6
"3013",61,"QUGA",6.4,NA,3,5
"3014",61,"QUGA",6.5,NA,4,6
"3015",61,"QUGA",6.8,NA,4,6
"3016",61,"QUGA",8,NA,4,4
"3017",61,"QUGA",10.3,NA,2,2
"3018",61,"QUGA",11.1,NA,3,3
"3019",61,"QUGA",15,NA,4,6
"3020",61,"QUGA",18.2,NA,3,6
"3021",62,"PIST",13.5,NA,2,5
"3022",62,"PIST",15.6,NA,2,6
"3023",62,"PIST",28.6,NA,2,6
"3024",62,"PSME",5.2,NA,2,1
"3025",62,"PSME",11,NA,4,6
"3026",62,"PSME",15.8,NA,2,2
"3027",62,"PSME",22,NA,4,3
"3028",62,"PSME",35.6,NA,3,5
"3029",62,"QUGA",6,NA,3,4
"3030",62,"QUGA",7.4,NA,3,5
"3031",62,"QUGA",8,NA,3,4
"3032",62,"QUGA",20,NA,4,6
"3033",62,"QUGA",25,NA,3,4
"3034",62,"QUGA",33,NA,3,4
"3035",63,"PIST",20.8,NA,2,6
"3036",63,"PIST",22.5,NA,2,5
"3037",63,"PSME",6,NA,2,4
"3038",63,"PSME",8.2,NA,2,6
"3039",63,"PSME",11.8,NA,2,6
"3040",63,"PSME",18,NA,4,6
"3041",63,"PSME",22,NA,4,6
"3042",63,"PSME",40,NA,4,6
"3043",63,"QUGA",6.2,NA,3,4
"3044",63,"QUGA",6.2,NA,2,2
"3045",64,"PIPO",24,NA,4,6
"3046",64,"PIPO",25,NA,3,4
"3047",64,"PSME",37.8,NA,3,5
"3048",64,"PSME",61,NA,3,5
"3049",65,"PIPO",44.4,NA,2,6
"3050",65,"PIST",25.1,NA,2,6
"3051",65,"PSME",10,NA,4,6
"3052",65,"PSME",12.2,NA,2,1
"3053",65,"PSME",13,NA,4,6
"3054",65,"PSME",13.9,NA,2,3
"3055",65,"PSME",18.2,NA,2,3
"3056",65,"PSME",18.2,NA,2,1
"3057",65,"PSME",21.2,NA,2,6
"3058",65,"PSME",21.8,NA,2,6
"3059",65,"PSME",26,NA,4,5
"3060",65,"PSME",30,NA,4,6
"3061",65,"PSME",31.5,NA,3,6
"3062",65,"PSME",33.8,NA,2,6
"3063",65,"QUGA",5.2,NA,3,4
"3064",66,"PIPO",6.5,NA,2,1
"3065",66,"PIPO",16.5,NA,4,4
"3066",66,"PIPO",30,NA,4,4
"3067",66,"PSME",10,NA,4,3
"3068",66,"PSME",10.8,NA,4,5
"3069",66,"PSME",13,NA,4,6
"3070",66,"QUGA",5.4,NA,3,4
"3071",66,"QUGA",5.5,NA,2,5
"3072",66,"QUGA",5.8,NA,3,4
"3073",66,"QUGA",6.1,NA,2,6
"3074",66,"QUGA",6.4,NA,3,4
"3075",66,"QUGA",7,NA,3,4
"3076",66,"QUGA",7.8,NA,3,5
"3077",66,"QUGA",8,NA,4,6
"3078",66,"QUGA",8.3,NA,3,4
"3079",66,"QUGA",10,NA,3,4
"3080",66,"QUGA",15.4,NA,3,4
"3081",66,"QUGA",18,NA,3,5
"3082",66,"QUGA",19.4,NA,3,4
"3083",68,"PIST",10.3,NA,4,6
"3084",68,"PIST",37,NA,2,6
"3085",68,"PSME",8.8,NA,2,1
"3086",68,"QUGA",9,NA,4,6
"3087",68,"QUGA",10.5,NA,3,4
"3088",68,"QUGA",15.5,NA,3,5
"3089",68,"QUGA",18.1,NA,3,5
"3090",68,"QUGA",21,NA,3,5
"3091",68,"QUGA",28,NA,3,5
"3092",69,"PIST",5.4,NA,2,1
"3093",69,"PIST",6.8,NA,2,2
"3094",69,"PIST",15.9,NA,3,6
"3095",69,"PIST",31.1,NA,2,2
"3096",69,"QUGA",6.8,NA,3,4
"3097",69,"QUGA",7,NA,4,6
"3098",69,"QUGA",11,NA,4,6
"3099",70,"PIPO",31.5,NA,3,5
"3100",70,"PIST",6.5,NA,4,6
"3101",70,"PIST",7.5,NA,3,6
"3102",70,"PSME",7.8,NA,2,5
"3103",70,"PSME",9.2,NA,2,5
"3104",70,"PSME",12.9,NA,4,6
"3105",70,"PSME",13,NA,4,6
"3106",70,"PSME",13,NA,3,6
"3107",70,"PSME",13.2,NA,2,5
"3108",70,"PSME",14.5,NA,2,5
"3109",70,"QUGA",5,NA,3,4
"3110",70,"QUGA",6.2,NA,2,2
"3111",70,"QUGA",13.6,NA,3,5
"3112",72,"PIPO",5.9,NA,2,3
"3113",72,"PIPO",9.9,NA,2,6
"3114",72,"PIST",7.6,NA,2,6
"3115",72,"PIST",11.4,NA,4,6
"3116",72,"PIST",20.1,NA,2,6
"3117",72,"PIST",38.6,NA,2,6
"3118",72,"PSME",12.8,NA,2,5
"3119",72,"PSME",13.4,NA,2,6
"3120",72,"PSME",18,NA,4,6
"3121",72,"PSME",19.5,NA,2,6
"3122",72,"PSME",21.1,NA,2,6
"3123",72,"PSME",22,NA,4,6
"3124",73,"PIST",25.6,NA,2,6
"3125",73,"PIST",32.7,NA,2,5
"3126",73,"PIST",48.8,NA,2,6
"3127",73,"PSME",19.3,NA,4,5
"3128",73,"PSME",25,NA,4,6
"3129",73,"PSME",30.5,NA,3,3
"3130",73,"PSME",38,NA,4,5
"3131",73,"PSME",41.3,NA,2,5
"3132",73,"QUGA",14.7,NA,3,5
"3133",73,"QUGA",15,NA,3,4
"3134",73,"QUGA",21,NA,3,4
"3135",74,"PIPO",24.1,NA,2,6
"3136",74,"PIPO",25,NA,4,6
"3137",74,"PIST",35,NA,4,6
"3138",74,"PSME",22.8,NA,2,6
"3139",75,"PIPO",23.2,NA,2,4
"3140",75,"PIST",6.3,NA,2,6
"3141",75,"PIST",14.6,NA,2,6
"3142",75,"PIST",18.1,NA,4,6
"3143",75,"PIST",30.5,NA,2,5
"3144",75,"PIST",31,NA,2,6
"3145",75,"PIST",32.6,NA,2,5
"3146",75,"PSME",7.6,NA,4,6
"3147",75,"PSME",8.9,NA,2,6
"3148",75,"PSME",15.9,NA,2,4
"3149",75,"PSME",32,NA,4,6
"3150",75,"PSME",43.7,NA,2,6
"3151",75,"QUGA",13.4,NA,3,5
"3152",75,"QUGA",14.5,NA,2,5
"3153",76,"PIST",15.3,NA,4,6
"3154",76,"PIST",18.5,NA,4,6
"3155",76,"PSME",7.4,NA,3,6
"3156",76,"PSME",20.6,NA,2,6
"3157",76,"PSME",50.2,NA,2,2
"3158",76,"PSME",62.2,NA,3,2
"3159",76,"QUGA",6.6,NA,2,1
"3160",76,"QUGA",9.3,NA,2,2
"3161",77,"PIST",5.4,NA,2,2
"3162",77,"PIST",9.2,NA,3,4
"3163",77,"PIST",9.9,NA,2,5
"3164",77,"PIST",10.5,NA,4,5
"3165",77,"PIST",13.5,NA,2,5
"3166",77,"PIST",16.5,NA,2,6
"3167",77,"PIST",23,NA,4,6
"3168",77,"PIST",25.3,NA,2,5
"3169",77,"PIST",44.4,NA,3,5
"3170",77,"PIST",45,NA,4,4
"3171",77,"PSME",9,NA,4,5
"3172",77,"PSME",19.4,NA,2,1
"3173",77,"PSME",31,NA,4,6
"3174",77,"PSME",38,NA,4,5
"3175",77,"QUGA",5.6,NA,2,3
"3176",78,"PIST",6.6,NA,4,6
"3177",78,"PIST",45,NA,4,6
"3178",78,"PSME",7.2,NA,2,1
"3179",78,"PSME",10.1,NA,2,2
"3180",78,"PSME",13,NA,4,4
"3181",78,"PSME",35.4,NA,2,1
"3182",78,"QUGA",5.1,NA,3,4
"3183",78,"QUGA",5.3,NA,2,3
"3184",78,"QUGA",6,NA,4,4
"3185",78,"QUGA",6,NA,4,3
"3186",78,"QUGA",6.4,NA,3,4
"3187",78,"QUGA",6.5,NA,2,2
"3188",78,"QUGA",7.5,NA,2,3
"3189",78,"QUGA",8.8,NA,4,3
"3190",78,"QUGA",8.9,NA,2,3
"3191",78,"QUGA",9.1,NA,2,3
"3192",78,"QUGA",9.4,NA,2,3
"3193",79,"PIPO",40,NA,4,5
"3194",79,"PIST",10.4,NA,3,4
"3195",79,"PSME",7,NA,4,3
"3196",79,"PSME",20.3,NA,4,6
"3197",79,"PSME",30,NA,4,6
"3198",79,"QUGA",8.8,NA,2,4
"3199",80,"PIST",11.4,NA,2,6
"3200",80,"PIST",12.5,NA,4,5
"3201",80,"PSME",6.4,NA,4,6
"3202",80,"PSME",6.9,NA,2,6
"3203",80,"PSME",10.4,NA,4,6
"3204",80,"PSME",51.1,NA,3,3
"3205",80,"QUGA",6,NA,2,2
"3206",80,"QUGA",8.5,NA,2,2
"3207",80,"QUGA",8.6,NA,4,5
"3208",80,"QUGA",13,NA,3,4
"3209",80,"QUGA",15.5,NA,3,6
"3210",80,"QUGA",15.5,NA,3,4
"3211",80,"QUGA",18.7,NA,4,6
"3212",81,"PIST",21.8,NA,2,5
"3213",81,"PIST",35.8,NA,2,6
"3214",81,"PSME",12.8,NA,2,6
"3215",81,"PSME",18.5,NA,4,6
"3216",81,"PSME",25.6,NA,4,5
"3217",81,"PSME",35,NA,3,5
"3218",82,"PIST",6.5,NA,2,4
"3219",82,"PIST",7.7,NA,2,6
"3220",82,"PIST",8.9,NA,2,4
"3221",82,"PIST",15,NA,2,5
"3222",82,"PIST",15.5,NA,2,5
"3223",82,"PIST",16.5,NA,2,5
"3224",82,"PSME",6,NA,3,5
"3225",82,"PSME",55,NA,3,6
"3226",83,"PIPO",24,NA,4,6
"3227",83,"PIPO",25.8,NA,2,1
"3228",83,"PIPO",46.2,NA,3,6
"3229",83,"PSME",17,NA,4,6
"3230",83,"PSME",40,NA,4,6
"3231",84,"PIST",23.5,NA,2,5
"3232",84,"PIST",23.8,NA,2,5
"3233",84,"PIST",26,NA,4,6
"3234",84,"PIST",32,NA,4,6
"3235",84,"PIST",34.4,NA,2,6
"3236",84,"PIST",46,NA,3,5
"3237",84,"PSME",6.3,NA,4,6
"3238",84,"PSME",33.3,NA,2,2
"3239",85,"PSME",13.2,NA,2,6
"3240",85,"PSME",15,NA,2,5
"3241",85,"PSME",20.7,NA,2,6
"3242",85,"PSME",40.5,NA,3,6
"3243",85,"QUGA",5.7,NA,3,3
"3244",85,"QUGA",6.3,NA,2,2
"3245",85,"QUGA",7,NA,3,4
"3246",85,"QUGA",9.5,NA,2,2
"3247",85,"QUGA",10,NA,4,2
"3248",85,"QUGA",10.8,NA,3,4
"3249",86,"PIST",9.9,NA,2,6
"3250",86,"PIST",14,NA,2,5
"3251",86,"PIST",28,NA,4,6
"3252",86,"QUGA",11.5,NA,2,4
"3253",86,"QUGA",15.8,NA,2,5
"3254",87,"PIPO",30.6,NA,2,1
"3255",88,"PIPO",19.8,NA,3,4
"3256",88,"PIPO",24.1,NA,3,3
"3257",88,"PIPO",31.9,NA,2,1
"3258",88,"PIST",7.5,NA,4,6
"3259",88,"PIST",11.3,NA,2,2
"3260",88,"PIST",14.5,NA,2,2
"3261",88,"PIST",31.5,NA,2,6
"3262",88,"PIST",33,NA,4,6
"3263",88,"PSME",21.8,NA,4,6
"3264",88,"QUGA",5.2,NA,2,6
"3265",88,"QUGA",5.5,NA,2,2
"3266",88,"QUGA",6,NA,4,4
"3267",88,"QUGA",11.2,NA,2,3
"3268",89,"PIST",23,NA,4,5
"3269",89,"PIST",34.7,NA,2,6
"3270",89,"PSME",5.3,NA,2,3
"3271",89,"PSME",8,NA,4,4
"3272",89,"PSME",16.8,NA,2,1
"3273",89,"PSME",20.4,NA,2,3
"3274",89,"PSME",53,NA,3,5
"3275",89,"PSME",55,NA,3,4
"3276",89,"PSME",80,NA,4,5
"3277",90,"PIPO",37.7,NA,4,6
"3278",90,"PIPO",68,NA,4,6
"3279",90,"PIST",25.5,NA,3,6
"3280",90,"PIST",28,NA,4,6
"3281",90,"PSME",8,NA,2,1
"3282",90,"PSME",11.1,NA,3,6
"3283",90,"PSME",11.3,NA,3,3
"3284",90,"PSME",23.5,NA,4,5
"3285",90,"PSME",26.6,NA,3,6
"3286",90,"QUGA",6.2,NA,3,3
"3287",90,"QUGA",6.8,NA,3,3
"3288",91,"PIED",9.1,NA,2,2
"3289",91,"PIED",9.1,NA,2,2
"3290",91,"PIPO",10.8,NA,2,6
"3291",91,"PIPO",11.1,NA,2,6
"3292",91,"PIPO",18,NA,4,6
"3293",91,"PSME",14.3,NA,2,6
"3294",92,"PIST",10,NA,4,6
"3295",92,"PIST",17,NA,4,6
"3296",92,"PIST",28,NA,4,6
"3297",92,"PIST",29.7,NA,2,6
"3298",92,"PSME",7.1,NA,3,6
"3299",92,"PSME",14.5,NA,2,6
"3300",92,"PSME",16.3,NA,2,6
"3301",92,"PSME",17.1,NA,2,6
"3302",92,"PSME",19.4,NA,2,6
"3303",92,"PSME",21.1,NA,2,5
"3304",92,"QUGA",8.5,NA,3,6
"3305",92,"QUGA",10.6,NA,3,4
"3306",93,"QUGA",5.1,NA,3,5
"3307",93,"QUGA",5.7,NA,2,3
"3308",93,"QUGA",7.8,NA,2,2
"3309",94,"PSME",8,NA,2,1
"3310",94,"QUGA",5.1,NA,3,3
"3311",94,"QUGA",5.5,NA,2,2
"3312",94,"QUGA",5.6,NA,2,4
"3313",94,"QUGA",6.5,NA,2,4
"3314",94,"QUGA",6.6,NA,2,4
"3315",94,"QUGA",7.9,NA,2,1
"3316",94,"QUGA",8.1,NA,2,1
"3317",95,"PIST",8,NA,4,6
"3318",95,"PIST",10,NA,4,6
"3319",95,"PIST",10,NA,4,6
"3320",95,"PIST",11.6,NA,2,5
"3321",95,"PIST",14,NA,4,6
"3322",95,"PIST",15.9,NA,2,5
"3323",95,"PIST",29,NA,2,5
"3324",95,"PIST",33.1,NA,2,6
"3325",95,"PIST",35.1,NA,2,6
"3326",95,"PIST",45.9,NA,2,6
"3327",95,"PSME",11.4,NA,4,6
"3328",95,"PSME",27.2,NA,2,6
"3329",95,"QUGA",6.9,NA,2,2
"3330",95,"QUGA",12.8,NA,2,2
"3331",95,"QUGA",26.7,NA,3,4
"3332",96,"PIST",8.4,NA,4,6
"3333",96,"PIST",19.6,NA,2,6
"3334",96,"PIST",27.3,NA,2,6
"3335",96,"PIST",28.2,NA,2,6
"3336",96,"PIST",41,NA,2,6
"3337",96,"PIST",50.9,NA,2,6
"3338",96,"PSME",5.2,NA,2,2
"3339",96,"PSME",5.6,NA,2,6
"3340",96,"PSME",6.2,NA,4,6
"3341",96,"PSME",6.2,NA,3,2
"3342",96,"PSME",6.4,NA,2,2
"3343",96,"PSME",6.6,NA,2,6
"3344",96,"PSME",6.6,NA,2,6
"3345",96,"PSME",6.8,NA,2,6
"3346",96,"PSME",7,NA,4,6
"3347",96,"PSME",7.1,NA,4,6
"3348",96,"PSME",7.4,NA,2,6
"3349",96,"PSME",7.6,NA,4,5
"3350",96,"PSME",8,NA,4,6
"3351",96,"PSME",8.2,NA,2,6
"3352",96,"PSME",9.4,NA,4,6
"3353",96,"PSME",9.7,NA,2,6
"3354",96,"PSME",11.4,NA,4,6
"3355",96,"PSME",13,NA,4,6
"3356",96,"PSME",13,NA,4,6
"3357",96,"PSME",13.7,NA,2,2
"3358",96,"PSME",14,NA,4,6
"3359",96,"PSME",14,NA,2,6
"3360",96,"PSME",14,NA,2,1
"3361",96,"PSME",15.2,NA,4,6
"3362",96,"PSME",15.4,NA,4,6
"3363",96,"PSME",15.7,NA,2,2
"3364",96,"PSME",20.1,NA,2,2
"3365",96,"PSME",20.3,NA,2,6
"3366",96,"PSME",21.2,NA,2,1
"3367",96,"PSME",22.2,NA,2,1
"3368",96,"PSME",29.3,NA,2,6
"3369",96,"PSME",50,NA,3,5
"3370",97,"PIPO",11.8,NA,4,4
"3371",97,"PIPO",14.7,NA,2,1
"3372",97,"PIST",13,NA,4,6
"3373",97,"PIST",18.3,NA,2,1
"3374",97,"PIST",29,NA,4,6
"3375",97,"PIST",38.6,NA,3,6
"3376",97,"PIST",38.8,NA,3,6
"3377",97,"PIST",40,NA,4,6
"3378",97,"PSME",7,NA,4,6
"3379",97,"PSME",50.6,NA,3,5
"3380",98,"PIST",10,NA,4,6
"3381",98,"PIST",17.4,NA,2,5
"3382",98,"PIST",20,NA,4,6
"3383",98,"PIST",28.9,NA,2,5
"3384",98,"PIST",33.9,NA,3,6
"3385",98,"PIST",34.2,NA,2,6
"3386",98,"PIST",36.4,NA,3,5
"3387",98,"QUGA",6.5,NA,3,4
"3388",98,"QUGA",8.6,NA,2,4
"3389",99,"PIST",23,NA,2,5
"3390",99,"PSME",8.2,NA,4,6
"3391",99,"PSME",10,NA,4,6
"3392",99,"PSME",10.5,NA,4,6
"3393",99,"PSME",10.6,NA,3,4
"3394",99,"PSME",14.1,NA,2,1
"3395",99,"PSME",16,NA,4,6
"3396",99,"PSME",18,NA,4,5
"3397",99,"PSME",26.7,NA,3,5
"3398",99,"PSME",30.9,NA,2,2
"3399",99,"QUGA",5.3,NA,2,2
"3400",99,"QUGA",6.2,NA,4,6
"3401",99,"QUGA",6.7,NA,2,5
"3402",99,"QUGA",6.7,NA,2,4
"3403",99,"QUGA",8,NA,3,5
"3404",99,"QUGA",8.2,NA,4,5
"3405",99,"QUGA",8.2,NA,2,5
"3406",99,"QUGA",9.4,NA,2,5
"3407",99,"QUGA",10.2,NA,4,6
"3408",100,"PIST",9.7,NA,2,6
"3409",100,"PIST",10,NA,4,6
"3410",100,"PIST",10,NA,4,6
"3411",100,"PIST",10,NA,2,6
"3412",100,"PIST",10.5,NA,2,6
"3413",100,"PIST",12.1,NA,2,6
"3414",100,"PIST",14,NA,4,6
"3415",100,"PIST",16.6,NA,4,6
"3416",100,"PIST",18.4,NA,3,6
"3417",100,"PIST",24.1,NA,2,6
"3418",100,"PIST",25.7,NA,2,6
"3419",100,"PIST",42.1,NA,2,6
"3420",100,"PSME",23,NA,2,6
"3421",100,"PSME",28.9,NA,3,4
"3422",100,"PSME",35,NA,4,6
"3423",100,"QUGA",5.1,NA,3,2
"3424",101,"PIST",35,NA,4,6
"3425",101,"PSME",5,NA,2,1
"3426",101,"PSME",5.1,NA,2,1
"3427",101,"PSME",5.1,NA,2,1
"3428",101,"PSME",5.3,NA,3,5
"3429",101,"PSME",6,NA,2,1
"3430",101,"PSME",9,NA,2,1
"3431",101,"PSME",14.4,NA,2,6
"3432",101,"PSME",22.7,NA,2,1
"3433",101,"PSME",29,NA,3,5
"3434",101,"PSME",46.7,NA,3,4
"3435",101,"PSME",51.6,NA,2,1
"3436",101,"QUGA",5,NA,3,5
"3437",101,"QUGA",5.1,NA,2,3
"3438",101,"QUGA",5.3,NA,2,3
"3439",101,"QUGA",5.4,NA,2,3
"3440",101,"QUGA",5.4,NA,2,3
"3441",101,"QUGA",5.5,NA,2,1
"3442",101,"QUGA",5.6,NA,2,3
"3443",101,"QUGA",5.6,NA,2,2
"3444",101,"QUGA",6.2,NA,2,3
"3445",101,"QUGA",6.2,NA,2,3
"3446",101,"QUGA",6.4,NA,2,2
"3447",101,"QUGA",6.5,NA,3,4
"3448",101,"QUGA",7,NA,2,3
"3449",101,"QUGA",7.1,NA,2,2
"3450",101,"QUGA",7.3,NA,2,3
"3451",101,"QUGA",7.3,NA,2,2
"3452",101,"QUGA",7.5,NA,2,1
"3453",101,"QUGA",8.1,NA,2,1
"3454",101,"QUGA",8.6,NA,2,1
"3455",101,"QUGA",9.2,NA,2,1
"3456",101,"QUGA",9.4,NA,2,1
"3457",101,"QUGA",10.1,NA,2,2
"3458",101,"QUGA",10.6,NA,2,1
"3459",102,"PIST",5,NA,4,6
"3460",102,"PIST",5.5,NA,2,3
"3461",102,"PIST",21.4,NA,4,6
"3462",102,"PIST",23.7,NA,2,6
"3463",102,"PIST",45,NA,4,6
"3464",102,"PIST",50,NA,4,6
"3465",102,"PSME",9,NA,2,2
"3466",102,"PSME",19.4,NA,4,6
"3467",103,"PIST",14,NA,4,6
"3468",103,"PIST",15,NA,4,1
"3469",103,"PIST",18,NA,4,1
"3470",103,"PIST",19,NA,3,5
"3471",103,"PIST",20.2,NA,3,5
"3472",103,"PIST",26.5,NA,2,6
"3473",103,"PIST",26.8,NA,2,6
"3474",103,"PIST",42.9,NA,2,5
"3475",103,"PIST",60,NA,4,6
"3476",103,"PSME",13.5,NA,2,3
"3477",103,"PSME",13.8,NA,3,6
"3478",103,"PSME",15,NA,2,4
"3479",103,"PSME",20.2,NA,4,6
"3480",103,"PSME",24.5,NA,3,3
"3481",103,"PSME",27.8,NA,2,6
"3482",103,"PSME",29.8,NA,2,1
"3483",103,"PSME",41.5,NA,2,4
"3484",104,"PSME",5,NA,2,1
"3485",104,"PSME",7.7,NA,2,1
"3486",104,"PSME",10.2,NA,2,2
"3487",104,"PSME",11.1,NA,2,1
"3488",104,"PSME",14.3,NA,2,1
"3489",104,"PSME",16,NA,2,1
"3490",104,"PSME",17.4,NA,2,1
"3491",104,"PSME",17.5,NA,2,1
"3492",104,"PSME",20,NA,4,6
"3493",104,"PSME",20,NA,4,6
"3494",104,"PSME",35,NA,4,6
"3495",104,"QUGA",6.4,NA,2,1
"3496",104,"QUGA",7.1,NA,2,3
"3497",104,"QUGA",7.8,NA,2,4
"3498",105,"PSME",8.4,NA,2,1
"3499",105,"PSME",12.5,NA,2,1
"3500",105,"PSME",14.5,NA,2,1
"3501",106,"PIST",30,NA,4,5
"3502",106,"PIST",46,NA,3,5
"3503",106,"PSME",5,NA,2,3
"3504",106,"PSME",6.1,NA,2,1
"3505",106,"PSME",6.2,NA,2,4
"3506",106,"PSME",6.2,NA,2,1
"3507",106,"PSME",6.2,NA,2,1
"3508",106,"PSME",6.2,NA,2,1
"3509",106,"PSME",6.6,NA,2,1
"3510",106,"PSME",7.2,NA,2,1
"3511",106,"PSME",7.3,NA,2,1
"3512",106,"PSME",7.5,NA,2,1
"3513",106,"PSME",7.7,NA,2,1
"3514",106,"PSME",7.7,NA,2,1
"3515",106,"PSME",8.2,NA,2,1
"3516",106,"PSME",9,NA,2,1
"3517",106,"PSME",9.2,NA,2,2
"3518",106,"PSME",10,NA,4,6
"3519",106,"PSME",12,NA,4,6
"3520",106,"PSME",12.4,NA,2,1
"3521",106,"PSME",13,NA,2,1
"3522",106,"PSME",14,NA,2,1
"3523",106,"PSME",15.5,NA,2,1
"3524",106,"PSME",31.5,NA,2,1
"3525",106,"QUGA",5.6,NA,2,4
"3526",106,"QUGA",6,NA,2,4
"3527",106,"QUGA",6.2,NA,2,4
"3528",106,"QUGA",6.2,NA,2,4
"3529",106,"QUGA",8.3,NA,2,4
"3530",106,"QUGA",9.4,NA,2,3
"3531",106,"QUGA",10.2,NA,2,3
"3532",106,"QUGA",10.4,NA,2,3
"3533",106,"QUGA",12.4,NA,3,5
"3534",106,"QUGA",12.7,NA,4,2
"3535",107,"PIPO",5.2,NA,2,3
"3536",107,"PIPO",5.9,NA,2,2
"3537",107,"PIPO",10.1,NA,2,3
"3538",107,"PIPO",15.8,NA,2,2
"3539",107,"PSME",44.3,NA,2,6
"3540",108,"QUGA",5.7,NA,2,3
"3541",108,"QUGA",5.8,NA,2,4
"3542",109,"PSME",7,NA,2,1
"3543",109,"PSME",9.8,NA,2,1
"3544",109,"PSME",10.2,NA,2,1
"3545",109,"QUGA",7.5,NA,2,4
"3546",110,"PIPO",20,NA,4,4
"3547",110,"PIPO",38.9,NA,2,1
"3548",111,"PIPO",7.7,NA,2,4
"3549",111,"QUGA",5.1,NA,2,2
"3550",111,"QUGA",5.2,NA,2,2
"3551",111,"QUGA",5.6,NA,2,3
"3552",111,"QUGA",5.6,NA,2,3
"3553",111,"QUGA",5.6,NA,2,2
"3554",111,"QUGA",6.2,NA,2,4
"3555",111,"QUGA",6.2,NA,2,2
"3556",111,"QUGA",6.3,NA,2,2
"3557",111,"QUGA",6.5,NA,2,3
"3558",111,"QUGA",6.6,NA,2,5
"3559",111,"QUGA",6.8,NA,2,4
"3560",111,"QUGA",7.9,NA,2,2
"3561",111,"QUGA",8.3,NA,2,3
"3562",111,"QUGA",9.5,NA,2,2
"3563",111,"QUGA",15,NA,4,5
"3564",111,"QUGA",16.8,NA,2,2
"3565",111,"QUGA",20,NA,4,5
"3566",112,"PIST",7.2,NA,2,6
"3567",112,"PIST",9.4,NA,4,5
"3568",112,"PIST",12,NA,2,6
"3569",112,"PIST",13.5,NA,2,5
"3570",112,"PIST",15,NA,2,5
"3571",112,"PIST",15,NA,2,5
"3572",112,"PIST",18.1,NA,2,5
"3573",112,"PIST",28.5,NA,2,6
"3574",112,"QUGA",5.2,NA,2,2
"3575",112,"QUGA",5.8,NA,2,2
"3576",112,"QUGA",6.6,NA,2,2
"3577",112,"QUGA",11,NA,2,3
"3578",113,"PIPO",5.7,NA,2,4
"3579",113,"PIPO",20,NA,4,6
"3580",113,"PIPO",30,NA,4,4
"3581",113,"PSME",6.5,NA,2,4
"3582",113,"PSME",10.5,NA,2,1
"3583",113,"PSME",25,NA,4,4
"3584",113,"QUGA",5,NA,2,3
"3585",113,"QUGA",5.9,NA,2,2
"3586",113,"QUGA",6,NA,3,4
"3587",113,"QUGA",6.6,NA,2,3
"3588",113,"QUGA",10.2,NA,2,3
"3589",113,"QUGA",15.5,NA,3,6
"3590",114,"PIPO",12,NA,4,3
"3591",114,"PIPO",23.5,NA,4,4
"3592",115,"PIED",18,NA,4,6
"3593",116,"PIPO",23.5,NA,3,4
"3594",117,"PIPO",14,NA,2,5
"3595",117,"PIPO",22.3,NA,2,5
"3596",117,"PIPO",23.1,NA,2,5
"3597",117,"PIPO",30,NA,4,5
"3598",117,"PIPO",37,NA,2,5
"3599",117,"PIST",21.5,NA,2,4
"3600",117,"PIST",26.8,NA,2,5
"3601",117,"PIST",36.6,NA,2,6
"3602",117,"PSME",16.1,NA,2,1
"3603",117,"PSME",33.5,NA,3,5
"3604",117,"QUGA",9.8,NA,3,5
"3605",117,"QUGA",14.1,NA,2,6
"3606",118,"PIPO",5,NA,2,3
"3607",118,"PIST",5,NA,2,4
"3608",118,"PIST",6.3,NA,2,4
"3609",118,"PIST",6.5,NA,2,2
