"","Plot.no.","species","dbh","age","status","decayClass"
"2328",3,"QUGA",9.6,NA,3,4
"2329",3,"QUGA",10,NA,3,4
"2330",3,"QUGA",10.8,NA,4,5
"2331",3,"QUGA",12.4,NA,3,4
"2332",3,"QUGA",12.9,NA,2,4
"2333",3,"QUGA",20,NA,4,5
"2334",4,"PIPO",6.3,NA,2,1
"2335",4,"PIST",5.5,NA,4,6
"2336",4,"PIST",34.2,NA,2,6
"2337",4,"PIST",37,NA,2,5
"2338",4,"PIST",37.5,NA,2,6
"2339",4,"PIST",40,NA,4,6
"2340",4,"PIST",42,NA,4,6
"2341",4,"PIST",43,NA,2,5
"2342",4,"PIST",44,NA,2,4
"2343",4,"QUGA",9.2,NA,2,3
"2344",5,"PIPO",12,NA,4,5
"2345",5,"PIST",25,NA,4,6
"2346",5,"PIST",28,NA,4,5
"2347",5,"PSME",52,NA,4,6
"2348",5,"PSME",53,NA,2,2
"2349",5,"QUGA",5.7,NA,4,6
"2350",5,"QUGA",6,NA,3,6
"2351",5,"QUGA",7,NA,4,5
"2352",5,"QUGA",8.5,NA,2,6
"2353",5,"QUGA",10,NA,4,6
"2354",5,"QUGA",18.1,NA,3,4
"2355",5,"QUGA",21.5,NA,2,4
"2356",6,"PIST",20,NA,4,6
"2357",6,"PIST",20,NA,4,6
"2358",6,"PIST",25.9,NA,2,4
"2359",6,"QUGA",7,NA,4,6
"2360",6,"QUGA",8,NA,3,4
"2361",6,"QUGA",10.8,NA,3,3
"2362",6,"QUGA",12,NA,3,5
"2363",6,"QUGA",12.9,NA,3,6
"2364",6,"QUGA",14.3,NA,3,3
"2365",6,"QUGA",15,NA,4,5
"2366",6,"QUGA",16.7,NA,3,3
"2367",7,"PIPO",9.9,NA,2,5
"2368",7,"PIPO",56.7,NA,3,6
"2369",7,"PIST",7.1,NA,2,2
"2370",7,"PIST",8.6,NA,2,3
"2371",7,"PIST",13.9,NA,2,4
"2372",7,"PIST",19.9,NA,2,5
"2373",7,"PIST",20.5,NA,2,5
"2374",7,"PIST",26.5,NA,2,6
"2375",7,"PIST",28,NA,3,6
"2376",7,"PIST",40,NA,4,6
"2377",7,"PIST",43.9,NA,2,5
"2378",7,"QUGA",8.3,NA,2,3
"2379",7,"QUGA",10.8,NA,2,5
"2380",8,"PSME",9,NA,4,5
"2381",8,"PSME",10,NA,4,5
"2382",8,"PSME",10.7,NA,2,5
"2383",8,"PSME",12,NA,2,5
"2384",8,"PSME",12.4,NA,2,4
"2385",8,"PSME",12.6,NA,4,5
"2386",8,"PSME",15,NA,4,6
"2387",8,"PSME",15,NA,4,5
"2388",8,"PSME",15.6,NA,2,5
"2389",8,"PSME",20,NA,4,5
"2390",8,"PSME",24.2,NA,4,5
"2391",8,"PSME",27,NA,4,5
"2392",8,"PSME",30,NA,4,5
"2393",8,"PSME",34.3,NA,3,5
"2394",8,"PSME",35,NA,4,5
"2395",8,"QUGA",5,NA,3,5
"2396",8,"QUGA",5,NA,4,5
"2397",8,"QUGA",5.4,NA,2,4
"2398",8,"QUGA",6.5,NA,4,5
"2399",8,"QUGA",7,NA,4,5
"2400",8,"QUGA",7.8,NA,2,4
"2401",8,"QUGA",8,NA,2,5
"2402",8,"QUGA",8,NA,2,4
"2403",8,"QUGA",8.5,NA,4,5
"2404",8,"QUGA",9.3,NA,2,4
"2405",8,"QUGA",12,NA,4,5
"2406",8,"QUGA",12.5,NA,4,5
"2407",8,"QUGA",18,NA,4,5
"2408",8,"QUGA",19,NA,3,5
"2409",9,"PIST",13,NA,4,5
"2410",9,"PIST",16.5,NA,4,6
"2411",9,"PIST",19,NA,4,5
"2412",9,"PIST",19,NA,4,5
"2413",9,"PIST",25,NA,4,5
"2414",9,"PIST",28,NA,4,5
"2415",9,"PIST",30,NA,3,5
"2416",9,"PSME",6.1,NA,2,6
"2417",9,"PSME",8,NA,4,6
"2418",9,"PSME",12,NA,4,6
"2419",9,"PSME",15,NA,4,5
"2420",9,"PSME",20.5,NA,4,5
"2421",9,"PSME",22,NA,4,6
"2422",9,"PSME",23,NA,4,5
"2423",9,"PSME",26.8,NA,4,5
"2424",9,"PSME",28,NA,4,5
"2425",9,"PSME",85,NA,4,5
"2426",9,"QUGA",6,NA,3,5
"2427",10,"PIPO",6,NA,2,4
"2428",10,"PIPO",6.5,NA,2,4
"2429",10,"PIPO",7,NA,2,4
"2430",10,"PIPO",12.4,NA,2,3
"2431",10,"PIST",6.1,NA,2,4
"2432",10,"PIST",6.2,NA,4,4
"2433",10,"PIST",6.6,NA,2,4
"2434",10,"PIST",9,NA,4,6
"2435",10,"PIST",20,NA,4,6
"2436",10,"PIST",25,NA,4,6
"2437",10,"PSME",6,NA,2,4
"2438",10,"QUGA",6.8,NA,2,3
"2439",10,"QUGA",9.4,NA,2,3
"2440",10,"QUGA",10.4,NA,2,4
"2441",10,"QUGA",10.5,NA,3,4
"2442",10,"QUGA",11.1,NA,2,4
"2443",11,"PIST",42,NA,2,4
"2444",11,"PSME",5,NA,4,4
"2445",11,"PSME",5.3,NA,4,4
"2446",11,"PSME",6,NA,4,4
"2447",11,"PSME",6.6,NA,2,4
"2448",11,"PSME",6.9,NA,4,4
"2449",11,"PSME",7,NA,4,4
"2450",11,"PSME",7.1,NA,4,4
"2451",11,"PSME",7.2,NA,4,4
"2452",11,"PSME",7.5,NA,2,4
"2453",11,"PSME",8,NA,4,5
"2454",11,"PSME",8,NA,4,4
"2455",11,"QUGA",6,NA,4,4
"2456",11,"QUGA",7.1,NA,2,4
"2457",11,"QUGA",9.5,NA,2,4
"2458",11,"QUGA",10.4,NA,2,4
"2459",11,"QUGA",11.3,NA,2,4
"2460",12,"PIPO",37,NA,4,5
"2461",12,"PIST",5.4,NA,2,4
"2462",12,"PIST",10,NA,4,4
"2463",12,"PIST",12,NA,2,5
"2464",12,"PIST",15.8,NA,2,4
"2465",12,"PIST",20,NA,4,4
"2466",12,"PIST",34,NA,4,6
"2467",12,"PSME",6.5,NA,2,4
"2468",12,"PSME",9.3,NA,4,2
"2469",12,"PSME",10.6,NA,4,4
"2470",12,"PSME",11.3,NA,4,4
"2471",12,"PSME",12.4,NA,2,4
"2472",12,"PSME",15.2,NA,2,4
"2473",12,"QUGA",5.9,NA,3,4
"2474",12,"QUGA",6.5,NA,2,4
"2475",12,"QUGA",7.6,NA,3,4
"2476",12,"QUGA",8.8,NA,2,4
"2477",12,"QUGA",10.5,NA,4,1
"2478",12,"QUGA",13.8,NA,2,4
"2479",12,"QUGA",24.6,NA,3,4
"2480",13,"PSME",5.5,NA,4,4
"2481",13,"PSME",6.2,NA,2,5
"2482",13,"QUGA",5,NA,2,4
"2483",13,"QUGA",8,NA,2,4
"2484",13,"QUGA",8.2,NA,2,4
"2485",13,"QUGA",8.4,NA,3,4
"2486",13,"QUGA",9,NA,2,4
"2487",13,"QUGA",9.8,NA,2,4
"2488",13,"QUGA",10.1,NA,2,4
"2489",13,"QUGA",11,NA,2,4
"2490",13,"QUGA",11.8,NA,2,2
"2491",13,"QUGA",13.5,NA,2,4
"2492",14,"PIPO",35,NA,4,6
"2493",14,"PIPO",36,NA,2,6
"2494",14,"PIST",22,NA,2,4
"2495",15,"PIPO",19,NA,3,5
"2496",17,"PIED",17,NA,2,5
"2497",18,"PIPO",30.5,NA,4,5
"2498",18,"PSME",13.8,NA,2,6
"2499",20,"PIPO",25,NA,4,6
"2500",21,"PSME",30,NA,4,4
"2501",22,"PIED",10,NA,4,6
"2502",22,"PIPO",5.5,NA,4,6
"2503",23,"PIPO",20,NA,4,5
"2504",23,"PIST",25,NA,4,6
"2505",23,"PIST",30,NA,4,6
"2506",23,"PIST",62.5,NA,3,4
"2507",23,"PSME",9,NA,2,5
"2508",23,"QUGA",8,NA,3,4
"2509",23,"QUGA",11,NA,3,4
"2510",25,"PIST",6.5,NA,4,5
"2511",25,"PIST",8.1,NA,4,4
"2512",25,"PIST",8.8,NA,2,2
"2513",25,"PIST",14,NA,4,5
"2514",25,"PIST",15.8,NA,4,5
"2515",25,"PIST",16,NA,3,5
"2516",25,"PIST",20.7,NA,2,5
"2517",25,"PIST",29.5,NA,3,4
"2518",25,"PIST",38,NA,4,4
"2519",25,"PIST",40.3,NA,2,6
"2520",25,"PIST",45,NA,4,6
"2521",25,"PSME",19.5,NA,4,5
"2522",25,"PSME",35,NA,4,4
"2523",25,"QUGA",6.2,NA,2,4
"2524",25,"QUGA",8.1,NA,2,3
"2525",25,"QUGA",10.8,NA,2,4
"2526",26,"PIST",5.5,NA,4,6
"2527",26,"PIST",9.9,NA,2,5
"2528",26,"PIST",11,NA,4,6
"2529",26,"PIST",12,NA,4,6
"2530",26,"PIST",18,NA,4,6
"2531",26,"PIST",19,NA,4,6
"2532",26,"PIST",20,NA,2,5
"2533",26,"PIST",21,NA,4,6
"2534",26,"PIST",22,NA,2,6
"2535",26,"PIST",22,NA,4,6
"2536",26,"PIST",26.2,NA,2,6
"2537",26,"PIST",33.4,NA,2,5
"2538",26,"PIST",37.7,NA,2,5
"2539",26,"PIST",40.2,NA,2,6
"2540",26,"PSME",9.5,NA,2,5
"2541",26,"QUGA",8.2,NA,2,4
"2542",26,"QUGA",9,NA,4,6
"2543",26,"QUGA",11,NA,4,6
"2544",27,"PIPO",10.3,NA,2,4
"2545",27,"PIST",7.5,NA,2,5
"2546",27,"PIST",8.7,NA,2,3
"2547",27,"PIST",17,NA,4,6
"2548",27,"PSME",23,NA,4,6
"2549",27,"QUGA",5.2,NA,3,4
"2550",27,"QUGA",7.7,NA,4,1
"2551",27,"QUGA",8.2,NA,3,5
"2552",27,"QUGA",10.2,NA,2,3
"2553",27,"QUGA",20,NA,4,4
"2554",27,"QUGA",21,NA,3,4
"2555",27,"QUGA",21.8,NA,2,4
"2556",28,"PIPO",6,NA,2,3
"2557",28,"PIPO",6.2,NA,2,4
"2558",28,"PIPO",7,NA,2,4
"2559",28,"PIPO",7.5,NA,2,3
"2560",28,"PIPO",7.8,NA,2,4
"2561",28,"PIPO",8,NA,4,2
"2562",28,"PIPO",9.4,NA,2,3
"2563",28,"PIPO",9.5,NA,4,3
"2564",28,"PIPO",9.5,NA,4,2
"2565",28,"PIPO",9.8,NA,2,3
"2566",28,"PIPO",10,NA,4,2
"2567",28,"PIPO",11.1,NA,2,4
"2568",28,"PIPO",11.5,NA,2,3
"2569",28,"PIPO",11.6,NA,4,2
"2570",28,"PIPO",11.8,NA,2,1
"2571",28,"PIPO",12.1,NA,3,4
"2572",28,"PIPO",12.2,NA,2,4
"2573",28,"PIPO",12.2,NA,4,2
"2574",28,"PIPO",12.9,NA,4,2
"2575",28,"PIPO",14,NA,4,6
"2576",28,"PIPO",14.1,NA,2,3
"2577",28,"PIPO",14.3,NA,3,3
"2578",28,"PIPO",15,NA,4,3
"2579",28,"PIPO",15.6,NA,4,3
"2580",28,"PIPO",16.7,NA,2,4
"2581",28,"PIPO",18,NA,2,3
"2582",28,"PIPO",23,NA,4,6
"2583",28,"PIPO",24,NA,4,6
"2584",28,"PIPO",25,NA,4,4
"2585",28,"PSME",9.5,NA,4,2
"2586",28,"PSME",41.6,NA,2,2
"2587",29,"PIPO",28.1,NA,3,6
"2588",29,"PSME",5.1,NA,2,2
"2589",29,"PSME",7,NA,4,4
"2590",29,"PSME",7,NA,4,4
"2591",29,"PSME",11.6,NA,4,5
"2592",29,"PSME",15,NA,4,6
"2593",29,"PSME",15,NA,4,4
"2594",29,"PSME",19.6,NA,3,4
"2595",29,"PSME",20,NA,4,3
"2596",29,"PSME",20.5,NA,4,2
"2597",29,"PSME",23.9,NA,2,6
"2598",29,"PSME",27,NA,4,5
"2599",29,"QUGA",5.4,NA,4,5
"2600",29,"QUGA",6.1,NA,4,4
"2601",29,"QUGA",6.6,NA,2,4
"2602",29,"QUGA",6.7,NA,2,4
"2603",29,"QUGA",7,NA,4,4
"2604",29,"QUGA",7.1,NA,2,5
"2605",29,"QUGA",7.1,NA,2,4
"2606",29,"QUGA",7.3,NA,2,4
"2607",29,"QUGA",7.4,NA,2,4
"2608",29,"QUGA",7.5,NA,2,5
"2609",29,"QUGA",7.8,NA,2,4
"2610",29,"QUGA",8.5,NA,2,5
"2611",29,"QUGA",8.9,NA,2,4
"2612",29,"QUGA",9,NA,4,5
"2613",29,"QUGA",9,NA,4,4
"2614",29,"QUGA",9.2,NA,4,4
"2615",29,"QUGA",10.1,NA,4,4
"2616",29,"QUGA",10.3,NA,2,4
"2617",29,"QUGA",11,NA,4,4
"2618",29,"QUGA",11.2,NA,4,4
"2619",29,"QUGA",11.9,NA,2,4
"2620",29,"QUGA",11.9,NA,4,4
"2621",29,"QUGA",12.5,NA,4,4
"2622",29,"QUGA",12.5,NA,4,4
"2623",29,"QUGA",12.6,NA,2,4
"2624",29,"QUGA",13,NA,2,4
"2625",29,"QUGA",14.6,NA,2,4
"2626",29,"QUGA",16,NA,4,4
"2627",29,"QUGA",20.8,NA,2,4
"2628",30,"PIPO",8,NA,2,2
"2629",30,"PIST",7,NA,4,3
"2630",30,"PIST",8,NA,4,5
"2631",30,"PIST",10,NA,2,4
"2632",30,"PIST",20,NA,2,6
"2633",30,"PSME",5.1,NA,2,2
"2634",30,"PSME",5.5,NA,2,2
"2635",30,"PSME",6,NA,2,5
"2636",30,"PSME",6,NA,4,2
"2637",30,"PSME",7.5,NA,2,4
"2638",30,"PSME",9,NA,2,3
"2639",30,"PSME",22,NA,2,6
"2640",30,"PSME",49.2,NA,2,6
"2641",30,"QUGA",5.9,NA,3,4
"2642",30,"QUGA",6.5,NA,2,4
"2643",30,"QUGA",7.1,NA,2,4
"2644",30,"QUGA",7.1,NA,4,4
"2645",31,"PIPO",5.4,NA,2,3
"2646",31,"PIPO",35,NA,2,4
"2647",31,"PIST",9,NA,4,5
"2648",31,"PSME",5,NA,4,3
"2649",31,"PSME",5.5,NA,2,3
"2650",31,"PSME",5.6,NA,2,1
"2651",31,"PSME",6.2,NA,2,3
"2652",31,"PSME",6.5,NA,4,3
"2653",31,"PSME",7,NA,4,4
"2654",31,"PSME",8.3,NA,2,2
"2655",31,"PSME",9,NA,4,3
"2656",31,"PSME",10,NA,4,6
"2657",31,"PSME",17.5,NA,2,4
"2658",31,"QUGA",5,NA,4,5
"2659",31,"QUGA",5.1,NA,2,4
"2660",31,"QUGA",5.3,NA,2,4
"2661",31,"QUGA",5.3,NA,4,4
"2662",31,"QUGA",5.5,NA,2,4
"2663",31,"QUGA",5.5,NA,2,1
"2664",31,"QUGA",5.8,NA,4,4
"2665",31,"QUGA",5.9,NA,2,4
"2666",31,"QUGA",5.9,NA,4,4
"2667",31,"QUGA",6,NA,2,4
"2668",31,"QUGA",6,NA,2,4
"2669",31,"QUGA",6.1,NA,4,4
"2670",31,"QUGA",6.1,NA,2,2
"2671",31,"QUGA",6.2,NA,2,4
"2672",31,"QUGA",6.2,NA,2,4
"2673",31,"QUGA",6.5,NA,2,4
"2674",31,"QUGA",6.5,NA,2,4
"2675",31,"QUGA",6.7,NA,2,4
"2676",31,"QUGA",6.9,NA,2,4
"2677",31,"QUGA",7,NA,2,4
"2678",31,"QUGA",7.1,NA,2,4
"2679",31,"QUGA",7.2,NA,2,4
"2680",31,"QUGA",7.2,NA,2,4
"2681",31,"QUGA",7.2,NA,2,4
"2682",31,"QUGA",7.5,NA,2,5
"2683",31,"QUGA",7.5,NA,2,4
"2684",31,"QUGA",7.5,NA,2,4
"2685",31,"QUGA",7.7,NA,2,4
"2686",31,"QUGA",7.7,NA,2,4
"2687",31,"QUGA",7.7,NA,2,4
"2688",31,"QUGA",7.8,NA,3,4
"2689",31,"QUGA",8,NA,2,3
"2690",31,"QUGA",8.1,NA,2,4
"2691",31,"QUGA",8.6,NA,2,4
"2692",31,"QUGA",9,NA,2,4
"2693",32,"PIPO",6.5,NA,2,3
"2694",32,"PIPO",14,NA,4,3
"2695",32,"PIPO",33,NA,4,6
"2696",32,"PIPO",48,NA,4,6
"2697",32,"PSME",7.6,NA,2,6
"2698",32,"PSME",8,NA,4,5
"2699",32,"PSME",11,NA,4,4
"2700",32,"PSME",15,NA,4,6
"2701",32,"QUGA",6,NA,3,4
"2702",32,"QUGA",8.2,NA,2,3
"2703",32,"QUGA",8.5,NA,3,4
"2704",32,"QUGA",9.2,NA,2,3
"2705",32,"QUGA",16.3,NA,3,4
"2706",33,"QUGA",6.5,NA,3,4
"2707",33,"QUGA",6.9,NA,3,4
"2708",33,"QUGA",7,NA,4,6
"2709",33,"QUGA",8.2,NA,3,4
"2710",33,"QUGA",9,NA,4,5
"2711",33,"QUGA",9.7,NA,2,6
"2712",33,"QUGA",11.7,NA,3,6
"2713",33,"QUGA",16.8,NA,3,5
"2714",33,"QUGA",17.1,NA,3,5
"2715",33,"QUGA",17.1,NA,2,3
"2716",34,"PIPO",11.3,NA,2,2
"2717",34,"PSME",11,NA,4,6
"2718",34,"PSME",11.2,NA,2,3
"2719",34,"QUGA",5,NA,3,5
"2720",34,"QUGA",5.2,NA,3,6
"2721",34,"QUGA",5.4,NA,3,4
"2722",34,"QUGA",6,NA,4,6
"2723",34,"QUGA",6,NA,3,3
"2724",34,"QUGA",6.1,NA,3,5
"2725",34,"QUGA",6.5,NA,4,5
"2726",34,"QUGA",6.6,NA,3,5
"2727",34,"QUGA",7.5,NA,4,4
"2728",34,"QUGA",8,NA,3,4
"2729",34,"QUGA",8.5,NA,4,4
"2730",34,"QUGA",10,NA,4,6
"2731",34,"QUGA",19,NA,2,4
"2732",35,"PIPO",28,NA,4,5
"2733",35,"PSME",8.5,NA,4,6
"2734",35,"PSME",25,NA,4,6
"2735",35,"PSME",28.6,NA,3,4
"2736",35,"PSME",33,NA,4,6
"2737",35,"PSME",35,NA,4,2
"2738",35,"QUGA",5.3,NA,3,5
"2739",35,"QUGA",15.9,NA,2,4
"2740",36,"PIED",38,NA,4,6
"2741",37,"PIST",7.5,NA,3,4
"2742",37,"PIST",22.1,NA,2,5
"2743",37,"PIST",55,NA,2,6
"2744",37,"PSME",8.2,NA,2,6
"2745",37,"PSME",10.3,NA,2,6
"2746",37,"PSME",13.5,NA,2,6
"2747",37,"PSME",14.4,NA,2,1
"2748",37,"PSME",14.6,NA,2,6
"2749",37,"PSME",16.1,NA,2,6
"2750",37,"PSME",20.5,NA,2,6
"2751",37,"PSME",23.2,NA,2,2
"2752",37,"PSME",25.5,NA,2,6
"2753",37,"PSME",55,NA,2,6
"2754",37,"QUGA",5.5,NA,2,3
"2755",37,"QUGA",5.9,NA,2,4
"2756",37,"QUGA",8.2,NA,3,6
"2757",37,"QUGA",8.7,NA,2,3
"2758",37,"QUGA",9.5,NA,3,5
"2759",38,"PIPO",27.5,NA,2,5
"2760",38,"PIPO",29.4,NA,2,6
"2761",38,"PIPO",34.6,NA,3,4
"2762",38,"PIST",6,NA,4,5
"2763",38,"PIST",6,NA,2,5
"2764",38,"PIST",7.1,NA,2,2
"2765",38,"PIST",7.3,NA,2,4
"2766",38,"PIST",9.8,NA,4,6
"2767",38,"PIST",11.6,NA,2,6
"2768",38,"PIST",12,NA,4,6
"2769",38,"PIST",13.2,NA,4,5
"2770",38,"PIST",14.5,NA,2,2
"2771",38,"PIST",15,NA,4,6
"2772",38,"PIST",16.4,NA,2,5
"2773",38,"PIST",20.3,NA,4,6
"2774",38,"PIST",23,NA,2,5
"2775",38,"PIST",30.2,NA,2,2
"2776",38,"PIST",34.3,NA,2,6
"2777",38,"PIST",49.4,NA,3,5
"2778",38,"PSME",6.5,NA,4,5
"2779",38,"PSME",8.3,NA,4,6
"2780",38,"PSME",13,NA,4,2
"2781",38,"PSME",15.4,NA,2,6
"2782",38,"PSME",16.2,NA,2,1
"2783",38,"PSME",18,NA,2,1
"2784",38,"PSME",21.9,NA,2,2
"2785",38,"PSME",22.4,NA,2,1
"2786",38,"PSME",36.5,NA,2,6
"2787",38,"PSME",39.2,NA,2,2
"2788",38,"QUGA",8.6,NA,3,4
"2789",38,"QUGA",8.8,NA,3,4
"2790",38,"QUGA",12.1,NA,2,3
"2791",39,"PIST",10,NA,4,6
"2792",39,"PIST",14,NA,2,5
"2793",39,"PIST",18,NA,4,6
"2794",39,"PSME",6,NA,4,6
"2795",39,"PSME",15.3,NA,2,1
"2796",39,"PSME",20.5,NA,3,6
"2797",39,"QUGA",5,NA,3,3
"2798",39,"QUGA",5.1,NA,2,3
"2799",39,"QUGA",5.4,NA,3,4
"2800",39,"QUGA",6.2,NA,3,4
"2801",39,"QUGA",6.5,NA,2,4
"2802",39,"QUGA",7.4,NA,3,3
"2803",39,"QUGA",8.1,NA,2,1
"2804",39,"QUGA",9.4,NA,2,2
"2805",39,"QUGA",11.8,NA,4,6
"2806",39,"QUGA",15,NA,4,6
"2807",40,"PIED",11.3,NA,4,6
"2808",40,"PIPO",32.3,NA,2,6
"2809",40,"PSME",8.9,NA,2,1
"2810",40,"PSME",37.8,NA,2,2
"2811",40,"PSME",43,NA,4,6
"2812",41,"PIPO",30,NA,4,6
"2813",42,"PSME",8.7,NA,2,6
"2814",42,"PSME",9,NA,2,6
"2815",42,"PSME",11,NA,2,6
"2816",42,"PSME",12,NA,2,6
"2817",42,"PSME",14,NA,2,6
"2818",42,"PSME",17,NA,2,6
"2819",42,"PSME",18,NA,2,6
"2820",42,"PSME",19,NA,2,6
"2821",42,"PSME",33,NA,2,6
"2822",42,"QUGA",5,NA,2,3
"2823",42,"QUGA",6.6,NA,2,2
"2824",42,"QUGA",6.8,NA,2,4
"2825",42,"QUGA",7,NA,2,3
"2826",42,"QUGA",7.4,NA,2,4
"2827",42,"QUGA",8.6,NA,2,3
"2828",42,"QUGA",12,NA,2,3
"2829",43,"PIST",17.6,NA,4,5
"2830",43,"PIST",21.3,NA,2,5
"2831",43,"PIST",35.7,NA,2,5
"2832",43,"PSME",12.5,NA,2,6
"2833",43,"PSME",14,NA,4,6
"2834",43,"PSME",14.3,NA,4,6
"2835",43,"QUGA",5,NA,2,6
"2836",43,"QUGA",5.3,NA,2,6
"2837",43,"QUGA",5.5,NA,3,4
"2838",43,"QUGA",5.5,NA,2,2
"2839",43,"QUGA",6,NA,2,4
"2840",43,"QUGA",6.5,NA,2,4
"2841",43,"QUGA",7,NA,2,6
"2842",43,"QUGA",8,NA,2,3
"2843",43,"QUGA",8.2,NA,3,3
"2844",43,"QUGA",8.4,NA,2,4
"2845",43,"QUGA",10.8,NA,2,5
"2846",43,"QUGA",11,NA,2,4
"2847",43,"QUGA",11.1,NA,2,5
"2848",43,"QUGA",11.6,NA,2,6
"2849",43,"QUGA",11.8,NA,3,4
"2850",43,"QUGA",16,NA,2,5
"2851",44,"PIPO",10.7,NA,2,4
"2852",44,"PIPO",18.5,NA,4,6
"2853",44,"PIST",8,NA,4,6
"2854",44,"PIST",8,NA,4,6
"2855",44,"PIST",16,NA,4,5
"2856",44,"PIST",16.5,NA,4,5
"2857",44,"PIST",44.2,NA,2,5
"2858",44,"PSME",7.8,NA,3,3
"2859",44,"PSME",10,NA,4,6
"2860",44,"PSME",10,NA,2,5
"2861",44,"PSME",12,NA,2,4
"2862",44,"PSME",13.2,NA,4,6
"2863",44,"PSME",15,NA,4,4
"2864",44,"PSME",18.9,NA,4,6
"2865",44,"PSME",25,NA,4,5
"2866",44,"PSME",27,NA,2,3
"2867",44,"PSME",32.2,NA,2,5
"2868",44,"PSME",35,NA,4,6
"2869",44,"PSME",40,NA,4,6
"2870",44,"QUGA",7.6,NA,4,3
"2871",44,"QUGA",10,NA,2,3
"2872",45,"PSME",13,NA,4,6
"2873",45,"PSME",23.7,NA,2,5
"2874",45,"PSME",28.6,NA,2,6
"2875",45,"PSME",36.5,NA,2,6
"2876",45,"PSME",40,NA,3,5
"2877",45,"QUGA",6,NA,4,5
"2878",45,"QUGA",6.2,NA,2,2
"2879",45,"QUGA",10.2,NA,2,2
"2880",45,"QUGA",20.1,NA,2,4
"2881",46,"PIPO",5.7,NA,2,3
"2882",46,"PIPO",20,NA,4,5
"2883",46,"PIPO",30.8,NA,3,3
"2884",46,"PIPO",60,NA,4,6
"2885",46,"PIST",8.2,NA,4,6
"2886",46,"PIST",45,NA,3,6
"2887",46,"PSME",13,NA,4,1
"2888",46,"QUGA",5,NA,3,4
"2889",46,"QUGA",5.6,NA,3,4
"2890",46,"QUGA",5.9,NA,2,3
"2891",46,"QUGA",6,NA,3,3
"2892",46,"QUGA",6.1,NA,3,4
"2893",46,"QUGA",7.9,NA,2,3
"2894",47,"PSME",7,NA,4,4
"2895",47,"PSME",8.5,NA,3,6
"2896",47,"PSME",22,NA,4,6
"2897",47,"PSME",33,NA,4,6
"2898",47,"QUGA",5.8,NA,3,5
"2899",47,"QUGA",5.8,NA,2,4
"2900",47,"QUGA",6,NA,2,5
"2901",47,"QUGA",6,NA,2,4
"2902",47,"QUGA",7,NA,2,4
"2903",47,"QUGA",7,NA,2,4
"2904",47,"QUGA",7.6,NA,2,4
"2905",47,"QUGA",9,NA,3,4
"2906",47,"QUGA",9.1,NA,2,4
"2907",47,"QUGA",9.2,NA,3,4
"2908",47,"QUGA",11.2,NA,3,4
"2909",47,"QUGA",11.3,NA,2,4
"2910",47,"QUGA",14,NA,3,4
"2911",48,"PIST",10,NA,4,6
"2912",48,"PIST",15,NA,4,6
"2913",48,"PIST",18.9,NA,2,6
"2914",48,"PIST",26.5,NA,2,6
"2915",48,"PIST",30,NA,4,6
"2916",48,"PIST",36.1,NA,2,6
"2917",48,"PIST",44.7,NA,2,6
"2918",48,"PSME",30,NA,4,6
"2919",48,"QUGA",5.3,NA,3,3
"2920",48,"QUGA",5.4,NA,2,3
"2921",48,"QUGA",6,NA,3,4
"2922",48,"QUGA",6.2,NA,2,3
"2923",48,"QUGA",6.8,NA,2,4
"2924",48,"QUGA",8.1,NA,2,4
"2925",48,"QUGA",8.9,NA,2,3
"2926",48,"QUGA",13.6,NA,3,3
"2927",49,"QUGA",5.3,NA,3,4
"2928",49,"QUGA",5.3,NA,3,2
"2929",49,"QUGA",5.5,NA,3,4
"2930",49,"QUGA",5.7,NA,3,4
"2931",49,"QUGA",6,NA,2,2
"2932",49,"QUGA",6.3,NA,3,2
"2933",49,"QUGA",6.4,NA,2,2
"2934",49,"QUGA",6.7,NA,2,4
"2935",49,"QUGA",6.7,NA,2,4
"2936",49,"QUGA",6.7,NA,2,2
"2937",49,"QUGA",7,NA,2,3
"2938",49,"QUGA",7.5,NA,3,4
"2939",49,"QUGA",7.5,NA,3,4
"2940",49,"QUGA",7.8,NA,3,4
"2941",49,"QUGA",7.8,NA,3,3
"2942",49,"QUGA",8.3,NA,3,4
"2943",49,"QUGA",8.5,NA,2,4
"2944",50,"PIST",8.3,NA,2,4
"2945",50,"PIST",20,NA,2,6
"2946",50,"PIST",33,NA,4,6
"2947",50,"PIST",45.8,NA,3,6
"2948",50,"PIST",49.7,NA,2,5
"2949",50,"PIST",53.5,NA,3,6
"2950",50,"PSME",5.5,NA,3,4
"2951",50,"PSME",9,NA,4,5
"2952",50,"PSME",11.5,NA,4,6
"2953",50,"PSME",14.7,NA,2,6
"2954",50,"PSME",20,NA,4,6
"2955",50,"PSME",44,NA,2,3
"2956",50,"PSME",70,NA,4,4
"2957",50,"QUGA",5.5,NA,3,4
"2958",50,"QUGA",5.8,NA,3,5
"2959",50,"QUGA",6.7,NA,4,4
"2960",50,"QUGA",8.3,NA,3,4
"2961",51,"PIPO",7.3,NA,2,2
"2962",51,"PIST",36.8,NA,3,5
"2963",51,"PIST",37.6,NA,2,5
"2964",51,"PSME",7.5,NA,2,5
"2965",51,"QUGA",5.7,NA,2,3
"2966",51,"QUGA",6.6,NA,2,3
"2967",51,"QUGA",6.7,NA,2,1
"2968",51,"QUGA",7,NA,4,3
"2969",51,"QUGA",7.5,NA,2,3
