Plot no.,Species,Dbh,Status,Decay Class,Con Class (Fule),per ha conversion,Annual Growth to Subtract,25% Death Date,25% 1922 DBH (dib),25% 1922 DBH (dob),25% 1922 Size bin ,25% 1922 BA (m²),25% 1922 Density (ha-1),50% Death Date,50% 1922 DBH (dib),50% 1922 DBH (dob),50% 1922 Size bin,50% 1922 BA (m²),50% 1922 Density (ha-1),75% Death Date,75% 1922 DBH (dib),75% 1922 DBH (dob),75% 1922 Size bin,75% 1922 BA (m²),75% 1922 Density (ha-1)
30,PIST,20,2,6,7,25,0.136585366,1922,8.8,10.15056,1,0.00809228,25,1976,16.17560976,18.4495961,2,0.026734042,25,1990,18.08780488,20.60119805,2,0.033333111,25
30,PSME,5.1,2,2,3,25,0.190243902,2004,5.1,5.1,1,0.002042825,25,2004,5.1,5.1,1,0.002042825,25,2004,5.1,5.1,1,0.002042825,25
30,PSME,5.5,2,2,3,25,0.190243902,2004,5.5,5.5,1,0.002375835,25,2004,5.5,5.5,1,0.002375835,25,2004,5.5,5.5,1,0.002375835,25
30,PSME,6,2,5,6,25,0.190243902,1947,-4.843902439,-5.968044878,sap,0,0,1963,-1.8,-2.38872,sap,0,0,1985,2.385365854,2.532851707,sap,0.000503861,0
30,PSME,6,4,2,3,25,0.190243902,2004,6,6,1,0.00282744,25,2004,6,6,1,0.00282744,25,2004,6,6,1,0.00282744,25
30,PSME,7.5,2,4,5,25,0.190243902,1986,4.075609756,4.075609756,sap,0.001304596,0,1995,5.787804878,5.787804878,1,0.002630987,25,1998,6.358536585,6.358536585,1,0.00317545,25
30,PSME,9,2,3,4,25,0.190243902,1996,7.47804878,7.47804878,1,0.004392052,25,2000,8.23902439,8.23902439,1,0.005331415,25,2002,8.619512195,8.619512195,1,0.005835207,25
30,PSME,22,2,6,7,25,0.190243902,1908,3.736585366,4.121750732,0,0.001334303,0,1956,12.86829268,14.85972537,1,0.01734253,25,1982,17.81463415,20.67612829,2,0.033576029,25
30,PSME,49.2,2,6,7,25,0.190243902,1908,30.93658537,36.10623073,0,0.102389448,0,1956,40.06829268,46.84420537,5,0.172346572,25,1982,45.01463415,52.66060829,5,0.217802389,25
30,QUGA,5.9,3,4,5,25,0.075609756,1986,4.53902439,4.53902439,sap,0.001618139,0,1995,5.219512195,5.219512195,1,0.002139689,25,1998,5.446341463,5.446341463,1,0.002329703,25
30,QUGA,6.5,2,4,5,25,0.075609756,1986,5.13902439,5.13902439,1,0.002074208,25,1995,5.819512195,5.819512195,1,0.002659892,25,1998,6.046341463,6.046341463,1,0.002871285,25
30,QUGA,7.1,2,4,5,25,0.075609756,1986,5.73902439,5.73902439,1,0.002586825,25,1995,6.419512195,6.419512195,1,0.003236644,25,1998,6.646341463,6.646341463,1,0.003469415,25
30,QUGA,7.1,4,4,5,25,0.075609756,1986,5.73902439,5.73902439,1,0.002586825,25,1995,6.419512195,6.419512195,1,0.003236644,25,1998,6.646341463,6.646341463,1,0.003469415,25
31,PIPO,5.4,2,3,4,25,0.207317073,1996,3.741463415,3.741463415,sap,0.001099446,0,2000,4.570731707,4.570731707,sap,0.001640825,0,2002,4.985365854,4.985365854,sap,0.001952023,0
31,PIPO,35,2,4,5,25,0.207317073,1986,31.26829268,31.26829268,3,0.076789039,25,1995,33.13414634,33.13414634,3,0.08622684,25,1998,33.75609756,33.75609756,3,0.089494298,25
31,PIST,9,4,5,6,25,0.136585366,1954,2.170731707,2.691307317,sap,0.000568876,0,1976,5.175609756,6.072396098,1,0.002896084,25,1990,7.087804878,8.223998049,1,0.005311986,25
31,PSME,5,4,3,4,25,0.190243902,1996,3.47804878,3.47804878,sap,0.000950085,0,2000,4.23902439,4.23902439,sap,0.001411311,0,2002,4.619512195,4.619512195,sap,0.001676035,0
31,PSME,5.5,2,3,4,25,0.190243902,1996,3.97804878,3.97804878,sap,0.001242885,0,2000,4.73902439,4.73902439,sap,0.001763879,0,2002,5.119512195,5.119512195,1,0.002058487,25
31,PSME,5.6,2,1,3,25,0.190243902,2004,5.6,5.6,1,0.002463014,25,2004,5.6,5.6,1,0.002463014,25,2004,5.6,5.6,1,0.002463014,25
31,PSME,6.2,2,3,4,25,0.190243902,1996,4.67804878,4.67804878,sap,0.00171878,0,2000,5.43902439,5.43902439,1,0.002323448,25,2002,5.819512195,5.819512195,1,0.002659892,25
31,PSME,6.5,4,3,4,25,0.190243902,1996,4.97804878,4.97804878,sap,0.001946297,0,2000,5.73902439,5.73902439,1,0.002586825,25,2002,6.119512195,6.119512195,1,0.0029412,25
31,PSME,7,4,4,5,25,0.190243902,1986,3.575609756,3.575609756,sap,0.001004133,0,1995,5.287804878,5.287804878,1,0.002196048,25,1998,5.858536585,5.858536585,1,0.002695685,25
31,PSME,8.3,2,2,3,25,0.190243902,2004,8.3,8.3,1,0.005410621,25,2004,8.3,8.3,1,0.005410621,25,2004,8.3,8.3,1,0.005410621,25
31,PSME,9,4,3,4,25,0.190243902,1996,7.47804878,7.47804878,1,0.004392052,25,2000,8.23902439,8.23902439,1,0.005331415,25,2002,8.619512195,8.619512195,1,0.005835207,25
31,PSME,10,4,6,8,25,0.190243902,1908,-8.263414634,-9.989049268,0,0,0,1953,0.297560976,0.077801951,sap,4.75414E-07,0,1980,5.434146341,6.117912683,1,0.002939662,25
31,PSME,17.5,2,4,5,25,0.190243902,1986,14.07560976,14.07560976,1,0.015560564,25,1995,15.78780488,15.78780488,1,0.019576471,25,1998,16.35853659,16.35853659,2,0.021017439,25
31,QUGA,5,4,5,6,25,0.075609756,1969,2.353658537,2.353658537,sap,0.000435089,0,1956,1.370731707,1.370731707,sap,0.000147569,0,1982,3.336585366,3.336585366,sap,0.00087437,0
31,QUGA,5.1,2,4,5,25,0.075609756,1986,3.73902439,3.73902439,sap,0.001098013,0,1995,4.419512195,4.419512195,sap,0.00153405,0,1998,4.646341463,4.646341463,sap,0.00169556,0
31,QUGA,5.3,2,4,5,25,0.075609756,1986,3.93902439,3.93902439,sap,0.00121862,0,1995,4.619512195,4.619512195,sap,0.001676035,0,1998,4.846341463,4.846341463,sap,0.001844671,0
31,QUGA,5.3,4,4,5,25,0.075609756,1986,3.93902439,3.93902439,sap,0.00121862,0,1995,4.619512195,4.619512195,sap,0.001676035,0,1998,4.846341463,4.846341463,sap,0.001844671,0
31,QUGA,5.5,2,4,5,25,0.075609756,1986,4.13902439,4.13902439,sap,0.00134551,0,1995,4.819512195,4.819512195,sap,0.001824303,0,1998,5.046341463,5.046341463,1,0.002000065,25
31,QUGA,5.5,2,1,3,25,0.075609756,2004,5.5,5.5,1,0.002375835,25,2004,5.5,5.5,1,0.002375835,25,2004,5.5,5.5,1,0.002375835,25
31,QUGA,5.8,4,4,5,25,0.075609756,1986,4.43902439,4.43902439,sap,0.001547626,0,1995,5.119512195,5.119512195,1,0.002058487,25,1998,5.346341463,5.346341463,1,0.002244938,25
31,QUGA,5.9,2,4,5,25,0.075609756,1986,4.53902439,4.53902439,sap,0.001618139,0,1995,5.219512195,5.219512195,1,0.002139689,25,1998,5.446341463,5.446341463,1,0.002329703,25
31,QUGA,5.9,4,4,5,25,0.075609756,1986,4.53902439,4.53902439,sap,0.001618139,0,1995,5.219512195,5.219512195,1,0.002139689,25,1998,5.446341463,5.446341463,1,0.002329703,25
31,QUGA,6,2,4,5,25,0.075609756,1986,4.63902439,4.63902439,sap,0.001690224,0,1995,5.319512195,5.319512195,1,0.002222463,25,1998,5.546341463,5.546341463,1,0.00241604,25
31,QUGA,6,2,4,5,25,0.075609756,1986,4.63902439,4.63902439,sap,0.001690224,0,1995,5.319512195,5.319512195,1,0.002222463,25,1998,5.546341463,5.546341463,1,0.00241604,25
31,QUGA,6.1,4,4,5,25,0.075609756,1986,4.73902439,4.73902439,sap,0.001763879,0,1995,5.419512195,5.419512195,1,0.002306807,25,1998,5.646341463,5.646341463,1,0.002503947,25
31,QUGA,6.1,2,2,3,25,0.075609756,2004,6.1,6.1,1,0.002922473,25,2004,6.1,6.1,1,0.002922473,25,2004,6.1,6.1,1,0.002922473,25
31,QUGA,6.2,2,4,5,25,0.075609756,1986,4.83902439,4.83902439,sap,0.001839105,0,1995,5.519512195,5.519512195,1,0.002392722,25,1998,5.746341463,5.746341463,1,0.002593425,25
31,QUGA,6.2,2,4,5,25,0.075609756,1986,4.83902439,4.83902439,sap,0.001839105,0,1995,5.519512195,5.519512195,1,0.002392722,25,1998,5.746341463,5.746341463,1,0.002593425,25
31,QUGA,6.5,2,4,5,25,0.075609756,1986,5.13902439,5.13902439,1,0.002074208,25,1995,5.819512195,5.819512195,1,0.002659892,25,1998,6.046341463,6.046341463,1,0.002871285,25
31,QUGA,6.5,2,4,5,25,0.075609756,1986,5.13902439,5.13902439,1,0.002074208,25,1995,5.819512195,5.819512195,1,0.002659892,25,1998,6.046341463,6.046341463,1,0.002871285,25
31,QUGA,6.7,2,4,5,25,0.075609756,1986,5.33902439,5.33902439,1,0.002238797,25,1995,6.019512195,6.019512195,1,0.00284586,25,1998,6.246341463,6.246341463,1,0.003064378,25
31,QUGA,6.9,2,4,5,25,0.075609756,1986,5.53902439,5.53902439,1,0.002409669,25,1995,6.219512195,6.219512195,1,0.00303811,25,1998,6.446341463,6.446341463,1,0.003263755,25
31,QUGA,7,2,4,5,25,0.075609756,1986,5.63902439,5.63902439,1,0.002497462,25,1995,6.319512195,6.319512195,1,0.003136592,25,1998,6.546341463,6.546341463,1,0.003365799,25
31,QUGA,7.1,2,4,5,25,0.075609756,1986,5.73902439,5.73902439,1,0.002586825,25,1995,6.419512195,6.419512195,1,0.003236644,25,1998,6.646341463,6.646341463,1,0.003469415,25
31,QUGA,7.2,2,4,5,25,0.075609756,1986,5.83902439,5.83902439,1,0.002677759,25,1995,6.519512195,6.519512195,1,0.003338267,25,1998,6.746341463,6.746341463,1,0.003574601,25
31,QUGA,7.2,2,4,5,25,0.075609756,1986,5.83902439,5.83902439,1,0.002677759,25,1995,6.519512195,6.519512195,1,0.003338267,25,1998,6.746341463,6.746341463,1,0.003574601,25
31,QUGA,7.2,2,4,5,25,0.075609756,1986,5.83902439,5.83902439,1,0.002677759,25,1995,6.519512195,6.519512195,1,0.003338267,25,1998,6.746341463,6.746341463,1,0.003574601,25
31,QUGA,7.5,2,5,6,25,0.075609756,1969,4.853658537,4.853658537,sap,0.001850245,0,1963,4.4,4.4,sap,0.001520534,0,1985,6.063414634,6.063414634,1,0.002887523,25
31,QUGA,7.5,2,4,5,25,0.075609756,1986,6.13902439,6.13902439,1,0.002959986,25,1995,6.819512195,6.819512195,1,0.003652561,25,1998,7.046341463,7.046341463,1,0.003899584,25
31,QUGA,7.5,2,4,5,25,0.075609756,1986,6.13902439,6.13902439,1,0.002959986,25,1995,6.819512195,6.819512195,1,0.003652561,25,1998,7.046341463,7.046341463,1,0.003899584,25
31,QUGA,7.7,2,4,5,25,0.075609756,1986,6.33902439,6.33902439,1,0.003155991,25,1995,7.019512195,7.019512195,1,0.003869945,25,1998,7.246341463,7.246341463,1,0.004124093,25
31,QUGA,7.7,2,4,5,25,0.075609756,1986,6.33902439,6.33902439,1,0.003155991,25,1995,7.019512195,7.019512195,1,0.003869945,25,1998,7.246341463,7.246341463,1,0.004124093,25
31,QUGA,7.7,2,4,5,25,0.075609756,1986,6.33902439,6.33902439,1,0.003155991,25,1995,7.019512195,7.019512195,1,0.003869945,25,1998,7.246341463,7.246341463,1,0.004124093,25
31,QUGA,7.8,3,4,5,25,0.075609756,1986,6.43902439,6.43902439,1,0.00325635,25,1995,7.119512195,7.119512195,1,0.003980993,25,1998,7.346341463,7.346341463,1,0.004238704,25
31,QUGA,8,2,3,4,25,0.075609756,1996,7.395121951,7.395121951,1,0.004295182,25,2000,7.697560976,7.697560976,1,0.004653687,25,2002,7.848780488,7.848780488,1,0.004838328,25
31,QUGA,8.1,2,4,5,25,0.075609756,1986,6.73902439,6.73902439,1,0.003566851,25,1995,7.419512195,7.419512195,1,0.004323561,25,1998,7.646341463,7.646341463,1,0.004591962,25
31,QUGA,8.6,2,4,5,25,0.075609756,1986,7.23902439,7.23902439,1,0.004115769,25,1995,7.919512195,7.919512195,1,0.004925925,25,1998,8.146341463,8.146341463,1,0.005212141,25
31,QUGA,9,2,4,5,25,0.075609756,1986,7.63902439,7.63902439,1,0.004583178,25,1995,8.319512195,8.319512195,1,0.00543609,25,1998,8.546341463,8.546341463,1,0.005736558,25
32,PIPO,6.5,2,3,4,25,0.207317073,1996,4.841463415,4.841463415,sap,0.001840959,0,2000,5.670731707,5.670731707,1,0.002525626,25,2002,6.085365854,6.085365854,1,0.002908468,25
32,PIPO,14,4,3,4,25,0.207317073,1996,12.34146341,12.34146341,1,0.011962562,25,2000,13.17073171,13.17073171,1,0.01362419,25,2002,13.58536585,13.58536585,1,0.014495512,25
32,PIPO,33,4,6,8,25,0.207317073,1901,11.64634146,13.56095,0,0.014443456,0,1979,27.81707317,31.39565,3,0.077415844,25,1991,30.30487805,34.13945,3,0.091538531,25
32,PIPO,48,4,6,8,25,0.207317073,1901,26.64634146,30.10445,0,0.071179067,0,1979,42.81707317,47.93915,5,0.180497652,25,1991,45.30487805,50.68295,5,0.201750522,25
32,PSME,7.6,2,6,7,25,0.190243902,1908,-10.66341463,-12.81120927,0,0,0,1956,-1.531707317,-2.073234634,sap,0,0,1982,3.414634146,3.743168293,sap,0.001100448,0
32,PSME,8,4,5,6,25,0.190243902,1947,-2.843902439,-3.616244878,sap,0,0,1956,-1.131707317,-1.602874634,sap,0,0,1982,3.814634146,4.213528293,sap,0.001394385,0
32,PSME,11,4,4,5,25,0.190243902,1986,7.575609756,7.575609756,1,0.0045074,25,1995,9.287804878,9.287804878,1,0.006775121,25,1998,9.858536585,9.858536585,1,0.007633361,25
32,PSME,15,4,6,8,25,0.190243902,1908,-3.263414634,-4.109549268,0,0,0,1953,5.297560976,5.957301951,1,0.002787341,25,1980,10.43414634,11.99741268,1,0.011304884,25
32,QUGA,6,3,4,5,25,0.075609756,1986,4.63902439,4.63902439,sap,0.001690224,0,1995,5.319512195,5.319512195,1,0.002222463,25,1998,5.546341463,5.546341463,1,0.00241604,25
32,QUGA,8.2,2,3,4,25,0.075609756,1996,7.595121951,7.595121951,1,0.004530649,25,2000,7.897560976,7.897560976,1,0.004898655,25,2002,8.048780488,8.048780488,1,0.005088046,25
32,QUGA,8.5,3,4,5,25,0.075609756,1986,7.13902439,7.13902439,1,0.004002844,25,1995,7.819512195,7.819512195,1,0.00480231,25,1998,8.046341463,8.046341463,1,0.005084963,25
32,QUGA,9.2,2,3,4,25,0.075609756,1996,8.595121951,8.595121951,1,0.005802231,25,2000,8.897560976,8.897560976,1,0.006217744,25,2002,9.048780488,9.048780488,1,0.006430889,25
32,QUGA,16.3,3,4,5,25,0.075609756,1986,14.93902439,14.93902439,1,0.017528121,25,1995,15.6195122,15.6195122,1,0.019161338,25,1998,15.84634146,15.84634146,1,0.019721907,25
33,QUGA,6.5,3,4,5,25,0.075609756,1986,5.13902439,5.13902439,1,0.002074208,25,1995,5.819512195,5.819512195,1,0.002659892,25,1998,6.046341463,6.046341463,1,0.002871285,25
33,QUGA,6.9,3,4,5,25,0.075609756,1986,5.53902439,5.53902439,1,0.002409669,25,1995,6.219512195,6.219512195,1,0.00303811,25,1998,6.446341463,6.446341463,1,0.003263755,25
33,QUGA,7,4,6,8,25,0.075609756,1952,3.068292683,3.068292683,sap,0.000739409,0,1978,5.034146341,5.034146341,1,0.00199041,25,1991,6.017073171,6.017073171,1,0.002843554,25
33,QUGA,8.2,3,4,5,25,0.075609756,1986,6.83902439,6.83902439,1,0.003673493,25,1995,7.519512195,7.519512195,1,0.004440892,25,1998,7.746341463,7.746341463,1,0.004712856,25
33,QUGA,9,4,5,6,25,0.075609756,1969,6.353658537,6.353658537,1,0.003170579,25,1956,5.370731707,5.370731707,1,0.002265467,25,1982,7.336585366,7.336585366,1,0.004227454,25
33,QUGA,9.7,2,6,7,25,0.075609756,1952,5.768292683,5.768292683,1,0.002613277,25,1956,6.070731707,6.070731707,1,0.002894496,25,1982,8.036585366,8.036585366,1,0.00507264,25
33,QUGA,11.7,3,6,7,25,0.075609756,1952,7.768292683,7.768292683,1,0.004739604,25,1956,8.070731707,8.070731707,1,0.005115837,25,1982,10.03658537,10.03658537,1,0.007911573,25
33,QUGA,16.8,3,5,6,25,0.075609756,1969,14.15365854,14.15365854,1,0.015733608,25,1956,13.17073171,13.17073171,1,0.01362419,25,1982,15.13658537,15.13658537,1,0.017994788,25
33,QUGA,17.1,3,5,6,25,0.075609756,1969,14.45365854,14.45365854,1,0.016407654,25,1956,13.47073171,13.47073171,1,0.014251917,25,1982,15.43658537,15.43658537,1,0.018715153,25
33,QUGA,17.1,2,3,4,25,0.075609756,1996,16.49512195,16.49512195,2,0.021369874,25,2000,16.79756098,16.79756098,2,0.022160694,25,2002,16.94878049,16.94878049,2,0.022561492,25
34,PIPO,11.3,2,2,3,25,0.207317073,2004,11.3,11.3,1,0.010028773,25,2004,11.3,11.3,1,0.010028773,25,2004,11.3,11.3,1,0.010028773,25
34,PSME,11,4,6,8,25,0.190243902,1908,-7.263414634,-8.813149268,0,0,0,1953,1.297560976,1.253701951,sap,0.000123447,0,1980,6.434146341,7.293812683,1,0.004178305,25
34,PSME,11.2,2,3,4,25,0.190243902,1996,9.67804878,9.67804878,1,0.00735642,25,2000,10.43902439,10.43902439,1,0.008558758,25,2002,10.8195122,10.8195122,1,0.009194037,25
34,QUGA,5,3,5,6,25,0.075609756,1969,2.353658537,2.353658537,sap,0.000435089,0,1956,1.370731707,1.370731707,sap,0.000147569,0,1982,3.336585366,3.336585366,sap,0.00087437,0
34,QUGA,5.2,3,6,7,25,0.075609756,1952,1.268292683,1.268292683,sap,0.000126337,0,1956,1.570731707,1.570731707,sap,0.000193774,0,1982,3.536585366,3.536585366,sap,0.000982334,0
34,QUGA,5.4,3,4,5,25,0.075609756,1986,4.03902439,4.03902439,sap,0.001281279,0,1995,4.719512195,4.719512195,sap,0.001749384,0,1998,4.946341463,4.946341463,sap,0.001921583,0
34,QUGA,6,4,6,8,25,0.075609756,1952,2.068292683,2.068292683,sap,0.000335981,0,1978,4.034146341,4.034146341,sap,0.001278186,0,1991,5.017073171,5.017073171,1,0.001976932,25
34,QUGA,6,3,3,4,25,0.075609756,1996,5.395121951,5.395121951,1,0.002286091,25,2000,5.697560976,5.697560976,1,0.002549581,25,2002,5.848780488,5.848780488,1,0.002686715,25
34,QUGA,6.1,3,5,6,25,0.075609756,1969,3.453658537,3.453658537,sap,0.000936806,0,1956,2.470731707,2.470731707,sap,0.000479449,0,1982,4.436585366,4.436585366,sap,0.001545926,0
34,QUGA,6.5,4,5,6,25,0.075609756,1969,3.853658537,3.853658537,sap,0.001166373,0,1956,2.870731707,2.870731707,sap,0.000647256,0,1982,4.836585366,4.836585366,sap,0.001837252,0
34,QUGA,6.6,3,5,6,25,0.075609756,1969,3.953658537,3.953658537,sap,0.001227691,0,1956,2.970731707,2.970731707,sap,0.000693135,0,1982,4.936585366,4.936585366,sap,0.00191401,0
34,QUGA,7.5,4,4,5,25,0.075609756,1986,6.13902439,6.13902439,1,0.002959986,25,1995,6.819512195,6.819512195,1,0.003652561,25,1998,7.046341463,7.046341463,1,0.003899584,25
34,QUGA,8,3,4,5,25,0.075609756,1986,6.63902439,6.63902439,1,0.00346178,25,1995,7.319512195,7.319512195,1,0.004207801,25,1998,7.546341463,7.546341463,1,0.004472639,25
34,QUGA,8.5,4,4,5,25,0.075609756,1986,7.13902439,7.13902439,1,0.004002844,25,1995,7.819512195,7.819512195,1,0.00480231,25,1998,8.046341463,8.046341463,1,0.005084963,25
34,QUGA,10,4,6,8,25,0.075609756,1952,6.068292683,6.068292683,1,0.002892171,25,1978,8.034146341,8.034146341,1,0.005069561,25,1991,9.017073171,9.017073171,1,0.0063859,25
34,QUGA,19,2,4,5,25,0.075609756,1986,17.63902439,17.63902439,2,0.024436557,25,1995,18.3195122,18.3195122,2,0.02635838,25,1998,18.54634146,18.54634146,2,0.027015151,25
35,PIPO,28,4,5,6,25,0.207317073,1944,15.56097561,17.8784,2,0.025104305,25,1979,22.81707317,25.88115,2,0.052608756,25,1991,25.30487805,28.62495,3,0.064354715,25
35,PSME,8.5,4,6,8,25,0.190243902,1908,-9.763414634,-11.75289927,0,0,0,1953,-1.202439024,-1.686048049,sap,0,0,1980,3.934146341,4.354062683,sap,0.00148895,0
35,PSME,25,4,6,8,25,0.190243902,1908,6.736585366,7.649450732,0,0.004595697,0,1953,15.29756098,17.71630195,2,0.024651142,25,1980,20.43414634,23.75641268,2,0.044325395,25
35,PSME,28.6,3,4,5,25,0.190243902,1986,25.17560976,25.17560976,2,0.049779542,25,1995,26.88780488,26.88780488,3,0.056780811,25,1998,27.45853659,27.45853659,3,0.059216901,25
35,PSME,33,4,6,8,25,0.190243902,1908,14.73658537,17.05665073,0,0.02284959,0,1953,23.29756098,27.12350195,3,0.057780649,25,1980,28.43414634,33.16361268,3,0.086380272,25
35,PSME,35,4,2,3,25,0.190243902,2004,35,35,3,0.0962115,25,2004,35,35,3,0.0962115,25,2004,35,35,3,0.0962115,25
35,QUGA,5.3,3,5,6,25,0.075609756,1969,2.653658537,2.653658537,sap,0.000553071,0,1956,1.670731707,1.670731707,sap,0.000219232,0,1982,3.636585366,3.636585366,sap,0.001038672,0
35,QUGA,15.9,2,4,5,25,0.075609756,1986,14.53902439,14.53902439,1,0.016602039,25,1995,15.2195122,15.2195122,1,0.018192499,25,1998,15.44634146,15.44634146,1,0.018738817,25
36,PIED,38,4,6,8,25,0.102439024,1934,30.82926829,34.93789268,3,0.095870349,25,1974,34.92682927,39.54846829,4,0.122842949,25,1989,36.46341463,41.27743415,4,0.133818539,25
37,PIST,7.5,3,4,5,25,0.136585366,1986,5.041463415,5.041463415,1,0.0019962,25,1995,6.270731707,6.270731707,1,0.003088356,25,1998,6.680487805,6.680487805,1,0.003505155,25
37,PIST,22.1,2,5,6,25,0.136585366,1954,15.27073171,17.43142732,2,0.023864745,25,1979,18.68536585,21.27357366,2,0.03554445,25,1991,20.32439024,23.1178039,2,0.041974357,25
37,PIST,55,2,6,7,25,0.136585366,1922,43.8,49.53256,5,0.192695887,25,1976,51.17560976,57.8315961,6,0.26267652,25,1990,53.08780488,59.98319805,6,0.282585667,25
37,PSME,8.2,2,6,7,25,0.190243902,1908,-10.06341463,-12.10566927,0,0,0,1956,-0.931707317,-1.367694634,sap,0,0,1982,4.014634146,4.448708293,sap,0.001554386,0
37,PSME,10.3,2,6,7,25,0.190243902,1908,-7.963414634,-9.636279268,0,0,0,1956,1.168292683,1.101695366,sap,9.53266E-05,0,1982,6.114634146,6.918098293,1,0.003758931,25
37,PSME,13.5,2,6,7,25,0.190243902,1908,-4.763414634,-5.873399268,0,0,0,1956,4.368292683,4.864575366,sap,0.001858578,0,1982,9.314634146,10.68097829,1,0.008960102,25
37,PSME,14.4,2,1,3,25,0.190243902,2004,14.4,14.4,1,0.016286054,25,2004,14.4,14.4,1,0.016286054,25,2004,14.4,14.4,1,0.016286054,25
37,PSME,14.6,2,6,7,25,0.190243902,1908,-3.663414634,-4.579909268,0,0,0,1956,5.468292683,6.158065366,1,0.002978376,25,1982,10.41463415,11.97446829,1,0.011261685,25
37,PSME,16.1,2,6,7,25,0.190243902,1908,-2.163414634,-2.816059268,0,0,0,1956,6.968292683,7.921915366,1,0.004928915,25,1982,11.91463415,13.73831829,1,0.014823749,25
37,PSME,20.5,2,6,7,25,0.190243902,1908,2.236585366,2.357900732,0,0.000436659,0,1956,11.36829268,13.09587537,1,0.013469763,25,1982,16.31463415,18.91227829,2,0.028091737,25
37,PSME,23.2,2,2,3,25,0.190243902,2004,23.2,23.2,2,0.04227337,25,2004,23.2,23.2,2,0.04227337,25,2004,23.2,23.2,2,0.04227337,25
37,PSME,25.5,2,6,7,25,0.190243902,1908,7.236585366,8.237400732,0,0.005329314,0,1956,16.36829268,18.97537537,2,0.028279495,25,1982,21.31463415,24.79177829,2,0.048273219,25
37,PSME,55,2,6,7,25,0.190243902,1908,36.73658537,42.92645073,0,0.144724101,0,1956,45.86829268,53.66442537,5,0.226185033,25,1982,50.81463415,59.48082829,6,0.27787208,25
37,QUGA,5.5,2,3,4,25,0.075609756,1996,4.895121951,4.895121951,sap,0.001881993,0,2000,5.197560976,5.197560976,1,0.00212173,25,2002,5.348780488,5.348780488,1,0.002246986,25
37,QUGA,5.9,2,4,5,25,0.075609756,1986,4.53902439,4.53902439,sap,0.001618139,0,1995,5.219512195,5.219512195,1,0.002139689,25,1998,5.446341463,5.446341463,1,0.002329703,25
37,QUGA,8.2,3,6,7,25,0.075609756,1952,4.268292683,4.268292683,sap,0.001430867,0,1956,4.570731707,4.570731707,sap,0.001640825,0,1982,6.536585366,6.536585366,1,0.003355775,25
37,QUGA,8.7,2,3,4,25,0.075609756,1996,8.095121951,8.095121951,1,0.005146805,25,2000,8.397560976,8.397560976,1,0.005538565,25,2002,8.548780488,8.548780488,1,0.005739833,25
37,QUGA,9.5,3,5,6,25,0.075609756,1969,6.853658537,6.853658537,1,0.003689231,25,1956,5.870731707,5.870731707,1,0.00270692,25,1982,7.836585366,7.836585366,1,0.004823304,25
38,PIPO,27.5,2,5,6,25,0.207317073,1944,15.06097561,17.32695,2,0.02357953,25,1974,21.2804878,24.18645,2,0.045944672,25,1989,24.3902439,27.6162,3,0.059898885,25
38,PIPO,29.4,2,6,7,25,0.207317073,1901,8.046341463,9.59051,0,0.007223943,0,1979,24.21707317,27.42521,3,0.059073244,25,1991,26.70487805,30.16901,3,0.071484686,25
38,PIPO,34.6,3,4,5,25,0.207317073,1986,30.86829268,30.86829268,3,0.074836956,25,1995,32.73414634,32.73414634,3,0.084157521,25,1998,33.35609756,33.35609756,3,0.087385901,25
38,PIST,6,4,5,6,25,0.136585366,1954,-0.829268293,-0.684292683,sap,0,0,1976,2.175609756,2.696796098,sap,0.000571199,0,1990,4.087804878,4.848398049,sap,0.001846237,0
38,PIST,6,2,5,6,25,0.136585366,1954,-0.829268293,-0.684292683,sap,0,0,1979,2.585365854,3.157853659,sap,0.000783204,0,1991,4.224390244,5.002083902,1,0.001965137,25
38,PIST,7.1,2,2,3,25,0.136585366,2004,7.1,7.1,1,0.003959201,25,2004,7.1,7.1,1,0.003959201,25,2004,7.1,7.1,1,0.003959201,25
38,PIST,7.3,2,4,5,25,0.136585366,1986,4.841463415,4.841463415,sap,0.001840959,0,1995,6.070731707,6.070731707,1,0.002894496,25,1998,6.480487805,6.480487805,1,0.003298423,25
38,PIST,9.8,4,6,8,25,0.136585366,1922,-1.4,-1.32648,sap,0,0,1987,7.47804878,8.663100488,1,0.005894373,25,1995,8.570731707,9.892587317,1,0.007686182,25
38,PIST,11.6,2,6,7,25,0.136585366,1922,0.4,0.69888,sap,3.83615E-05,0,1976,7.775609756,8.997916098,1,0.006358794,25,1990,9.687804878,11.14951805,1,0.009763445,25
38,PIST,12,4,6,8,25,0.136585366,1922,0.8,1.14896,sap,0.000103681,0,1987,9.67804878,11.13854049,1,0.009744229,25,1995,10.77073171,12.36802732,1,0.012014115,25
38,PIST,13.2,4,5,6,25,0.136585366,1954,6.370731707,7.417147317,1,0.004320805,25,1976,9.375609756,10.7982361,1,0.009157913,25,1990,11.28780488,12.94983805,1,0.013171025,25
38,PIST,14.5,2,2,3,25,0.136585366,2004,14.5,14.5,1,0.016513035,25,2004,14.5,14.5,1,0.016513035,25,2004,14.5,14.5,1,0.016513035,25
38,PIST,15,4,6,8,25,0.136585366,1922,3.8,4.52456,sap,0.001607843,0,1987,12.67804878,14.51414049,1,0.016545258,25,1995,13.77073171,15.74362732,1,0.019467066,25
