Plot no.,Species,Dbh,Status,Decay Class,Con Class (Fule),per ha conversion,Annual Growth to Subtract,25% Death Date,25% 1922 DBH (dib),25% 1922 DBH (dob),25% 1922 Size bin ,25% 1922 BA (m²),25% 1922 Density (ha-1),50% Death Date,50% 1922 DBH (dib),50% 1922 DBH (dob),50% 1922 Size bin,50% 1922 BA (m²),50% 1922 Density (ha-1),75% Death Date,75% 1922 DBH (dib),75% 1922 DBH (dob),75% 1922 Size bin,75% 1922 BA (m²),75% 1922 Density (ha-1)
1,QUGA,6.4,3,5,6,25,0.075609756,1969,3.753658537,3.753658537,sap,0.001106625,0,1956,2.770731707,2.770731707,sap,0.000602948,0,1982,4.736585366,4.736585366,sap,0.001762064,0
1,QUGA,7,3,6,7,25,0.075609756,1952,3.068292683,3.068292683,sap,0.000739409,0,1956,3.370731707,3.370731707,sap,0.000892358,0,1982,5.336585366,5.336585366,1,0.002236752,25
1,QUGA,7.1,4,5,6,25,0.075609756,1969,4.453658537,4.453658537,sap,0.001557847,0,1956,3.470731707,3.470731707,sap,0.000946091,0,1982,5.436585366,5.436585366,1,0.002321364,25
1,QUGA,8,3,5,6,25,0.075609756,1969,5.353658537,5.353658537,1,0.002251087,25,1956,4.370731707,4.370731707,sap,0.001500373,0,1982,6.336585366,6.336585366,1,0.003153563,25
1,QUGA,10.2,4,5,6,25,0.075609756,1969,7.553658537,7.553658537,1,0.004481316,25,1956,6.570731707,6.570731707,1,0.003390926,25,1982,8.536585366,8.536585366,1,0.005723468,25
1,QUGA,10.9,3,4,5,25,0.075609756,1986,9.53902439,9.53902439,1,0.007146589,25,1995,10.2195122,10.2195122,1,0.008202594,25,1998,10.44634146,10.44634146,1,0.00857076,25
1,QUGA,11.2,3,4,5,25,0.075609756,1986,9.83902439,9.83902439,1,0.007603175,25,1995,10.5195122,10.5195122,1,0.008691247,25,1998,10.74634146,10.74634146,1,0.009070102,25
1,QUGA,11.9,3,5,6,25,0.075609756,1969,9.253658537,9.253658537,1,0.006725396,25,1956,8.270731707,8.270731707,1,0.005372529,25,1982,10.23658537,10.23658537,1,0.008230024,25
1,QUGA,12,3,4,5,25,0.075609756,1986,10.63902439,10.63902439,1,0.008889851,25,1995,11.3195122,11.3195122,1,0.010063437,25,1998,11.54634146,11.54634146,1,0.010470796,25
2,PIPO,32.1,2,2,3,25,0.207317073,2004,32.1,32.1,3,0.080928401,25,2004,32.1,32.1,3,0.080928401,25,2004,32.1,32.1,3,0.080928401,25
2,PIST,6.9,2,3,4,25,0.136585366,1996,5.807317073,5.807317073,1,0.002648756,25,2000,6.353658537,6.353658537,1,0.003170579,25,2002,6.626829268,6.626829268,1,0.003449074,25
2,PIST,18.5,2,1,3,25,0.136585366,2004,18.5,18.5,2,0.026880315,25,2004,18.5,18.5,2,0.026880315,25,2004,18.5,18.5,2,0.026880315,25
2,PIST,50,4,5,6,25,0.136585366,1954,43.17073171,48.82450732,5,0.187226206,25,1976,46.17560976,52.2055961,5,0.214054822,25,1990,48.08780488,54.35719805,5,0.232062529,25
2,PIST,53.1,2,5,6,25,0.136585366,1954,46.27073171,52.31262732,5,0.214933426,25,1979,49.68536585,56.15477366,6,0.247664785,25,1991,51.32439024,57.9990039,6,0.264199485,25
2,PSME,6.2,2,2,3,25,0.190243902,2004,6.2,6.2,1,0.003019078,25,2004,6.2,6.2,1,0.003019078,25,2004,6.2,6.2,1,0.003019078,25
2,PSME,9.7,2,2,3,25,0.190243902,2004,9.7,9.7,1,0.007389829,25,2004,9.7,9.7,1,0.007389829,25,2004,9.7,9.7,1,0.007389829,25
2,QUGA,5,2,5,6,25,0.075609756,1969,2.353658537,2.353658537,sap,0.000435089,0,1963,1.9,1.9,sap,0.000283529,0,1985,3.563414634,3.563414634,sap,0.000997295,0
2,QUGA,5,2,3,4,25,0.075609756,1996,4.395121951,4.395121951,sap,0.001517165,0,2000,4.697560976,4.697560976,sap,0.001733148,0,2002,4.848780488,4.848780488,sap,0.001846528,0
2,QUGA,5.1,2,2,3,25,0.075609756,2004,5.1,5.1,1,0.002042825,25,2004,5.1,5.1,1,0.002042825,25,2004,5.1,5.1,1,0.002042825,25
2,QUGA,5.2,2,4,5,25,0.075609756,1986,3.83902439,3.83902439,sap,0.001157531,0,1995,4.519512195,4.519512195,sap,0.001604257,0,1998,4.746341463,4.746341463,sap,0.00176933,0
2,QUGA,6.9,2,2,3,25,0.075609756,2004,6.9,6.9,1,0.003739289,25,2004,6.9,6.9,1,0.003739289,25,2004,6.9,6.9,1,0.003739289,25
2,QUGA,7.7,2,2,3,25,0.075609756,2004,7.7,7.7,1,0.004656637,25,2004,7.7,7.7,1,0.004656637,25,2004,7.7,7.7,1,0.004656637,25
2,QUGA,8.1,3,4,5,25,0.075609756,1986,6.73902439,6.73902439,1,0.003566851,25,1995,7.419512195,7.419512195,1,0.004323561,25,1998,7.646341463,7.646341463,1,0.004591962,25
2,QUGA,13.4,2,2,3,25,0.075609756,2004,13.4,13.4,1,0.014102642,25,2004,13.4,13.4,1,0.014102642,25,2004,13.4,13.4,1,0.014102642,25
2,QUGA,16,4,6,8,25,0.075609756,1952,12.06829268,12.06829268,1,0.011438855,25,1978,14.03414634,14.03414634,1,0.015469023,25,1991,15.01707317,15.01707317,1,0.017711751,25
3,PIPO,24.5,3,5,6,25,0.207317073,1944,12.06097561,14.01825,1,0.015434,25,1974,18.2804878,20.87775,2,0.03423405,25,1989,21.3902439,24.3075,2,0.046405717,25
3,PIST,8.4,2,3,4,25,0.136585366,1996,7.307317073,7.307317073,1,0.004193791,25,2000,7.853658537,7.853658537,1,0.004844343,25,2002,8.126829268,8.126829268,1,0.005187202,25
3,PIST,9,4,6,8,25,0.136585366,1922,-2.2,-2.22664,sap,0,0,1987,6.67804878,7.762940488,1,0.004733075,25,1995,7.770731707,8.992427317,1,0.006351039,25
3,PIST,16,4,5,6,25,0.136585366,1954,9.170731707,10.56770732,1,0.008771067,25,1976,12.17560976,13.9487961,1,0.015281442,25,1990,14.08780488,16.10039805,2,0.02035936,25
3,PIST,30.8,3,4,5,25,0.136585366,1986,28.34146341,28.34146341,3,0.063086356,25,1995,29.57073171,29.57073171,3,0.068677589,25,1998,29.9804878,29.9804878,3,0.070594081,25
3,QUGA,5.6,2,3,4,25,0.075609756,1996,4.995121951,4.995121951,sap,0.001959671,0,2000,5.297560976,5.297560976,1,0.002204159,25,2002,5.448780488,5.448780488,1,0.00233179,25
3,QUGA,6.2,2,3,4,25,0.075609756,1996,5.595121951,5.595121951,1,0.002458725,25,2000,5.897560976,5.897560976,1,0.002731717,25,2002,6.048780488,6.048780488,1,0.002873602,25
3,QUGA,6.9,2,3,4,25,0.075609756,1996,6.295121951,6.295121951,1,0.003112427,25,2000,6.597560976,6.597560976,1,0.003418674,25,2002,6.748780488,6.748780488,1,0.003577186,25
3,QUGA,7,2,4,5,25,0.075609756,1986,5.63902439,5.63902439,1,0.002497462,25,1995,6.319512195,6.319512195,1,0.003136592,25,1998,6.546341463,6.546341463,1,0.003365799,25
3,QUGA,7.1,2,3,4,25,0.075609756,1996,6.495121951,6.495121951,1,0.003313336,25,2000,6.797560976,6.797560976,1,0.003629085,25,2002,6.948780488,6.948780488,1,0.003792347,25
3,QUGA,8,3,5,6,25,0.075609756,1969,5.353658537,5.353658537,1,0.002251087,25,1956,4.370731707,4.370731707,sap,0.001500373,0,1982,6.336585366,6.336585366,1,0.003153563,25
3,QUGA,8.5,3,2,3,25,0.075609756,2004,8.5,8.5,1,0.005674515,25,2004,8.5,8.5,1,0.005674515,25,2004,8.5,8.5,1,0.005674515,25
3,QUGA,9,2,3,4,25,0.075609756,1996,8.395121951,8.395121951,1,0.005535348,25,2000,8.697560976,8.697560976,1,0.00594136,25,2002,8.848780488,8.848780488,1,0.006149754,25
3,QUGA,9.6,3,4,5,25,0.075609756,1986,8.23902439,8.23902439,1,0.005331415,25,1995,8.919512195,8.919512195,1,0.006248462,25,1998,9.146341463,9.146341463,1,0.006570308,25
3,QUGA,10,3,4,5,25,0.075609756,1986,8.63902439,8.63902439,1,0.005861656,25,1995,9.319512195,9.319512195,1,0.006821459,25,1998,9.546341463,9.546341463,1,0.007157557,25
3,QUGA,10.8,4,5,6,25,0.075609756,1969,8.153658537,8.153658537,1,0.005221508,25,1956,7.170731707,7.170731707,1,0.004038479,25,1982,9.136585366,9.136585366,1,0.006556299,25
3,QUGA,12.4,3,4,5,25,0.075609756,1986,11.03902439,11.03902439,1,0.009570889,25,1995,11.7195122,11.7195122,1,0.010787231,25,1998,11.94634146,11.94634146,1,0.011208842,25
3,QUGA,12.9,2,4,5,25,0.075609756,1986,11.53902439,11.53902439,1,0.010457529,25,1995,12.2195122,12.2195122,1,0.011727316,25,1998,12.44634146,12.44634146,1,0.012166743,25
3,QUGA,20,4,5,6,25,0.075609756,1969,17.35365854,17.35365854,2,0.023652279,25,1956,16.37073171,16.37073171,2,0.021048787,25,1982,18.33658537,18.33658537,2,0.026407533,25
4,PIPO,6.3,2,1,3,25,0.207317073,2004,6.3,6.3,1,0.003117253,25,2004,6.3,6.3,1,0.003117253,25,2004,6.3,6.3,1,0.003117253,25
4,PIST,5.5,4,6,8,25,0.136585366,1922,-5.7,-6.16484,sap,0,0,1987,3.17804878,3.824740488,sap,0.001148933,0,1995,4.270731707,5.054227317,1,0.002006321,25
4,PIST,34.2,2,6,7,25,0.136585366,1922,23.0,26.1284,3,0.053618731,25,1976,30.37560976,34.4274361,3,0.093089406,25,1990,32.28780488,36.57903805,4,0.105088564,25
4,PIST,37,2,5,6,25,0.136585366,1954,30.17073171,34.19690732,3,0.091846912,25,1979,33.58536585,38.03905366,4,0.113644993,25,1991,35.22439024,39.8832839,4,0.124931719,25
4,PIST,37.5,2,6,7,25,0.136585366,1922,26.3,29.84156,3,0.069941339,25,1976,33.67560976,38.1405961,4,0.114252536,25,1990,35.58780488,40.29219805,4,0.127506645,25
4,PIST,40,4,6,8,25,0.136585366,1922,28.8,32.65456,3,0.083748795,25,1987,37.67804878,42.64414049,4,0.142826774,25,1995,38.77073171,43.87362732,4,0.151181267,25
4,PIST,42,4,6,8,25,0.136585366,1922,30.8,34.90496,3,0.095689699,25,1987,39.67804878,44.89454049,4,0.158298922,25,1995,40.77073171,46.12402732,5,0.16708803,25
4,PIST,43,2,5,6,25,0.136585366,1954,36.17073171,40.94810732,4,0.131691748,25,1979,39.58536585,44.79025366,4,0.157564342,25,1991,41.22439024,46.6344839,5,0.170806835,25
4,PIST,44,2,4,5,25,0.136585366,1986,41.54146341,41.54146341,4,0.135535943,25,1995,42.77073171,42.77073171,4,0.143676009,25,1998,43.1804878,43.1804878,4,0.146442113,25
4,QUGA,9.2,2,3,4,25,0.075609756,1996,8.595121951,8.595121951,1,0.005802231,25,2000,8.897560976,8.897560976,1,0.006217744,25,2002,9.048780488,9.048780488,1,0.006430889,25
5,PIPO,12,4,5,6,25,0.207317073,1944,-0.43902439,0.232,sap,4.22734E-06,0,1974,5.780487805,7.0915,1,0.003949727,25,1989,8.890243902,10.52125,1,0.008694119,25
5,PIST,25,4,6,8,25,0.136585366,1922,13.8,15.77656,1,0.019548594,25,1987,22.67804878,25.76614049,2,0.052142234,25,1995,23.77073171,26.99562732,3,0.057237116,25
5,PIST,28,4,5,6,25,0.136585366,1954,21.17073171,24.07010732,2,0.045503725,25,1976,24.17560976,27.4511961,3,0.059185244,25,1990,26.08780488,29.60279805,3,0.068826617,25
5,PSME,52,4,6,8,25,0.190243902,1908,33.73658537,39.39875073,0,0.121914623,0,1953,42.29756098,49.46560195,5,0.192175267,25,1980,47.43414634,55.50571268,5,0.24197264,25
5,PSME,53,2,2,3,25,0.190243902,2004,53,53,5,0.22061886,25,2004,53,53,5,0.22061886,25,2004,53,53,5,0.22061886,25
5,QUGA,5.7,4,6,8,25,0.075609756,1952,1.768292683,1.768292683,sap,0.000245584,0,1978,3.734146341,3.734146341,sap,0.00109515,0,1991,4.717073171,4.717073171,sap,0.001747576,0
5,QUGA,6,3,6,7,25,0.075609756,1952,2.068292683,2.068292683,sap,0.000335981,0,1956,2.370731707,2.370731707,sap,0.000441424,0,1982,4.336585366,4.336585366,sap,0.001477021,0
5,QUGA,7,4,5,6,25,0.075609756,1969,4.353658537,4.353658537,sap,0.001488674,0,1956,3.370731707,3.370731707,sap,0.000892358,0,1982,5.336585366,5.336585366,1,0.002236752,25
5,QUGA,8.5,2,6,7,25,0.075609756,1952,4.568292683,4.568292683,sap,0.001639075,0,1956,4.870731707,4.870731707,sap,0.001863285,0,1982,6.836585366,6.836585366,1,0.003670873,25
5,QUGA,10,4,6,8,25,0.075609756,1952,6.068292683,6.068292683,1,0.002892171,25,1978,8.034146341,8.034146341,1,0.005069561,25,1991,9.017073171,9.017073171,1,0.0063859,25
5,QUGA,18.1,3,4,5,25,0.075609756,1986,16.73902439,16.73902439,2,0.02200651,25,1995,17.4195122,17.4195122,2,0.023832131,25,1998,17.64634146,17.64634146,2,0.024456835,25
5,QUGA,21.5,2,4,5,25,0.075609756,1986,20.13902439,20.13902439,2,0.031854277,25,1995,20.8195122,20.8195122,2,0.034043327,25,1998,21.04634146,21.04634146,2,0.034789174,25
6,PIST,20,4,6,8,25,0.136585366,1922,8.8,10.15056,1,0.00809228,25,1987,17.67804878,20.14014049,2,0.031857808,25,1995,18.77073171,21.36962732,2,0.035866153,25
6,PIST,20,4,6,8,25,0.136585366,1922,8.8,10.15056,1,0.00809228,25,1987,17.67804878,20.14014049,2,0.031857808,25,1995,18.77073171,21.36962732,2,0.035866153,25
6,PIST,25.9,2,4,5,25,0.136585366,1986,23.44146341,23.44146341,2,0.043157903,25,1995,24.67073171,24.67073171,2,0.047802979,25,1998,25.0804878,25.0804878,2,0.049404084,25
6,QUGA,7,4,6,8,25,0.075609756,1952,3.068292683,3.068292683,sap,0.000739409,0,1978,5.034146341,5.034146341,1,0.00199041,25,1991,6.017073171,6.017073171,1,0.002843554,25
6,QUGA,8,3,4,5,25,0.075609756,1986,6.63902439,6.63902439,1,0.00346178,25,1995,7.319512195,7.319512195,1,0.004207801,25,1998,7.546341463,7.546341463,1,0.004472639,25
6,QUGA,10.8,3,3,4,25,0.075609756,1996,10.19512195,10.19512195,1,0.008163488,25,2000,10.49756098,10.49756098,1,0.008655013,25,2002,10.64878049,10.64878049,1,0.008906163,25
6,QUGA,12,3,5,6,25,0.075609756,1969,9.353658537,9.353658537,1,0.006871537,25,1956,8.370731707,8.370731707,1,0.005503231,25,1982,10.33658537,10.33658537,1,0.008391606,25
6,QUGA,12.9,3,6,7,25,0.075609756,1952,8.968292683,8.968292683,1,0.006316994,25,1956,9.270731707,9.270731707,1,0.006750235,25,1982,11.23658537,11.23658537,1,0.009916527,25
6,QUGA,14.3,3,3,4,25,0.075609756,1996,13.69512195,13.69512195,1,0.014730677,25,2000,13.99756098,13.99756098,1,0.015388477,25,2002,14.14878049,14.14878049,1,0.015722765,25
6,QUGA,15,4,5,6,25,0.075609756,1969,12.35365854,12.35365854,1,0.011986216,25,1956,11.37073171,11.37073171,1,0.010154715,25,1982,13.33658537,13.33658537,1,0.013969479,25
6,QUGA,16.7,3,3,4,25,0.075609756,1996,16.09512195,16.09512195,2,0.020346019,25,2000,16.39756098,16.39756098,2,0.021117836,25,2002,16.54878049,16.54878049,2,0.021509132,25
7,PIPO,9.9,2,5,6,25,0.207317073,1944,-2.53902439,-2.08409,sap,0,0,1974,3.680487805,4.77541,sap,0.001791069,0,1989,6.790243902,8.20516,1,0.005287678,25
7,PIPO,56.7,3,6,7,25,0.207317073,1901,35.34634146,39.69968,0,0.123784113,0,1979,51.51707317,57.53438,6,0.259983491,25,1991,54.00487805,60.27818,6,0.285371869,25
7,PIST,7.1,2,2,3,25,0.136585366,2004,7.1,7.1,1,0.003959201,25,2004,7.1,7.1,1,0.003959201,25,2004,7.1,7.1,1,0.003959201,25
7,PIST,8.6,2,3,4,25,0.136585366,1996,7.507317073,7.507317073,1,0.004426499,25,2000,8.053658537,8.053658537,1,0.005094216,25,2002,8.326829268,8.326829268,1,0.005445656,25
7,PIST,13.9,2,4,5,25,0.136585366,1986,11.44146341,11.44146341,1,0.010281442,25,1995,12.67073171,12.67073171,1,0.012609396,25,1998,13.0804878,13.0804878,1,0.013438128,25
7,PIST,19.9,2,5,6,25,0.136585366,1954,13.07073171,14.95598732,1,0.017567949,25,1979,16.48536585,18.79813366,2,0.027753666,25,1991,18.12439024,20.6423639,2,0.033466459,25
7,PIST,20.5,2,5,6,25,0.136585366,1954,13.67073171,15.63110732,1,0.019189797,25,1979,17.08536585,19.47325366,2,0.029782966,25,1991,18.72439024,21.3174839,2,0.035691334,25
7,PIST,26.5,2,6,7,25,0.136585366,1922,15.3,17.46436,2,0.023955004,25,1976,22.67560976,25.7633961,2,0.052131128,25,1990,24.58780488,27.91499805,3,0.061202068,25
7,PIST,28,3,6,7,25,0.136585366,1922,16.8,19.15216,2,0.028808883,25,1987,25.67804878,29.14174049,3,0.066699391,25,1995,26.77073171,30.37122732,3,0.072446195,25
7,PIST,40,4,6,8,25,0.136585366,1922,28.8,32.65456,3,0.083748795,25,1987,37.67804878,42.64414049,4,0.142826774,25,1995,38.77073171,43.87362732,4,0.151181267,25
7,PIST,43.9,2,5,6,25,0.136585366,1954,37.07073171,41.96078732,4,0.138285981,25,1979,40.48536585,45.80293366,4,0.164769752,25,1991,42.12439024,47.6471639,5,0.17830561,25
7,QUGA,8.3,2,3,4,25,0.075609756,1996,7.695121951,7.695121951,1,0.004650738,25,2000,7.997560976,7.997560976,1,0.005023495,25,2002,8.148780488,8.148780488,1,0.005215262,25
7,QUGA,10.8,2,5,6,25,0.075609756,1969,8.153658537,8.153658537,1,0.005221508,25,1963,7.7,7.7,1,0.004656637,25,1985,9.363414634,9.363414634,1,0.006885879,25
8,PSME,9,4,5,6,25,0.190243902,1947,-1.843902439,-2.440344878,sap,0,0,1963,1.2,1.13898,sap,0.000101888,0,1985,5.385365854,6.060551707,1,0.002884797,25
8,PSME,10,4,5,6,25,0.190243902,1947,-0.843902439,-1.264444878,sap,0,0,1963,2.2,2.31488,sap,0.00042087,0,1985,6.385365854,7.236451707,1,0.004112844,25
8,PSME,10.7,2,5,6,25,0.190243902,1947,-0.143902439,-0.441314878,sap,0,0,1963,2.9,3.13801,sap,0.000773392,0,1985,7.085365854,8.059581707,1,0.005101712,25
8,PSME,12,2,5,6,25,0.190243902,1947,1.156097561,1.087355122,sap,9.28611E-05,0,1963,4.2,4.66668,sap,0.001710436,0,1985,8.385365854,9.588251707,1,0.007220541,25
8,PSME,12.4,2,4,5,25,0.190243902,1986,8.975609756,8.975609756,1,0.006327306,25,1995,10.68780488,10.68780488,1,0.008971559,25,1998,11.25853659,11.25853659,1,0.00995531,25
8,PSME,12.6,4,5,6,25,0.190243902,1947,1.756097561,1.792895122,sap,0.000252465,0,1963,4.8,5.37222,1,0.002266723,25,1985,8.985365854,10.29379171,1,0.008322267,25
8,PSME,15,4,6,8,25,0.190243902,1908,-3.263414634,-4.109549268,0,0,0,1953,5.297560976,5.957301951,1,0.002787341,25,1980,10.43414634,11.99741268,1,0.011304884,25
8,PSME,15,4,5,6,25,0.190243902,1947,4.156097561,4.615055122,sap,0.001672803,0,1963,7.2,8.19438,1,0.005273793,25,1985,11.38536585,13.11595171,1,0.013511094,25
8,PSME,15.6,2,5,6,25,0.190243902,1947,4.756097561,5.320595122,1,0.002223368,25,1963,7.8,8.89992,1,0.006221042,25,1985,11.98536585,13.82149171,1,0.015003782,25
8,PSME,20,4,5,6,25,0.190243902,1947,9.156097561,10.49455512,1,0.008650057,25,1963,12.2,14.07388,1,0.01555674,25,1985,16.38536585,18.99545171,2,0.028339367,25
8,PSME,24.2,4,5,6,25,0.190243902,1947,13.35609756,15.43333512,1,0.018707272,25,1956,15.06829268,17.44670537,2,0.023906596,25,1982,20.01463415,23.26310829,2,0.042503665,25
8,PSME,27,4,5,6,25,0.190243902,1947,16.15609756,18.72585512,2,0.027540652,25,1956,17.86829268,20.73922537,2,0.033781269,25,1982,22.81463415,26.55562829,3,0.055386517,25
8,PSME,30,4,5,6,25,0.190243902,1947,19.15609756,22.25355512,2,0.038894635,25,1956,20.86829268,24.26692537,2,0.046250923,25,1982,25.81463415,30.08332829,3,0.071079222,25
8,PSME,34.3,3,5,6,25,0.190243902,1947,23.45609756,27.30992512,3,0.058577646,25,1963,26.5,30.88925,3,0.074938608,25,1985,30.68536585,35.81082171,3,0.10072087,25
8,PSME,35,4,5,6,25,0.190243902,1947,24.15609756,28.13305512,3,0.062161959,25,1956,25.86829268,30.14642537,3,0.071377699,25,1982,30.81463415,35.96282829,4,0.101577747,25
8,QUGA,5,3,5,6,25,0.075609756,1969,2.353658537,2.353658537,sap,0.000435089,0,1956,1.370731707,1.370731707,sap,0.000147569,0,1982,3.336585366,3.336585366,sap,0.00087437,0
8,QUGA,5,4,5,6,25,0.075609756,1969,2.353658537,2.353658537,sap,0.000435089,0,1956,1.370731707,1.370731707,sap,0.000147569,0,1982,3.336585366,3.336585366,sap,0.00087437,0
8,QUGA,5.4,2,4,5,25,0.075609756,1986,4.03902439,4.03902439,sap,0.001281279,0,1995,4.719512195,4.719512195,sap,0.001749384,0,1998,4.946341463,4.946341463,sap,0.001921583,0
8,QUGA,6.5,4,5,6,25,0.075609756,1969,3.853658537,3.853658537,sap,0.001166373,0,1956,2.870731707,2.870731707,sap,0.000647256,0,1982,4.836585366,4.836585366,sap,0.001837252,0
8,QUGA,7,4,5,6,25,0.075609756,1969,4.353658537,4.353658537,sap,0.001488674,0,1956,3.370731707,3.370731707,sap,0.000892358,0,1982,5.336585366,5.336585366,1,0.002236752,25
8,QUGA,7.8,2,4,5,25,0.075609756,1986,6.43902439,6.43902439,1,0.00325635,25,1995,7.119512195,7.119512195,1,0.003980993,25,1998,7.346341463,7.346341463,1,0.004238704,25
8,QUGA,8,2,5,6,25,0.075609756,1969,5.353658537,5.353658537,1,0.002251087,25,1963,4.9,4.9,sap,0.001885745,0,1985,6.563414634,6.563414634,1,0.003383378,25
8,QUGA,8,2,4,5,25,0.075609756,1986,6.63902439,6.63902439,1,0.00346178,25,1995,7.319512195,7.319512195,1,0.004207801,25,1998,7.546341463,7.546341463,1,0.004472639,25
8,QUGA,8.5,4,5,6,25,0.075609756,1969,5.853658537,5.853658537,1,0.002691198,25,1956,4.870731707,4.870731707,sap,0.001863285,0,1982,6.836585366,6.836585366,1,0.003670873,25
8,QUGA,9.3,2,4,5,25,0.075609756,1986,7.93902439,7.93902439,1,0.004950228,25,1995,8.619512195,8.619512195,1,0.005835207,25,1998,8.846341463,8.846341463,1,0.006146364,25
8,QUGA,12,4,5,6,25,0.075609756,1969,9.353658537,9.353658537,1,0.006871537,25,1956,8.370731707,8.370731707,1,0.005503231,25,1982,10.33658537,10.33658537,1,0.008391606,25
8,QUGA,12.5,4,5,6,25,0.075609756,1969,9.853658537,9.853658537,1,0.007625809,25,1956,8.870731707,8.870731707,1,0.006180303,25,1982,10.83658537,10.83658537,1,0.009223076,25
8,QUGA,18,4,5,6,25,0.075609756,1969,15.35365854,15.35365854,1,0.018514614,25,1956,14.37073171,14.37073171,1,0.016219918,25,1982,16.33658537,16.33658537,2,0.020961071,25
8,QUGA,19,3,5,6,25,0.075609756,1969,16.35365854,16.35365854,2,0.021004906,25,1956,15.37073171,15.37073171,1,0.018555813,25,1982,17.33658537,17.33658537,2,0.023605762,25
9,PIST,13,4,5,6,25,0.136585366,1954,6.170731707,7.192107317,1,0.004062592,25,1976,9.175609756,10.5731961,1,0.008780181,25,1990,11.08780488,12.72479805,1,0.012717235,25
9,PIST,16.5,4,6,8,25,0.136585366,1922,5.3,6.21236,1,0.003031127,25,1987,14.17804878,16.20194049,2,0.020616976,25,1995,15.27073171,17.43142732,2,0.023864745,25
9,PIST,19,4,5,6,25,0.136585366,1954,12.17073171,13.94330732,1,0.015269418,25,1976,15.17560976,17.3243961,2,0.023572579,25,1990,17.08780488,19.47599805,2,0.029791361,25
9,PIST,19,4,5,6,25,0.136585366,1954,12.17073171,13.94330732,1,0.015269418,25,1976,15.17560976,17.3243961,2,0.023572579,25,1990,17.08780488,19.47599805,2,0.029791361,25
9,PIST,25,4,5,6,25,0.136585366,1954,18.17073171,20.69450732,2,0.033635747,25,1976,21.17560976,24.0755961,2,0.04552448,25,1990,23.08780488,26.22719805,3,0.054024989,25
9,PIST,28,4,5,6,25,0.136585366,1954,21.17073171,24.07010732,2,0.045503725,25,1976,24.17560976,27.4511961,3,0.059185244,25,1990,26.08780488,29.60279805,3,0.068826617,25
9,PIST,30,3,5,6,25,0.136585366,1954,23.17073171,26.32050732,3,0.054410086,25,1976,26.17560976,29.7015961,3,0.069286795,25,1990,28.08780488,31.85319805,3,0.079688744,25
9,PSME,6.1,2,6,7,25,0.190243902,1908,-12.16341463,-14.57505927,0,0,0,1956,-3.031707317,-3.837084634,sap,0,0,1982,1.914634146,1.979318293,sap,0.000307696,0
9,PSME,8,4,6,8,25,0.190243902,1908,-10.26341463,-12.34084927,0,0,0,1953,-1.702439024,-2.273998049,sap,0,0,1980,3.434146341,3.766112683,sap,0.00111398,0
9,PSME,12,4,6,8,25,0.190243902,1908,-6.263414634,-7.637249268,0,0,0,1953,2.297560976,2.429601951,sap,0.000463619,0,1980,7.434146341,8.469712683,1,0.005634148,25
9,PSME,15,4,5,6,25,0.190243902,1947,4.156097561,4.615055122,sap,0.001672803,0,1956,5.868292683,6.628425366,1,0.003450735,25,1982,10.81463415,12.44482829,1,0.012163784,25
9,PSME,20.5,4,5,6,25,0.190243902,1947,9.656097561,11.08250512,1,0.009646434,25,1956,11.36829268,13.09587537,1,0.013469763,25,1982,16.31463415,18.91227829,2,0.028091737,25
9,PSME,22,4,6,8,25,0.190243902,1908,3.736585366,4.121750732,0,0.001334303,0,1953,12.29756098,14.18860195,1,0.015811392,25,1980,17.43414634,20.22871268,2,0.032138632,25
9,PSME,23,4,5,6,25,0.190243902,1947,12.15609756,14.02225512,1,0.015442821,25,1956,13.86829268,16.03562537,2,0.020195876,25,1982,18.81463415,21.85202829,2,0.037503725,25
9,PSME,26.8,4,5,6,25,0.190243902,1947,15.95609756,18.49067512,2,0.026853224,25,1956,17.66829268,20.50404537,2,0.033019463,25,1982,22.61463415,26.32044829,3,0.054409842,25
9,PSME,28,4,5,6,25,0.190243902,1947,17.15609756,19.90175512,2,0.031108112,25,1956,18.86829268,21.91512537,2,0.037720619,25,1982,23.81463415,27.73152829,3,0.060400218,25
9,PSME,85,4,5,6,25,0.190243902,1947,74.15609756,86.92805512,9,0.593486471,25,1956,75.86829268,88.94142537,9,0.621296729,25,1982,80.81463415,94.75782829,9,0.705214275,25
9,QUGA,6,3,5,6,25,0.075609756,1969,3.353658537,3.353658537,sap,0.000883341,0,1956,2.370731707,2.370731707,sap,0.000441424,0,1982,4.336585366,4.336585366,sap,0.001477021,0
10,PIPO,6,2,4,5,25,0.207317073,1986,2.268292683,2.268292683,sap,0.0004041,0,1995,4.134146341,4.134146341,sap,0.00134234,0,1998,4.756097561,4.756097561,sap,0.001776611,0
10,PIPO,6.5,2,4,5,25,0.207317073,1986,2.768292683,2.768292683,sap,0.000601887,0,1995,4.634146341,4.634146341,sap,0.001686671,0,1998,5.256097561,5.256097561,1,0.00216979,25
10,PIPO,7,2,4,5,25,0.207317073,1986,3.268292683,3.268292683,sap,0.000838944,0,1995,5.134146341,5.134146341,1,0.002070272,25,1998,5.756097561,5.756097561,1,0.002602239,25
10,PIPO,12.4,2,3,4,25,0.207317073,1996,10.74146341,10.74146341,1,0.00906187,25,2000,11.57073171,11.57073171,1,0.010515079,25,2002,11.98536585,11.98536585,1,0.011282192,25
