Transect,Plot #,Tree #,treeline pos.,Core,Species,Age,Status,Ht.,Decay,CONCLASS,Az.,x,y,2013 DBH,Dist.,AZMTH,x0,y0,X.calc,y.calc,x.abs,y.abs,BA 2013 (m^2/ha),Estab. Year,25% Death Date,50% Death Date,75% Death Date, 25% alive 1900,25% alive 1910, 25% alive 1920, 25% alive 1930, 25% alive 1940, 25% alive 1950, 25% alive 1960, 25% alive 1970, 25% alive 1980, 25% alive 1990, 25% alive 2000, 25% alive 2010,25% alive 2013,50% alive 1900,50% alive 1910,50% alive 1920,50% alive 1930,50% alive 1940,50% alive 1950,50% alive 1960,50% alive 1970,50% alive 1980,50% alive 1990,50% alive 2000,50% alive 2010,50% alive 2013,75% alive 1900,75% alive 1910,75% alive 1920,75% alive 1930,75% alive 1940,75% alive 1950,75% alive 1960,75% alive 1970,75% alive 1980,75% alive 1990,75% alive 2000,75% alive 2010,75% alive 2013
3,1,21,A,No,PIEN,128,6,-,5,8,104,3.0,14.3,31,14.66,168,0,0,3.047985387,-14.33964383,3.047985387,14.33964383,0.07547694,1885,1952,1983,2000,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
3,1,22,A,No,PIEN,104,6,-,5,8,148,3.1,14.5,17,14.78,168,0,0,3.07293479,-14.45702154,3.07293479,14.45702154,0.02269806,1909,1952,1983,2000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
3,1,20,A,No,PIEN,98,6,-,5,8,258,2.0,13.9,13,14.02,172,0,0,1.951206875,-13.88355832,1.951206875,13.88355832,0.01327326,1915,1952,1983,2000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
4,11,7,B,No,PIEN,96,3,-,5,6,300,,,12,9.17,270,0,,,,,,0.01130976,1917,1974,1993,2005,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
4,8,10,B,No,PIEN,118,6,-,7,8,79,,,25,4.12,211,0,,,,,,0.0490875,1895,1952,1983,2000,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
4,8,12,B,No,PIEN,113,6,-,6,8,138,,,22,9.05,243,0,,,,,,0.03801336,1900,1952,1983,2000,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
4,7,15,B,No,PIEN,118,6,-,7,8,84,,,25,7.93,243,0,,,,,,0.0490875,1895,1952,1983,2000,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
4,7,16,B,No,PIEN,101,6,-,7,8,100,,,15,8.71,240,0,,,,,,0.0176715,1912,1952,1983,2000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
4,4,3,A,No,PIEN,96,6,-,7,8,130,,,12,12.71,246,0,,,,,,0.01130976,1917,1952,1983,2000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
4,4,2,A,No,PIEN,91,6,-,7,8,64,,,9,16.55,277,0,,,,,,0.00636174,1922,1952,1983,2000,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
4,1,3,A,No,PIEN,96,6,-,6,8,106,,,12,7.75,267,0,,,,,,0.01130976,1917,1952,1983,2000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
5,9,16,A,,PIEN,108,6,-,6,8,50,1.5,4.3,19,,,0,,,,,,0.02835294,1905,1952,1983,2000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
5,9,11,A,,PIEN,92,6,-,6,8,160,3.6,5.5,10,,,0,,,,,,0.007854,1921,1952,1983,2000,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
5,8,9,A,,PIEN,109,6,-,6,8,350,6.7,5.0,19.5,,,0,,,,,,0.029864835,1904,1952,1983,2000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
5,8,8,A,,PIEN,106,6,-,6,8,141,10.0,6.5,18,,,0,,,,,,0.02544696,1907,1952,1983,2000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
5,8,10,A,,PIEN,105,6,-,6,8,360,8.2,3.1,17.5,,,0,,,,,,0.024052875,1908,1952,1983,2000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
5,8,7,A,,PIEN,104,6,-,6,8,300,10.9,7.2,17,,,0,,,,,,0.02269806,1909,1952,1983,2000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
5,8,6,A,,PIEN,101,6,-,6,8,100,11.5,8.5,15,,,0,,,,,,0.0176715,1912,1952,1983,2000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
5,7,6,A,,PIEN,126,6,-,2,8,360,18.0,4.8,30,,,0,,,,,,0.070686,1887,1952,1983,2000,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
5,6,24,A,,PIEN,124,2,5,2,3,-,5.4,9.9,28.6,,,0,,,,,,0.064242578,1889,2012,2012,2012,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
5,6,3,A,,PIEN,92,3,-,5,6,-,17.4,1.7,10,,,0,,,,,,0.007854,1921,1974,1993,2005,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
5,6,18,A,,PIEN,118,6,-,6,8,300,8.5,7.2,25,,,0,,,,,,0.0490875,1895,1952,1983,2000,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
5,6,11,A,,PIEN,107,6,-,6,8,160,11.1,8.0,18.4,,,0,,,,,,0.026590502,1906,1952,1983,2000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
5,2,14,A,,ABBI,109,6,-,6,8,-,10.0,9.3,20,,,0,,,,,,0.031416,1904,1962,1987,2002,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
5,2,23,A,,ABBI,101,6,-,6,8,-,10.9,4.7,15,,,0,,,,,,0.0176715,1912,1962,1987,2002,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
5,2,29,A,,ABBI,96,6,-,6,8,-,12.1,9.4,12,,,0,,,,,,0.01130976,1917,1962,1987,2002,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
5,2,9,A,,ABBI,96,3,,3,6,-,7.0,7.7,12,,,0,,,,,,0.01130976,1917,1979,1996,2006,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
5,1,25,A,,ABBI,89,2,-,2,3,1,9.3,8.0,7.8,,,0,,,,,,0.004778374,1924,2012,2012,2012,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0
5,1,3,A,,PIEN,101,6,-,6,8,310,12.7,1.9,15,,,0,,,,,,0.0176715,1912,1952,1983,2000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
