Transect #,Plot #,Tree #,Core,Species,Age,Status,Ht.,Decay,Az.,x,y,DBH,Dist.,AZMTH,BA (m^2/ha),25% Decay,50% Decay,75% Decay,Notes
2,1,3,Yes,ABBI,122,1,5,-,-,,,11.8,10.64,94,0.01093591,,,,
2,1,4,No,ABBI,,1,5,-,-,,,8.8,11.29,100,0.006082138,,,,
2,1,5,No,ABBI,,1,5,-,-,,,7.5,9.03,99,0.004417875,,,,
2,1,6,Yes,ABBI,131,1,5,-,-,,,12.3,8.91,101,0.011882317,,,,
2,1,7,No,ABBI,,1,5,-,-,,,6.5,10.96,105,0.003318315,,,,
2,1,8,Yes,ABBI,106,1,5,-,-,,,9.4,10.87,111,0.006939794,,,,
2,1,9,No,ABBI,,1,5,-,-,,,9.4,11.74,111,0.006939794,,,,
2,2,1,No,PIEN,152,1,4,-,-,,,41,5.2,120,0.13202574,,,,
2,2,2,No,ABBI,96,1,5,-,-,,,11,9.79,69,0.00950334,,,,
2,3,1,Yes,PIEN,,1,4,-,-,,,32.4,3.46,140,0.08244815,,,,
2,3,2,Yes,PIEN,125,1,4,-,-,,,29.5,7.56,121,0.068349435,,,,
2,4,1,Yes,ABBI,,1,5,-,-,,,5.5,15.55,76,0.002375835,,,,
2,4,2,No,PIEN,116,1,4,-,-,,,44.8,19.19,68,0.157632922,,,,
2,5,1,No,ABBI,,1,5,-,-,,,6.4,1.3,105,0.003216998,,,,
2,5,2,No,ABBI,61,1,5,-,-,,,6.8,1.55,115,0.00363169,,,,
2,5,3,No,ABBI,47,1,5,-,-,,,11.3,2.44,117,0.010028773,,,,
2,6,1,Yes,ABBI,93,1,5,-,-,,,8.9,8.81,146,0.006221153,,,,
2,6,2,Yes,ABBI,102,1,5,-,-,,,14.9,10.83,119,0.017436665,,,,
2,6,3,Yes,ABBI,115,1,5,-,-,,,25.5,10.79,111,0.051070635,,,,
2,6,4,Yes,ABBI,58,1,5,-,-,,,12.5,9.43,91,0.012271875,,,,
2,6,5,Yes,ABBI,,1,5,-,-,,,16,9.51,83,0.02010624,,,,
2,6,6,Yes,ABBI,96,1,5,-,-,,,10.8,10.86,81,0.009160906,,,,
2,7,1,Yes,ABBI,128,1,5,-,-,,,13.5,5.62,50,0.014313915,,,,
2,7,2,Yes,ABBI,131,1,5,-,-,,,17.5,5.05,55,0.024052875,,,,
2,7,3,Yes,ABBI,101,1,5,-,-,,,14,6.95,65,0.01539384,,,,
2,7,4,Yes,ABBI,155,1,5,-,-,,,25,7.76,61,0.0490875,,,,
2,7,5,Yes,ABBI,,1,5,-,-,,,9.1,7.19,66,0.006503897,,,,
2,7,6,No,ABBI,,1,5,-,-,,,17.9,7.94,66,0.025165001,,,,
2,7,7,Yes,ABBI,120,1,5,-,-,,,18.4,8.32,61,0.026590502,,,,
2,7,8,Yes,ABBI,60,1,5,-,-,,,6.7,9.46,55,0.003525661,,,,
2,7,9,Yes,ABBI,69,1,5,-,-,,,14.4,12.19,63,0.016286054,,,,
2,7,10,Yes,ABBI,141,1,5,-,-,,,18.8,11.54,66,0.027759178,,,,
2,7,11,Yes,ABBI,121,1,5,-,-,,,20.7,9.94,68,0.033653605,,,,
2,7,12,No,ABBI,,1,5,-,-,,,19.5,10.15,69,0.029864835,,,,
2,7,13,No,ABBI,,1,5,-,-,,,10.9,4.66,91,0.009331337,,,,
2,7,14,no,ABBI,,1,5,-,-,,,9.8,5.03,99,0.007542982,,,,
2,8,1,Yes,ABBI,63,1,5,-,-,,,11.3,8.88,53,0.010028773,,,,
2,8,2,Yes,ABBI,,1,5,-,-,,,12.2,15.56,51,0.011689894,,,,
2,8,3,Yes,ABBI,161,1,5,-,-,,,12.1,16.12,51,0.011499041,,,,
2,9,1,Yes,PIEN,167,1,3,-,-,,,32.2,16.98,51,0.081433414,,,,
2,10,1,Yes,ABBI,80,1,5,-,-,,,22.3,14.42,61,0.039057157,,,,
2,10,2,Yes,ABBI,120,1,5,-,-,,,26.7,12.59,79,0.055990381,,,,
2,10,4,Yes,ABBI,111,1,5,-,-,,,10,9.37,70,0.007854,,,,
2,10,6,Yes,ABBI,88,1,5,-,-,,,5.6,9.56,82,0.002463014,,,,
2,10,7,Yes,ABBI,101,1,5,-,-,,,14.4,8.94,81,0.016286054,,,,
2,10,8,Yes,PIEN,90,1,5,-,-,,,7.2,8.65,85,0.004071514,,,,
2,10,9,No,ABBI,,1,5,-,-,,,10.6,8.74,88,0.008824754,,,,
2,10,10,Yes,PIEN,329,1,2,-,-,,,58,9.91,85,0.26420856,,,,
2,10,11,No,ABBI,,1,5,-,-,,,12,9.16,94,0.01130976,,,,
2,10,12,Yes,ABBI,155,1,5,-,-,,,16.2,10.07,95,0.020612038,,,,
2,10,13,Yes,ABBI,138,1,3,-,-,,,19,9.91,97,0.02835294,,,,
2,10,14,No,ABBI,,1,5,-,-,,,11.5,9.86,97,0.010386915,,,,
2,10,15,No,ABBI,,1,5,-,-,,,16.1,11.13,90,0.020358353,,,,
2,10,16,Yes,ABBI,,1,2,-,-,,,29.3,12.39,90,0.067425805,,,,
2,10,17,No,ABBI,,1,5,-,-,,,11.1,11.13,92,0.009676913,,,,
2,10,18,Yes,ABBI,,1,5,-,-,,,18.4,11.03,106,0.026590502,,,,
2,11,1,No,ABBI,,1,5,-,-,,,22.1,6.1,50,0.038359721,,,,
2,11,2,Yes,ABBI,,1,5,-,-,,,11.4,5.42,61,0.010207058,,,,
2,11,3,Yes,ABBI,106,1,5,-,-,,,21.5,6.15,80,0.036305115,,,,
2,11,4,Yes,PIEN,114,1,5,-,-,,,22.5,10.31,95,0.039760875,,,,
2,11,6,Yes,ABBI,104,1,5,-,-,,,5.4,17.54,,0.002290226,,,,
2,11,7,Yes,ABBI,53,1,5,-,-,,,8.3,17.83,,0.005410621,,,,
2,12,1,Yes,PIEN,100,1,4,-,-,,,40.4,3.89,103,0.128189846,,,,
2,12,2,Yes,ABBI,126,1,5,-,-,,,19.5,6.58,136,0.029864835,,,,
2,12,3,Yes,ABBI,,1,5,-,-,,,6,7.51,124,0.00282744,,,,
2,12,4,No,ABBI,,1,5,-,-,,,13,8.13,130,0.01327326,,,,
2,12,5,Yes,ABBI,155,1,5,-,-,,,20.4,9.07,120,0.032685206,,,,
2,12,6,No,ABBI,,1,4,-,-,,,23.9,8.98,114,0.044862833,,,,
2,12,7,Yes,ABBI,152,1,4,-,-,,,30.3,13.44,92,0.072106789,,,,some live branches
2,12,8,Yes,ABBI,71,1,5,-,-,,,7.1,14.08,,0.003959201,,,,
2,12,9,Yes,ABBI,91,1,5,-,-,,,6.2,14.56,,0.003019078,,,,
2,13,1,Yes,PIEN,147,1,2,-,-,,,40.5,3.02,83,0.128825235,,,,crushed by #2
2,13,3,Yes,ABBI,144,1,5,-,-,,,15.2,6.16,80,0.018145882,,,,
2,13,4,Yes,ABBI,116,1,4,-,-,,,23.8,6.71,83,0.044488198,,,,
2,13,5,Yes,ABBI,87,1,5,-,-,,,5.5,7.3,75,0.002375835,,,,
2,14,1,Yes,ABBI,94,1,4,-,-,,,29.1,10.53,84,0.066508457,,,,
2,14,2,No,ABBI,,1,4,-,-,,,21.1,4.79,100,0.034966793,,,,
2,14,3,Yes,ABBI,,1,5,-,-,,,16,4.26,105,0.02010624,,,,
2,14,4,Yes,ABBI,161,1,4,-,-,,,31.4,5.38,104,0.077437298,,,,
2,14,5,Yes,ABBI,93,1,5,-,-,,,12.6,6.8,102,0.01246901,,,,
2,14,6,Yes,ABBI,62,1,5,-,-,,,14.7,9.55,100,0.016971709,,,,
2,14,7,No,ABBI,,1,5,-,-,,,15.9,9.69,94,0.019855697,,,,
2,14,9,Yes,ABBI,114,1,4,-,-,,,22.9,10.66,84,0.041187161,,,,
2,14,10,yes,ABBI,94,1,3,-,-,,,34.2,8.93,72,0.091863526,,,,
2,15,1,Yes,ABBI,117,1,5,-,-,,,21.6,2.97,148,0.036643622,,,,
2,15,2,Yes,ABBI,124,1,5,-,-,,,10.1,3.13,128,0.008011865,,,,
2,15,9,No,ABBI,,1,5,-,-,,,16,8.05,130,0.02010624,,,,
2,15,10,Yes,ABBI,,1,5,-,-,,,13.1,8.23,145,0.013478249,,,,
2,15,12,Yes,ABBI,97,1,5,-,-,,,12,7.22,120,0.01130976,,,,
2,15,13,Yes,ABBI,87,1,5,-,-,,,13.5,6.82,121,0.014313915,,,,
2,16,1,Yes,ABBI,89,1,5,-,-,,,16.4,3.78,72,0.021124118,,,,
2,16,2,Yes,ABBI,62,1,5,-,-,,,15.7,4.61,53,0.019359325,,,,
2,17,1,Yes,ABBI,,1,5,-,-,,,21.9,6.16,60,0.037668569,,,,"ODS, crooked KRUMHOLZ"
2,17,2,Yes,ABBI,127,1,5,-,-,,,31.3,12.07,59,0.076944853,,,,
2,17,4,Yes,ABBI,55,1,5,-,-,,,9.3,13.09,59,0.006792925,,,,
2,18,1,Yes,ABBI,123,1,5,-,-,,,40,19.16,80,0.125664,,,,
2,18,2,Yes,ABBI,78,1,5,-,-,,,18.6,19.17,79,0.027171698,,,,
2,19,1,Yes,ABBI,123,1,3,-,-,,,47.4,5.76,56,0.17646053,,,,
2,19,2,Yes,PIEN,42,1,5,-,-,,,5.2,5.33,52,0.002123722,,,,
2,20,2,Yes,ABBI,137,1,3,-,-,,,55.7,2.71,50,0.243669565,,,,
2,20,3,Yes,ABBI,119,1,4,-,-,,,43.8,5.62,50,0.150674278,,,,
2,20,4,Yes,ABBI,114,1,4,-,-,,,26.4,5.3,102,0.054739238,,,,
2,20,5,Yes,ABBI,124,1,4,-,-,,,47.4,4.45,114,0.17646053,,,,
2,21,1,Yes,ABBI,124,1,3,-,-,,,44.3,3.46,50,0.154133965,,,,
2,21,2,Yes,ABBI,99,1,5,-,-,,,14.2,10.97,80,0.015836806,,,,
2,21,3,Yes,ABBI,87,1,5,-,-,,,11.6,10.64,81,0.010568342,,,,
2,21,4,yes,PIEN,309,1,3,-,-,,,41.2,9.99,88,0.133316938,,,,
2,22,1,Yes,ABBI,94,1,4,-,-,,,38.7,8.21,50,0.117628573,,,,
2,22,2,Yes,ABBI,135,1,4,-,-,,,23.7,8.76,64,0.044115133,,,,
2,22,4,Yes,PIEN,158,1,3,-,-,,,38,7.9,85,0.11341176,,,,
2,22,5,Yes,PIEN,157,1,3,-,-,,,31.9,7.6,85,0.079923089,,,,
2,22,6,Yes,ABBI,,1,5,-,-,,,22.1,8.51,96,0.038359721,,,,
2,22,7,Yes,ABBI,110,1,5,-,-,,,9.4,8.34,96,0.006939794,,,,
2,23,1,Yes,ABBI,102,1,4,-,-,,,27.5,3.56,55,0.059395875,,,,Very Decayed
2,23,2,Yes,PIEN,185,1,2,-,-,,,68.2,2.87,129,0.36530839,,,,
2,23,3,Yes,PIEN,125,1,2,-,-,,,57,8.33,60,0.25517646,,,,
2,23,4,Yes,PIEN,158,1,3,-,-,,,41.7,8.25,109,0.136572421,,,,
2,23,5,No,PIEN,129,1,3,-,-,,,40,10.34,109,0.125664,,,,
2,23,6,No,ABBI,93,1,5,-,-,,,11.7,8.08,135,0.010751341,,,,
3,1,1,No,PIEN,,1,5,-,-,,,6,3.2,177,0.00282744,,,,
3,1,2,Yes,PIEN,39,1,5,-,-,,,5.9,3.23,181,0.002733977,,,,
3,1,3,Yes,PIEN,112,1,5,-,-,,,23.5,4.02,166,0.043373715,,,,
3,1,4,Yes,ABBI,,1,5,-,-,,,11.9,8.59,166,0.011122049,,,,
3,1,5,Yes,ABBI,104,1,5,-,-,,,12.1,10.33,168,0.011499041,,,,
3,1,6,Yes,ABBI,129,1,5,-,-,,,5.1,11.12,168,0.002042825,,,,plus 2 ABBI saplings
3,1,8,Yes,PIEN,79,1,5,-,-,,,12.5,11.19,206,0.012271875,,,,
3,1,9,Yes,PIEN,,1,5,-,-,,,18.1,11.76,196,0.025730489,,,,
3,1,10,No,PIEN,,1,5,-,-,,,20.9,14.08,189,0.034307057,,,,
3,1,11,No,ABBI,,1,5,-,-,,,14.4,14.51,169,0.016286054,,,,
3,1,12,Yes,PIEN,208,1,5,-,-,,,22.2,17.66,159,0.038707654,,,,
3,1,13,No,PIEN,,1,5,-,-,,,18,15.27,164,0.02544696,,,,
3,1,14,Yes,PIEN,157,1,5,-,-,,,25.3,15.84,165,0.050272669,,,,
3,1,15,No,PIEN,,1,5,-,-,,,9.1,15.33,165,0.006503897,,,,
3,1,16,Yes,PIEN,143,1,5,-,-,,,21.4,16.02,172,0.035968178,,,,
3,1,17,Yes,PIEN,141,1,5,-,-,,,10.5,15.77,167,0.008659035,,,,
3,1,18,No,PIEN,,1,5,-,-,,,20.4,15.1,165,0.032685206,,,,
3,1,19,Yes,PIEN,,1,5,-,-,,,12.8,14.66,169,0.012867994,,,,3 stems
3,2,1,Yes,PIEN,93,1,5,-,-,,,16,6.01,150,0.02010624,,,,
3,2,2,No,PIEN,,1,5,-,-,,,10.5,5.13,155,0.008659035,,,,
3,2,3,No,PIEN,,1,5,-,-,,,9.2,5.74,150,0.006647626,,,,
3,2,4,No,PIEN,,1,5,-,-,,,9,6.35,156,0.00636174,,,,3 stems
3,2,5,No,PIEN,,1,5,-,-,,,11.2,6.2,151,0.009852058,,,,
3,2,6,Yes,PIEN,76,1,5,-,-,,,6.3,5.15,166,0.003117253,,,,
3,2,7,No,PIEN,,1,5,-,-,,,7.5,5.55,169,0.004417875,,,,
3,2,8,No,PIEN,,1,5,-,-,,,8.1,6.02,165,0.005153009,,,,
3,2,9,Yes,ABBI,124,1,5,-,-,,,14.3,8.11,150,0.016060645,,,,
3,2,10,Yes,ABBI,,1,5,-,-,,,12,8.23,152,0.01130976,,,,
3,2,11,Yes,PIEN,77,1,5,-,-,,,6.7,7.65,152,0.003525661,,,,
3,2,12,No,PIEN,,1,5,-,-,,,9.1,8.01,155,0.006503897,,,,
3,2,13,No,PIEN,,1,5,-,-,,,12.2,8.74,166,0.011689894,,,,
3,2,14,Yes,PIEN,78,1,5,-,-,,,7.6,8.44,166,0.00453647,,,,
3,2,15,Yes,PIEN,107,1,5,-,-,,,14.4,10.22,164,0.016286054,,,,
3,2,16,No,PIEN,,1,5,-,-,,,14.6,12.92,162,0.016741586,,,,
3,2,17,No,PIEN,,1,5,-,-,,,17.4,10.7,155,0.02377877,,,,
3,2,18,Yes,PIEN,208,1,5,-,-,,,8.8,9.63,145,0.006082138,,,,
3,2,19,Yes,PIEN,96,1,5,-,-,,,19.4,11.84,145,0.029559314,,,,
3,2,20,No,PIEN,,1,5,-,-,,,19.5,13.3,145,0.029864835,,,,
3,2,23,No,PIEN,,1,5,-,-,,,7.3,9.32,223,0.004185397,,,,
3,2,24,No,PIEN,,1,5,-,-,,,5.3,15.05,169,0.002206189,,,,
3,2,25,Yes,PIEN,,1,5,-,-,,,23.3,18.17,164,0.042638581,,,,
3,2,26,No,PIEN,,1,5,-,-,,,27,19.02,164,0.05725566,,,,
3,2,27,No,ABBI,,1,5,-,-,,,17.5,21.4,164,0.024052875,,,,
3,2,28,No,ABBI,,1,5,-,-,,,16.8,21.87,165,0.02216713,,,,
3,2,29,No,ABBI,,1,5,-,-,,,12.5,22.33,165,0.012271875,,,,
3,2,30,Yes,ABBI,103,1,5,-,-,,,6,22.09,165,0.00282744,,,,
3,2,31,No,ABBI,,1,5,-,-,,,6.3,21.84,165,0.003117253,,,,
3,2,32,No,PIEN,,1,5,-,-,,,6.6,15.94,169,0.003421202,,,,
3,2,33,No,PIEN,,1,5,-,-,,,12.21,16.2,164,0.011709065,,,,
3,2,34,Yes,PIEN,135,1,5,-,-,,,20.8,16.61,165,0.033979546,,,,
3,2,35,No,PIEN,,1,5,-,-,,,14.3,17.06,167,0.016060645,,,,
3,2,36,Yes,PIEN,172,1,5,-,-,,,30.9,17.79,167,0.074990777,,,,
3,2,37,No,PIEN,,1,5,-,-,,,12.8,17.96,168,0.012867994,,,,
3,2,38,No,PIEN,,1,5,-,-,,,20.8,18.4,169,0.033979546,,,,
3,2,39,No,PIEN,,1,5,-,-,,,10.9,17.31,172,0.009331337,,,,
3,2,40,No,PIEN,,1,5,-,-,,,6.3,17.95,173,0.003117253,,,,
3,2,41,No,PIEN,,1,5,-,-,,,14.5,18.75,172,0.016513035,,,,
3,3,1,Yes,PIEN,75,1,5,-,-,,,10.5,1.45,155,0.008659035,,,,
3,3,2,No,PIEN,,1,5,-,-,,,7.5,1.38,123,0.004417875,,,,
3,3,3,Yes,PIEN,122,1,5,-,-,,,31,2.91,164,0.07547694,,,,
3,3,4,Yes,PIEN,131,1,5,-,-,,,24.5,3.65,164,0.047143635,,,,
3,3,5,No,PIEN,,1,5,-,-,,,22.1,3.66,166,0.038359721,,,,
3,3,6,No,PIEN,,1,5,-,-,,,21.9,3.69,169,0.037668569,,,,
3,3,7,No,PIEN,,1,5,-,-,,,11.3,4.05,170,0.010028773,,,,
3,3,8,No,PIEN,,1,5,-,-,,,16.5,4.74,170,0.021382515,,,,
3,3,9,No,PIEN,,1,5,-,-,,,19,5.4,171,0.02835294,,,,
3,3,10,No,PIEN,,1,5,-,-,,,16.3,5.55,170,0.020867293,,,,
3,3,11,No,PIEN,,1,5,-,-,,,5.1,6.05,170,0.002042825,,,,
3,3,12,Yes,PIEN,103,1,5,-,-,,,24.6,3.95,188,0.047529266,,,,
3,3,13,No,PIEN,,1,5,-,-,,,16,6.96,188,0.02010624,,,,NW Corner - End of Transect 1
3,3,14,No,PIEN,,1,5,-,-,,,6.2,7.55,188,0.003019078,,,,
3,3,15,No,PIEN,,1,5,-,-,,,8.4,7.8,188,0.005541782,,,,
3,3,17,Yes,PIEN,,1,5,-,-,,,8.6,6.95,146,0.005808818,,,,
3,3,18,No,PIEN,,1,5,-,-,,,22.3,7.2,151,0.039057157,,,,
3,3,19,No,PIEN,,1,5,-,-,,,12.9,6.62,151,0.013069841,,,,No Seed/Saps
3,3,20,No,PIEN,,1,5,-,-,,,15.7,11.09,144,0.019359325,,,,Gap of 20 m with no trees
3,3,21,No,PIEN,,1,5,-,-,,,15,11.36,145,0.0176715,,,,
3,3,26,No,ABBI,,1,5,-,-,,,9.5,11.28,160,0.007088235,,,,
3,3,27,No,ABBI,,1,5,-,-,,,9.8,11.08,164,0.007542982,,,,
3,3,30,Yes,ABBI,85,1,5,-,-,,,10.1,9.62,164,0.008011865,,,,
3,3,31,Yes,PIEN,130,1,5,-,-,,,23.5,9.42,167,0.043373715,,,,
3,3,32,No,PIEN,,1,5,-,-,,,13.9,8.3,172,0.015174713,,,,
3,3,33,No,PIEN,,1,5,-,-,,,7,6.82,174,0.00384846,,,,
3,3,34,Yes,ABBI,16,1,5,-,-,,,6.7,11.55,188,0.003525661,,,,
3,3,36,Yes,PIEN,,1,5,-,-,,,17.9,6.14,146,0.025165001,,,,4 large stems
3,4,1,Yes,PIEN,16,1,5,-,-,,,6.7,4.98,171,0.003525661,,,,
3,4,2,Yes,PIEN,53,1,5,-,-,,,9.5,5.39,169,0.007088235,,,,
3,4,3,No,PIEN,,1,5,-,-,,,11,5.42,170,0.00950334,,,,
3,4,4,Yes,PIEN,81,1,5,-,-,,,16.5,6.75,165,0.021382515,,,,
3,5,1,Yes,PIEN,212,1,5,-,-,,,17.5,3.03,200,0.024052875,,,,
3,5,2,Yes,PIEN,207,1,5,-,-,,,31.7,2.37,173,0.078924061,,,,
3,5,3,No,PIEN,,1,5,-,-,,,26.3,3.53,186,0.054325333,,,,
3,5,4,No,PIEN,,1,5,-,-,,,26.4,2.68,182,0.054739238,,,,
3,5,5,Yes,ABBI,75,1,5,-,-,,,5.6,2.87,181,0.002463014,,,,
3,5,7,Yes,PIEN,69,1,5,-,-,,,14.9,8.39,145,0.017436665,,,,
3,5,8,No,PIEN,,1,5,-,-,,,22.7,8.25,152,0.040470877,,,,
3,5,9,No,PIEN,,1,5,-,-,,,15,8.61,161,0.0176715,,,,
3,5,10,No,PIEN,,1,5,-,-,,,11.1,8.97,158,0.009676913,,,,
3,5,12,Yes,PIEN,127,1,4,-,-,,,28.3,7,170,0.062901901,,,,2 stems
3,5,13,No,PIEN,,1,5,-,-,,,14.9,5.95,174,0.017436665,,,,
3,5,14,No,PIEN,,1,5,-,-,,,11.7,8.68,174,0.010751341,,,,
3,5,15,Yes,PIEN,96,1,4,-,-,,,32.7,10.26,171,0.083982037,,,,
3,5,16,No,PIEN,,1,5,-,-,,,21.1,8.81,171,0.034966793,,,,cored at 1m
3,5,17,No,PIEN,,1,5,-,-,,,24,8,181,0.04523904,,,,
3,5,19,No,PIEN,,1,4,-,-,,,30,4.96,194,0.070686,,,,
3,5,20,Yes,PIEN,137,1,5,-,-,,,10.3,7.35,198,0.008332309,,,,
3,5,21,No,PIEN,,1,5,-,-,,,20.2,7.26,206,0.032047462,,,,
3,5,22,No,PIEN,,1,4,-,-,,,25.8,5.82,214,0.052279366,,,,
3,6,1,Yes,PIEN,124,1,4,-,-,,,26.2,0.85,206,0.053912998,,,,
3,6,2,Yes,PIEN,82,1,5,-,-,,,12.3,2.76,175,0.011882317,,,,"2 stems, split below BH"
3,6,3,No,PIEN,,1,5,-,-,,,24.9,3.68,175,0.048695585,,,,totally rotten
3,6,4,Yes,PIEN,,1,4,-,-,,,29.9,2.16,207,0.070215545,,,,
3,6,5,No,PIEN,,1,5,-,-,,,14.1,3.6,207,0.015614537,,,,
3,6,6,Yes,PIEN,104,1,4,-,-,,,22.1,12.8,171,0.038359721,,,,
3,7,1,No,PIEN,,1,5,-,-,,,12.6,7.51,146,0.01246901,,,,
3,7,2,Yes,PIEN,80,1,5,-,-,,,8.2,8.73,146,0.00528103,,,,
3,7,3,Yes,PIEN,80,1,5,-,-,,,14.6,8.34,149,0.016741586,,,,
3,7,4,No,PIEN,,1,5,-,-,,,13.9,7.66,149,0.015174713,,,,
3,7,5,Yes,PIEN,187,1,4,-,-,,,30.1,5.84,157,0.071158025,,,,
3,7,6,No,PIEN,,1,5,-,-,,,14.2,7.37,163,0.015836806,,,,
3,7,7,No,PIEN,,1,5,-,-,,,16.9,6.88,161,0.022431809,,,,
3,7,8,No,PIEN,,1,5,-,-,,,17.8,6.32,169,0.024884614,,,,
3,7,9,No,PIEN,,1,5,-,-,,,10.3,8.26,163,0.008332309,,,,
3,7,10,No,PIEN,,1,5,-,-,,,25,8.23,173,0.0490875,,,,
3,7,11,No,PIEN,,1,5,-,-,,,9.2,10.31,173,0.006647626,,,,
3,7,12,No,PIEN,,1,5,-,-,,,23.7,3.18,196,0.044115133,,,,
3,7,13,No,PIEN,,1,5,-,-,,,16.3,3.9,191,0.020867293,,,,
3,7,14,No,PIEN,,1,5,-,-,,,9.4,4.06,199,0.006939794,,,,
3,7,15,No,PIEN,,1,5,-,-,,,16.1,4.5,172,0.020358353,,,,
3,7,16,No,PIEN,,1,5,-,-,,,15,4.8,172,0.0176715,,,,
3,7,17,Yes,PIEN,82,1,5,-,-,,,12.3,2.98,220,0.011882317,,,,
3,7,18,Yes,PIEN,75,1,4,-,-,,,21.3,5.97,221,0.035632813,,,,
3,7,19,No,PIEN,,1,5,-,-,,,9.7,5.35,220,0.007389829,,,,
3,8,1,Yes,PIEN,74,1,5,-,-,,,20.1,1.4,202,0.031730945,,,,
3,8,2,Yes,PIEN,83,1,5,-,-,,,20.7,3.55,164,0.033653605,,,,
3,8,3,Yes,PIEN,89,1,5,-,-,,,20.7,3.98,157,0.033653605,,,,
3,8,4,Yes,PIEN,75,1,5,-,-,,,19.3,6.21,195,0.029255365,,,,
3,8,5,Yes,PIEN,108,1,5,-,-,,,19,5.84,197,0.02835294,,,,
3,9,1,Yes,PIEN,136,1,5,-,-,,,16.9,1.05,206,0.022431809,,,,
3,9,2,Yes,PIEN,81,1,5,-,-,,,14,1.15,187,0.01539384,,,,
3,9,3,Yes,PIEN,,1,4,-,-,,,54.8,4.53,171,0.235858762,,,,
3,9,4,No,PIEN,,1,5,-,-,,,17.5,4.95,170,0.024052875,,,,
3,9,5,No,PIEN,,1,5,-,-,,,12.7,5.68,162,0.012667717,,,,
3,9,6,No,PIEN,,1,5,-,-,,,20.5,5.95,162,0.033006435,,,,
3,9,7,No,PIEN,,1,5,-,-,,,18.3,6.04,160,0.026302261,,,,
3,9,8,Yes,PIEN,209,1,4,-,-,,,34.4,4.9,155,0.092941094,,,,
3,9,9,Yes,PIEN,80,1,5,-,-,,,9,7.72,196,0.00636174,,,,
3,9,10,Yes,PIEN,,1,4,-,-,,,25.7,8.43,194,0.051874885,,,,
3,9,11,No,PIEN,,1,5,-,-,,,18.8,9.07,184,0.027759178,,,,
3,9,12,No,PIEN,213,1,5,-,-,,,17.1,9.93,184,0.022965881,,,,
3,9,13,No,PIEN,,1,5,-,-,,,13.6,9.46,187,0.014526758,,,,
3,9,14,No,PIEN,,1,5,-,-,,,18.2,8.26,180,0.02601559,,,,
3,9,16,No,PIEN,,1,5,-,-,,,7.5,8.52,201,0.004417875,,,,
3,9,17,Yes,PIEN,83,1,5,-,-,,,13.6,8.52,202,0.014526758,,,,
3,9,18,No,PIEN,,1,4,-,-,,,21.8,9.1,202,0.03732535,,,,
3,9,19,No,PIEN,,1,5,-,-,,,5,9.76,195,0.0019635,,,,
3,9,20,No,PIEN,,1,5,-,-,,,6.2,10.11,195,0.003019078,,,,
4,1,1,Yes,PIEN,,1,5,-,-,,,9.2,6.81,286,0.006647626,,,,
4,1,2,Yes,PIEN,,1,5,-,-,,,12.1,6.79,279,0.011499041,,,,old looking
4,1,4,Yes,PIEN,,1,5,-,-,,,9.1,11.18,257,0.006503897,,,,
4,1,5,Yes,PIEN,,1,5,-,-,,,8,11.89,240,0.00502656,,,,
4,1,6,Yes,PIEN,,1,5,-,-,,,7.3,11.91,229,0.004185397,,,,
4,1,7,Yes,PIEN,,1,5,-,-,,,8.5,13.06,239,0.005674515,,,,
4,2,1,Yes,PIEN,,1,5,-,-,,,15.1,18.93,231,0.017907905,,,,
4,2,2,Yes,PIEN,,1,5,-,-,,,9,16.71,234,0.00636174,,,,
4,2,3,Yes,PIEN,,1,5,-,-,,,11,18.27,236,0.00950334,,,,
4,3,1,Yes,PIEN,,1,5,-,-,,,7.6,6.43,255,0.00453647,,,,
4,3,2,Yes,PIEN,,1,5,-,-,,,6,6.73,258,0.00282744,,,,
4,4,1,Yes,PIEN,,1,5,-,-,,,24.5,15.82,244,0.047143635,,,,
4,4,4,Yes,PIEN,,1,5,-,-,,,12.5,8.77,309,0.012271875,,,,Gap of 38 m with no trees before plot 8
4,4,5,Yes,PIEN,,1,5,-,-,,,9,9.37,308,0.00636174,,,,
4,4,6,Yes,PIEN,,1,5,-,-,,,7,9.28,320,0.00384846,,,,
4,5,1,Yes,PIEN,,1,5,-,-,,,6.8,1.97,257,0.00363169,,,,
4,5,2,Yes,PIEN,,1,5,-,-,,,9.6,6.37,258,0.007238246,,,,two stems
4,5,3,Yes,PIEN,,1,5,-,-,,,9.4,10.04,236,0.006939794,,,,
4,5,4,Yes,PIEN,,1,5,-,-,,,5.4,15.42,271,0.002290226,,,,
4,6,1,Yes,PIEN,,1,5,-,-,,,10.5,16.19,243,0.008659035,,,,
4,6,2,Yes,PIEN,,1,5,-,-,,,18,16.79,249,0.02544696,,,,
4,6,3,Yes,PIEN,,1,5,-,-,,,17.5,16.47,254,0.024052875,,,,
4,6,4,Yes,PIEN,,1,5,-,-,,,17.2,17.15,255,0.023235274,,,,
4,6,5,No,PIEN,,1,5,-,-,,,18,17.14,254,0.02544696,,,,
4,6,6,Yes,PIEN,,1,5,-,-,,,25.2,18.87,254,0.049876042,,,,
4,6,7,Yes,PIEN,,1,5,-,-,,,23.2,16.44,262,0.04227337,,,,
4,6,8,Yes,PIEN,,1,5,-,-,,,6,16.81,262,0.00282744,,,,
