Plot no.,Species,DBH (2004),2004 size bin,known age,predicted age,2004 age bin, 2004 Density (ha-1),2004BA (m2),Distance from 1922 (cm),DBH (1922),1922 size bin,1922 Density (ha-1),1922 BA (m2),,,,,,
81,PIPO,27.9,3,136,136,7,25,0.0611363,8.5,10.9,1,25,0.009331,,,,,,
81,PIPO,29.9,3,0,122,7,25,0.0702155,8.5,12.9,1,25,0.013070,,,,,,
81,PIST,21.3,2,135,135,7,25,0.0356328,5.6,10.1,1,25,0.008012,,,,,,
81,PIST,24.8,2,148,148,8,25,0.0483052,5.6,13.6,1,25,0.014527,,,,,,
81,PIST,25.4,2,203,203,11,25,0.0506709,5.6,14.2,1,25,0.015837,,,,,,
81,PSME,23,2,83,83,5,25,0.0415477,7.8,7.4,1,25,0.004301,,,,,,
81,QUGA,16,2,0,88,5,25,0.0201062,3.1,9.8,1,25,0.007543,,,,,,
82,PIST,16.7,2,139,139,7,25,0.0219040,5.6,5.5,1,25,0.002376,,,,,,
82,PIST,19.1,2,145,145,8,25,0.0286522,5.6,7.9,1,25,0.004902,,,,,,
82,PIST,20.5,2,0,98,5,25,0.0330064,5.6,9.3,1,25,0.006793,,,,,,
82,PIST,20.7,2,0,99,5,25,0.0336536,5.6,9.5,1,25,0.007088,,,,,,
82,PIST,21.1,2,114,114,6,25,0.0349668,5.6,9.9,1,25,0.007698,,,,,,
82,PIST,21.3,2,0,102,6,25,0.0356328,5.6,10.1,1,25,0.008012,,,,,,
82,PIST,22.1,2,139,139,7,25,0.0383597,5.6,10.9,1,25,0.009331,,,,,,
82,PIST,22.2,2,0,103,6,25,0.0387077,5.6,11.0,1,25,0.009503,,,,,,
82,PIST,22.5,2,0,103,6,25,0.0397609,5.6,11.3,1,25,0.010029,,,,,,
82,PIST,22.6,2,138,138,7,25,0.0401151,5.6,11.4,1,25,0.010207,,,,,,
82,PIST,23.8,2,0,109,6,25,0.0444882,5.6,12.6,1,25,0.012469,,,,,,
82,PIST,24.5,2,0,109,6,25,0.0471436,5.6,13.3,1,25,0.013893,,,,,,
82,PIST,24.6,2,130,130,7,25,0.0475293,5.6,13.4,1,25,0.014103,,,,,,
82,PIST,24.8,2,0,110,6,25,0.0483052,5.6,13.6,1,25,0.014527,,,,,,
82,PIST,24.9,2,138,138,7,25,0.0486956,5.6,13.7,1,25,0.014741,,,,,,
82,PIST,25,2,0,111,6,25,0.0490875,5.6,13.8,1,25,0.014957,,,,,,
82,PIST,25.2,2,135,135,7,25,0.0498760,5.6,14.0,1,25,0.015394,,,,,,
82,PIST,25.3,2,0,116,6,25,0.0502727,5.6,14.1,1,25,0.015615,,,,,,
82,PIST,26.9,3,143,143,8,25,0.0568323,5.6,15.7,1,25,0.019359,,,,,,
82,PSME,23.9,2,103,103,6,25,0.0448628,7.8,8.3,1,25,0.005411,,,,,,
82,PSME,24,2,0,111,6,25,0.0452390,7.8,8.4,1,25,0.005542,,,,,,
82,PSME,28.3,3,166,166,9,25,0.0629019,7.8,12.7,1,25,0.012668,,,,,,
82,QUGA,16,2,0,88,5,25,0.0201062,3.1,9.8,1,25,0.007543,,,,,,
83,PIPO,30.5,3,0,125,7,25,0.0730618,8.5,13.5,1,25,0.014314,,,,,,
83,PIPO,30.5,3,0,126,7,25,0.0730618,8.5,13.5,1,25,0.014314,,,,,,
84,PIST,23.2,2,0,105,6,25,0.0422734,5.6,12.0,1,25,0.011310,,,,,,
84,PIST,23.2,2,0,105,6,25,0.0422734,5.6,12.0,1,25,0.011310,,,,,,
84,PIST,23.3,2,194,194,10,25,0.0426386,5.6,12.1,1,25,0.011499,,,,,,
84,PIST,23.6,2,199,199,10,25,0.0437436,5.6,12.4,1,25,0.012076,,,,,,
84,QUGA,17.8,2,144,144,8,25,0.0248846,3.1,11.6,1,25,0.010568,,,,,,
85,PSME,22.4,2,94,94,5,25,0.0394082,7.8,6.8,1,25,0.003632,,,,,,
85,PSME,25.6,2,96,96,5,25,0.0514720,7.8,10.0,1,25,0.007854,,,,,,
85,PSME,25.8,2,0,116,6,25,0.0522794,7.8,10.2,1,25,0.008171,,,,,,
85,PSME,26.1,3,96,96,5,25,0.0535022,7.8,10.5,1,25,0.008659,,,,,,
85,PSME,26.5,3,99,99,5,25,0.0551547,7.8,10.9,1,25,0.009331,,,,,,
85,PSME,27,3,0,119,6,25,0.0572557,7.8,11.4,1,25,0.010207,,,,,,
85,PSME,29.6,3,93,93,5,25,0.0688136,7.8,14.0,1,25,0.015394,,,,,,
85,PSME,30.3,3,117,117,6,25,0.0721068,7.8,14.7,1,25,0.016972,,,,,,
85,QUGA,13.9,1,0,83,5,25,0.0151747,3.1,7.7,1,25,0.004657,,,,,,
85,QUGA,13.9,1,0,86,5,25,0.0151747,3.1,7.7,1,25,0.004657,,,,,,
85,QUGA,15.4,1,166,166,9,25,0.0186265,3.1,9.2,1,25,0.006648,,,,,,
85,QUGA,17.1,2,0,94,5,25,0.0229659,3.1,10.9,1,25,0.009331,,,,,,
85,QUGA,18.6,2,194,194,10,25,0.0271717,3.1,12.4,1,25,0.012076,,,,,,
85,QUGA,18.8,2,0,96,5,25,0.0277592,3.1,12.6,1,25,0.012469,,,,,,
85,QUGA,19.3,2,0,98,5,25,0.0292554,3.1,13.1,1,25,0.013478,,,,,,
85,QUGA,20.1,2,0,99,5,25,0.0317309,3.1,13.9,1,25,0.015175,,,,,,
86,PIPO,28.1,3,119,119,6,25,0.0620160,8.5,11.1,1,25,0.009677,,,,,,
86,PIST,19.6,2,0,94,5,25,0.0301719,5.6,8.4,1,25,0.005542,,,,,,
86,PIST,19.6,2,0,99,5,25,0.0301719,5.6,8.4,1,25,0.005542,,,,,,
86,PSME,22,2,0,106,6,25,0.0380134,7.8,6.4,1,25,0.003217,,,,,,
86,PSME,22.4,2,0,109,6,25,0.0394082,7.8,6.8,1,25,0.003632,,,,,,
86,QUGA,15.3,1,0,86,5,25,0.0183854,3.1,9.1,1,25,0.006504,,,,,,
86,QUGA,15.3,1,0,89,5,25,0.0183854,3.1,9.1,1,25,0.006504,,,,,,
88,PIST,16.2,2,0,87,5,25,0.0206120,5.6,5.0,1,25,0.001964,,,,,,
88,PIST,17,2,96,96,5,25,0.0226981,5.6,5.8,1,25,0.002642,,,,,,
88,PIST,17.4,2,0,89,5,25,0.0237788,5.6,6.2,1,25,0.003019,,,,,,
88,PIST,17.9,2,81,81,5,25,0.0251650,5.6,6.7,1,25,0.003526,,,,,,
88,PIST,18.5,2,110,110,6,25,0.0268803,5.6,7.3,1,25,0.004185,,,,,,
88,PIST,19.2,2,0,94,5,25,0.0289530,5.6,8.0,1,25,0.005027,,,,,,
88,PIST,19.3,2,0,94,5,25,0.0292554,5.6,8.1,1,25,0.005153,,,,,,
88,PIST,21.9,2,121,121,7,25,0.0376686,5.6,10.7,1,25,0.008992,,,,,,
88,PSME,21.5,2,87,87,5,25,0.0363051,7.8,5.9,1,25,0.002734,,,,,,
88,PSME,28.2,3,119,119,6,25,0.0624581,7.8,12.6,1,25,0.012469,,,,,,
88,PSME,28.5,3,0,122,7,25,0.0637941,7.8,12.9,1,25,0.013070,,,,,,
88,PSME,28.8,3,112,112,6,25,0.0651442,7.8,13.2,1,25,0.013685,,,,,,
88,QUGA,11.8,1,132,132,7,25,0.0109359,3.1,5.6,1,25,0.002463,,,,,,
88,QUGA,12.1,1,0,81,5,25,0.0114990,3.1,5.9,1,25,0.002734,,,,,,
88,QUGA,13.1,1,0,85,5,25,0.0134782,3.1,6.9,1,25,0.003739,,,,,,
88,QUGA,21.5,2,0,101,6,25,0.0363051,3.1,15.3,1,25,0.018385,,,,,,
89,PIST,17.2,2,122,122,7,25,0.0232353,5.6,6.0,1,25,0.002827,,,,,,
89,PIST,17.3,2,0,89,5,25,0.0235062,5.6,6.1,1,25,0.002922,,,,,,
89,PIST,17.8,2,0,89,5,25,0.0248846,5.6,6.6,1,25,0.003421,,,,,,
89,PIST,17.9,2,130,130,7,25,0.0251650,5.6,6.7,1,25,0.003526,,,,,,
89,PIST,18,2,0,94,5,25,0.0254470,5.6,6.8,1,25,0.003632,,,,,,
89,PIST,23.6,2,126,126,7,25,0.0437436,5.6,12.4,1,25,0.012076,,,,,,
89,PSME,25.5,2,110,110,6,25,0.0510706,7.8,9.9,1,25,0.007698,,,,,,
89,PSME,27.8,3,123,123,7,25,0.0606989,7.8,12.2,1,25,0.011690,,,,,,
90,PIPO,28.5,3,108,108,6,25,0.0637941,8.5,11.5,1,25,0.010387,,,,,,
90,PIST,17.5,2,104,104,6,25,0.0240529,5.6,6.3,1,25,0.003117,,,,,,
90,PIST,18.9,2,0,94,5,25,0.0280553,5.6,7.7,1,25,0.004657,,,,,,
90,PIST,19.5,2,106,106,6,25,0.0298648,5.6,8.3,1,25,0.005411,,,,,,
90,PIST,20.4,2,0,97,5,25,0.0326852,5.6,9.2,1,25,0.006648,,,,,,
90,PIST,20.5,2,0,100,5,25,0.0330064,5.6,9.3,1,25,0.006793,,,,,,
90,PIST,23.6,2,122,122,7,25,0.0437436,5.6,12.4,1,25,0.012076,,,,,,
90,PIST,23.8,2,125,125,7,25,0.0444882,5.6,12.6,1,25,0.012469,,,,,,
90,PIST,23.9,2,0,111,6,25,0.0448628,5.6,12.7,1,25,0.012668,,,,,,
90,PIST,25.1,2,112,112,6,25,0.0494810,5.6,13.9,1,25,0.015175,,,,,,
90,PIST,25.2,2,0,111,6,25,0.0498760,5.6,14.0,1,25,0.015394,,,,,,
90,PIST,25.4,2,110,110,6,25,0.0506709,5.6,14.2,1,25,0.015837,,,,,,
90,PIST,26.6,3,123,123,7,25,0.0555718,5.6,15.4,1,25,0.018627,,,,,,
90,QUGA,11.8,1,125,125,7,25,0.0109359,3.1,5.6,1,25,0.002463,,,,,,
90,QUGA,12.2,1,0,81,5,25,0.0116899,3.1,6.0,1,25,0.002827,,,,,,
91,PIED,18.5,2,87,87,5,25,0.0268803,4.2,10.1,1,25,0.008012,,,,,,
92,PIST,18.6,2,139,139,7,25,0.0271717,5.6,7.4,1,25,0.004301,,,,,,
92,PIST,18.9,2,116,116,6,25,0.0280553,5.6,7.7,1,25,0.004657,,,,,,
92,PIST,19.2,2,0,99,5,25,0.0289530,5.6,8.0,1,25,0.005027,,,,,,
92,PIST,21.1,2,0,101,6,25,0.0349668,5.6,9.9,1,25,0.007698,,,,,,
92,PIST,21.8,2,147,147,8,25,0.0373253,5.6,10.6,1,25,0.008825,,,,,,
93,PIST,16.9,2,82,82,5,25,0.0224318,5.6,5.7,1,25,0.002552,,,,,,
93,PIST,17.6,2,104,104,6,25,0.0243286,5.6,6.4,1,25,0.003217,,,,,,
93,PIST,18,2,0,90,5,25,0.0254470,5.6,6.8,1,25,0.003632,,,,,,
93,PIST,18.1,2,0,95,5,25,0.0257305,5.6,6.9,1,25,0.003739,,,,,,
93,PIST,19.9,2,131,131,7,25,0.0311026,5.6,8.7,1,25,0.005945,,,,,,
93,PIST,26.5,3,0,115,6,25,0.0551547,5.6,15.3,1,25,0.018385,,,,,,
93,PIST,26.5,3,0,117,6,25,0.0551547,5.6,15.3,1,25,0.018385,,,,,,
93,PSME,23.5,2,0,109,6,25,0.0433737,7.8,7.9,1,25,0.004902,,,,,,
93,PSME,28.4,3,181,181,10,25,0.0633472,7.8,12.8,1,25,0.012868,,,,,,
93,QUGA,13,1,135,135,7,25,0.0132733,3.1,6.8,1,25,0.003632,,,,,,
94,PIST,17.7,2,0,89,5,25,0.0246058,5.6,6.5,1,25,0.003318,,,,,,
94,PIST,18.2,2,0,91,5,25,0.0260156,5.6,7.0,1,25,0.003848,,,,,,
94,PIST,19,2,0,93,5,25,0.0283529,5.6,7.8,1,25,0.004778,,,,,,
94,PIST,19.1,2,0,94,5,25,0.0286522,5.6,7.9,1,25,0.004902,,,,,,
94,PIST,20.4,2,0,97,5,25,0.0326852,5.6,9.2,1,25,0.006648,,,,,,
94,PIST,20.4,2,0,98,5,25,0.0326852,5.6,9.2,1,25,0.006648,,,,,,
94,PSME,24,2,86,86,5,25,0.0452390,7.8,8.4,1,25,0.005542,,,,,,
95,PIST,26.1,3,217,217,11,25,0.0535022,5.6,14.9,1,25,0.017437,,,,,,
96,PSME,20.6,2,165,165,9,25,0.0333292,7.8,5.0,1,25,0.001964,,,,,,
96,PSME,24.6,2,152,152,8,25,0.0475293,7.8,9.0,1,25,0.006362,,,,,,
96,PSME,25.2,2,0,114,6,25,0.0498760,7.8,9.6,1,25,0.007238,,,,,,
96,PSME,25.3,2,158,158,8,25,0.0502727,7.8,9.7,1,25,0.007390,,,,,,
96,PSME,26,3,200,200,10,25,0.0530930,7.8,10.4,1,25,0.008495,,,,,,
96,PSME,26.2,3,0,117,6,25,0.0539130,7.8,10.6,1,25,0.008825,,,,,,
97,PIPO,29.5,3,0,123,7,25,0.0683494,8.5,12.5,1,25,0.012272,,,,,,
97,PIST,16.8,2,0,89,5,25,0.0221671,5.6,5.6,1,25,0.002463,,,,,,
97,PIST,17.9,2,0,92,5,25,0.0251650,5.6,6.7,1,25,0.003526,,,,,,
97,PSME,21.8,2,0,107,6,25,0.0373253,7.8,6.2,1,25,0.003019,,,,,,
97,PSME,26.9,3,0,118,6,25,0.0568323,7.8,11.3,1,25,0.010029,,,,,,
98,PIST,18.6,2,110,110,6,25,0.0271717,5.6,7.4,1,25,0.004301,,,,,,
98,PIST,19.2,2,0,96,5,25,0.0289530,5.6,8.0,1,25,0.005027,,,,,,
98,PIST,20.3,2,100,100,5,25,0.0323655,5.6,9.1,1,25,0.006504,,,,,,
98,PIST,24.3,2,125,125,7,25,0.0463771,5.6,13.1,1,25,0.013478,,,,,,
98,QUGA,12,1,120,120,6,25,0.0113098,3.1,5.8,1,25,0.002642,,,,,,
98,QUGA,12.8,1,0,81,5,25,0.0128680,3.1,6.6,1,25,0.003421,,,,,,
98,QUGA,13,1,154,154,8,25,0.0132733,3.1,6.8,1,25,0.003632,,,,,,
98,QUGA,13.1,1,0,81,5,25,0.0134782,3.1,6.9,1,25,0.003739,,,,,,
98,QUGA,13.2,1,0,82,5,25,0.0136848,3.1,7.0,1,25,0.003848,,,,,,
98,QUGA,13.7,1,121,121,7,25,0.0147412,3.1,7.5,1,25,0.004418,,,,,,
98,QUGA,14.1,1,0,87,5,25,0.0156145,3.1,7.9,1,25,0.004902,,,,,,
98,QUGA,15.5,1,0,90,5,25,0.0188692,3.1,9.3,1,25,0.006793,,,,,,
99,PSME,21.5,2,109,109,6,25,0.0363051,7.8,5.9,1,25,0.002734,,,,,,
99,PSME,22,2,125,125,7,25,0.0380134,7.8,6.4,1,25,0.003217,,,,,,
99,PSME,23.9,2,0,110,6,25,0.0448628,7.8,8.3,1,25,0.005411,,,,,,
99,PSME,24,2,112,112,6,25,0.0452390,7.8,8.4,1,25,0.005542,,,,,,
99,PSME,24.2,2,0,112,6,25,0.0459962,7.8,8.6,1,25,0.005809,,,,,,
99,PSME,31.2,3,102,102,6,25,0.0764540,7.8,15.6,1,25,0.019113,,,,,,
99,PSME,31.4,3,121,121,7,25,0.0774373,7.8,15.8,1,25,0.019607,,,,,,
99,QUGA,11.4,1,0,81,5,25,0.0102071,3.1,5.2,1,25,0.002124,,,,,,
100,PIST,20.1,2,102,102,6,25,0.0317309,5.6,8.9,1,25,0.006221,,,,,,
100,PSME,22.5,2,216,216,11,25,0.0397609,7.8,6.9,1,25,0.003739,,,,,,
100,PSME,25,2,140,140,7,25,0.0490875,7.8,9.4,1,25,0.006940,,,,,,
100,PSME,26,3,0,120,6,25,0.0530930,7.8,10.4,1,25,0.008495,,,,,,
100,PSME,27.7,3,0,121,7,25,0.0602630,7.8,12.1,1,25,0.011499,,,,,,
100,PSME,30.5,3,0,127,7,25,0.0730618,7.8,14.9,1,25,0.017437,,,,,,
101,PIPO,27.5,3,0,113,6,25,0.0593959,8.5,10.5,1,25,0.008659,,,,,,
101,QUGA,12.2,1,92,92,5,25,0.0116899,3.1,6.0,1,25,0.002827,,,,,,
102,PIST,17,2,111,111,6,25,0.0226981,5.6,5.8,1,25,0.002642,,,,,,
102,PIST,18.6,2,0,92,5,25,0.0271717,5.6,7.4,1,25,0.004301,,,,,,
102,PIST,21.5,2,174,174,9,25,0.0363051,5.6,10.3,1,25,0.008332,,,,,,
102,PIST,22,2,0,103,6,25,0.0380134,5.6,10.8,1,25,0.009161,,,,,,
102,PIST,22.5,2,118,118,6,25,0.0397609,5.6,11.3,1,25,0.010029,,,,,,
102,PIST,23,2,0,106,6,25,0.0415477,5.6,11.8,1,25,0.010936,,,,,,
102,PIST,23.4,2,0,108,6,25,0.0430054,5.6,12.2,1,25,0.011690,,,,,,
102,PIST,26.8,3,122,122,7,25,0.0564106,5.6,15.6,1,25,0.019113,,,,,,
102,QUGA,12.8,1,158,158,8,25,0.0128680,3.1,6.6,1,25,0.003421,,,,,,
102,QUGA,16.3,2,0,89,5,25,0.0208673,3.1,10.1,1,25,0.008012,,,,,,
103,PSME,22.2,2,116,116,6,25,0.0387077,7.8,6.6,1,25,0.003421,,,,,,
104,PIPO,22.7,2,85,85,5,25,0.0404709,8.5,5.7,1,25,0.002552,,,,,,
104,PIPO,23.5,2,0,98,5,25,0.0433737,8.5,6.5,1,25,0.003318,,,,,,
104,PIPO,29.8,3,82,82,5,25,0.0697467,8.5,12.8,1,25,0.012868,,,,,,
104,PSME,29.6,3,0,124,7,25,0.0688136,7.8,14.0,1,25,0.015394,,,,,,
104,QUGA,12.6,1,0,81,5,25,0.0124690,3.1,6.4,1,25,0.003217,,,,,,
104,QUGA,13,1,100,100,5,25,0.0132733,3.1,6.8,1,25,0.003632,,,,,,
104,QUGA,13.5,1,0,85,5,25,0.0143139,3.1,7.3,1,25,0.004185,,,,,,
106,PSME,21,2,0,104,6,25,0.0346361,7.8,5.4,1,25,0.002290,,,,,,
106,QUGA,12.5,1,0,81,5,25,0.0122719,3.1,6.3,1,25,0.003117,,,,,,
106,QUGA,13.2,1,0,81,5,25,0.0136848,3.1,7.0,1,25,0.003848,,,,,,
106,QUGA,13.2,1,0,82,5,25,0.0136848,3.1,7.0,1,25,0.003848,,,,,,
106,QUGA,13.4,1,96,96,5,25,0.0141026,3.1,7.2,1,25,0.004072,,,,,,
106,QUGA,14.1,1,0,85,5,25,0.0156145,3.1,7.9,1,25,0.004902,,,,,,
106,QUGA,19.5,2,0,97,5,25,0.0298648,3.1,13.3,1,25,0.013893,,,,,,
108,PSME,21.9,2,0,105,6,25,0.0376686,7.8,6.3,1,25,0.003117,,,,,,
110,PSME,30.5,3,124,124,7,25,0.0730618,7.8,14.9,1,25,0.017437,,,,,,
110,QUGA,13.2,1,0,81,5,25,0.0136848,3.1,7.0,1,25,0.003848,,,,,,
111,PIPO,26.5,3,0,110,6,25,0.0551547,8.5,9.5,1,25,0.007088,,,,,,
111,PIPO,26.7,3,0,114,6,25,0.0559904,8.5,9.7,1,25,0.007390,,,,,,
112,PIST,22.2,2,150,150,8,25,0.0387077,5.6,11.0,1,25,0.009503,,,,,,
112,QUGA,13.5,1,0,82,5,25,0.0143139,3.1,7.3,1,25,0.004185,,,,,,
112,QUGA,13.5,1,0,83,5,25,0.0143139,3.1,7.3,1,25,0.004185,,,,,,
112,QUGA,14,1,0,83,5,25,0.0153938,3.1,7.8,1,25,0.004778,,,,,,
112,QUGA,16.6,2,131,131,7,25,0.0216425,3.1,10.4,1,25,0.008495,,,,,,
112,QUGA,19.1,2,0,96,5,25,0.0286522,3.1,12.9,1,25,0.013070,,,,,,
113,PIPO,24,2,0,100,5,25,0.0452390,8.5,7.0,1,25,0.003848,,,,,,
113,PIPO,28,3,91,91,5,25,0.0615754,8.5,11.0,1,25,0.009503,,,,,,
113,QUGA,15.5,1,0,87,5,25,0.0188692,3.1,9.3,1,25,0.006793,,,,,,
113,QUGA,18,2,0,93,5,25,0.0254470,3.1,11.8,1,25,0.010936,,,,,,
114,PIST,16.5,2,90,90,5,25,0.0213825,5.6,5.3,1,25,0.002206,,,,,,
114,PIST,18,2,0,90,5,25,0.0254470,5.6,6.8,1,25,0.003632,,,,,,
115,PIED,16.3,2,119,119,6,25,0.0208673,4.2,7.9,1,25,0.004902,,,,,,
115,PIED,16.6,2,135,135,7,25,0.0216425,4.2,8.2,1,25,0.005281,,,,,,
115,PSME,22.2,2,0,106,6,25,0.0387077,7.8,6.6,1,25,0.003421,,,,,,
116,PIED,17.9,2,109,109,6,25,0.0251650,4.2,9.5,1,25,0.007088,,,,,,
117,PIPO,32.2,3,0,131,7,25,0.0814334,8.5,15.2,1,25,0.018146,,,,,,
117,PIPO,32.2,3,0,134,7,25,0.0814334,8.5,15.2,1,25,0.018146,,,,,,
117,PSME,21.2,2,94,94,5,25,0.0352990,7.8,5.6,1,25,0.002463,,,,,,
117,PSME,25.2,2,107,107,6,25,0.0498760,7.8,9.6,1,25,0.007238,,,,,,
117,QUGA,14,1,141,141,8,25,0.0153938,3.1,7.8,1,25,0.004778,,,,,,
117,QUGA,14.1,1,0,85,5,25,0.0156145,3.1,7.9,1,25,0.004902,,,,,,
117,QUGA,14.9,1,165,165,9,25,0.0174367,3.1,8.7,1,25,0.005945,,,,,,
117,QUGA,16.2,2,0,89,5,25,0.0206120,3.1,10.0,1,25,0.007854,,,,,,
118,PIST,16.3,2,0,85,5,25,0.0208673,5.6,5.1,1,25,0.002043,,,,,,
118,PSME,22.5,2,101,101,6,25,0.0397609,7.8,6.9,1,25,0.003739,,,,,,
118,PSME,30,3,90,90,5,25,0.0706860,7.8,14.4,1,25,0.016286,,,,,,
118,QUGA,13.5,1,93,93,5,25,0.0143139,3.1,7.3,1,25,0.004185,,,,,,
119,PSME,28.9,3,104,99,5,25,0.0655974,7.8,13.3,1,25,0.013893,,,,,,
119,PSME,28.9,3,99,99,5,25,0.0655974,7.8,13.3,1,25,0.013893,,,,,,
119,PSME,28.9,3,104,104,6,25,0.0655974,7.8,13.3,1,25,0.013893,,,,,,
119,PSME,30.5,3,0,128,7,25,0.0730618,7.8,14.9,1,25,0.017437,,,,,,
119,PSME,31,3,96,96,5,25,0.0754769,7.8,15.4,1,25,0.018627,,,,,,
119,QUGA,12.4,1,0,81,5,25,0.0120763,3.1,6.2,1,25,0.003019,,,,,,
119,QUGA,13,1,0,81,5,25,0.0132733,3.1,6.8,1,25,0.003632,,,,,,
119,QUGA,13.2,1,124,124,7,25,0.0136848,3.1,7.0,1,25,0.003848,,,,,,
120,PIPO,22.7,2,0,96,5,25,0.0404709,8.5,5.7,1,25,0.002552,,,,,,
120,PIST,21.1,2,135,135,7,25,0.0349668,5.6,9.9,1,25,0.007698,,,,,,
120,PIST,21.6,2,91,91,5,25,0.0366436,5.6,10.4,1,25,0.008495,,,,,,
120,PIST,22,2,0,101,6,25,0.0380134,5.6,10.8,1,25,0.009161,,,,,,
121,PIST,16.6,2,0,86,5,25,0.0216425,5.6,5.4,1,25,0.002290,,,,,,
121,PIST,19.8,2,134,134,7,25,0.0307908,5.6,8.6,1,25,0.005809,,,,,,
121,PIST,20.5,2,0,97,5,25,0.0330064,5.6,9.3,1,25,0.006793,,,,,,
121,PIST,20.6,2,121,121,7,25,0.0333292,5.6,9.4,1,25,0.006940,,,,,,
121,PIST,20.7,2,0,102,6,25,0.0336536,5.6,9.5,1,25,0.007088,,,,,,
121,PIST,22.1,2,130,130,7,25,0.0383597,5.6,10.9,1,25,0.009331,,,,,,
122,PSME,24.8,2,122,122,7,25,0.0483052,7.8,9.2,1,25,0.006648,,,,,,
122,QUGA,11.9,1,97,97,5,25,0.0111220,3.1,5.7,1,25,0.002552,,,,,,
122,QUGA,16.2,2,0,88,5,25,0.0206120,3.1,10.0,1,25,0.007854,,,,,,
122,QUGA,16.2,2,0,90,5,25,0.0206120,3.1,10.0,1,25,0.007854,,,,,,
122,QUGA,21,2,0,100,5,25,0.0346361,3.1,14.8,1,25,0.017203,,,,,,
123,PSME,23.6,2,0,114,6,25,0.0437436,7.8,8.0,1,25,0.005027,,,,,,
123,PSME,28.9,3,0,123,7,25,0.0655974,7.8,13.3,1,25,0.013893,,,,,,
123,PSME,31,3,99,99,5,25,0.0754769,7.8,15.4,1,25,0.018627,,,,,,
123,QUGA,14.3,1,129,129,7,25,0.0160606,3.1,8.1,1,25,0.005153,,,,,,
124,PSME,27,3,0,118,6,25,0.0572557,7.8,11.4,1,25,0.010207,,,,,,
125,PIST,22.8,2,247,247,13,25,0.0408282,5.6,11.6,1,25,0.010568,,,,,,
125,PSME,22.3,2,269,269,14,25,0.0390572,7.8,6.7,1,25,0.003526,,,,,,
127,PIST,16.7,2,141,141,8,25,0.0219040,5.6,5.5,1,25,0.002376,,,,,,
127,PIST,17.9,2,0,90,5,25,0.0251650,5.6,6.7,1,25,0.003526,,,,,,
127,PIST,18,2,0,92,5,25,0.0254470,5.6,6.8,1,25,0.003632,,,,,,
127,PIST,24.7,2,140,140,7,25,0.0479165,5.6,13.5,1,25,0.014314,,,,,,
127,PIST,25.9,2,144,144,8,25,0.0526854,5.6,14.7,1,25,0.016972,,,,,,
127,PSME,29.5,3,151,151,8,25,0.0683494,7.8,13.9,1,25,0.015175,,,,,,
127,QUGA,17.5,2,0,92,5,25,0.0240529,3.1,11.3,1,25,0.010029,,,,,,
129,PIED,21.2,2,139,139,7,25,0.0352990,4.2,12.8,1,25,0.012868,,,,,,
129,PIED,23.3,2,150,150,8,25,0.0426386,4.2,14.9,1,25,0.017437,,,,,,
129,PIED,24.2,2,0,86,5,25,0.0459962,4.2,15.8,1,25,0.019607,,,,,,
129,PIPO,25.3,2,83,83,5,25,0.0502727,8.5,8.3,1,25,0.005411,,,,,,
130,PIST,17.6,2,103,103,6,25,0.0243286,5.6,6.4,1,25,0.003217,,,,,,
130,PIST,18.2,2,87,87,5,25,0.0260156,5.6,7.0,1,25,0.003848,,,,,,
130,PIST,19.3,2,0,94,5,25,0.0292554,5.6,8.1,1,25,0.005153,,,,,,
130,PIST,25.2,2,107,107,6,25,0.0498760,5.6,14.0,1,25,0.015394,,,,,,
130,PIST,25.2,2,211,211,11,25,0.0498760,5.6,14.0,1,25,0.015394,,,,,,
130,PIST,25.9,2,0,113,6,25,0.0526854,5.6,14.7,1,25,0.016972,,,,,,
130,QUGA,15,1,0,85,5,25,0.0176715,3.1,8.8,1,25,0.006082,,,,,,
130,QUGA,20.7,2,213,213,11,25,0.0336536,3.1,14.5,1,25,0.016513,,,,,,
131,PIST,22.6,2,151,151,8,25,0.0401151,5.6,11.4,1,25,0.010207,,,,,,
131,PIST,26.2,3,143,143,8,25,0.0539130,5.6,15.0,1,25,0.017672,,,,,,
131,PSME,21.1,2,89,89,5,25,0.0349668,7.8,5.5,1,25,0.002376,,,,,,
131,QUGA,17.5,2,108,108,6,25,0.0240529,3.1,11.3,1,25,0.010029,,,,,,
132,PIPO,22.5,2,0,94,5,25,0.0397609,8.5,5.5,1,25,0.002376,,,,,,
132,PIPO,22.5,2,0,97,5,25,0.0397609,8.5,5.5,1,25,0.002376,,,,,,
132,PIPO,23.2,2,82,82,5,25,0.0422734,8.5,6.2,1,25,0.003019,,,,,,
132,PIPO,24,2,89,89,5,25,0.0452390,8.5,7.0,1,25,0.003848,,,,,,
132,PIPO,26,3,84,84,5,25,0.0530930,8.5,9.0,1,25,0.006362,,,,,,
132,PIPO,26,3,87,87,5,25,0.0530930,8.5,9.0,1,25,0.006362,,,,,,
132,PIPO,26,3,84,108,6,25,0.0530930,8.5,9.0,1,25,0.006362,,,,,,
132,PIPO,26.1,3,83,83,5,25,0.0535022,8.5,9.1,1,25,0.006504,,,,,,
132,PIPO,27.2,3,83,83,5,25,0.0581070,8.5,10.2,1,25,0.008171,,,,,,
132,PIPO,28.1,3,0,116,6,25,0.0620160,8.5,11.1,1,25,0.009677,,,,,,
