Plot no.,Species,DBH (2004),2004 size bin,known age,predicted age,2004 age bin, 2004 Density (ha-1),2004BA (m2),Distance from 1922 (cm),DBH (1922),1922 size bin,1922 Density (ha-1),1922 BA (m2),,,,,,
39,PSME,22,2,0,107,6,25,0.0380134,7.8,6.4,1,25,0.003217,,,,,,
39,PSME,24,2,0,110,6,25,0.0452390,7.8,8.4,1,25,0.005542,,,,,,
39,PSME,24,2,0,111,6,25,0.0452390,7.8,8.4,1,25,0.005542,,,,,,
39,QUGA,11.4,1,91,91,5,25,0.0102071,3.1,5.2,1,25,0.002124,,,,,,
39,QUGA,11.7,1,96,96,5,25,0.0107513,3.1,5.5,1,25,0.002376,,,,,,
39,QUGA,15.8,1,123,123,7,25,0.0196067,3.1,9.6,1,25,0.007238,,,,,,
39,QUGA,19.7,2,0,97,5,25,0.0304806,3.1,13.5,1,25,0.014314,,,,,,
40,PIPO,28.6,3,92,92,5,25,0.0642426,8.5,11.6,1,25,0.010568,,,,,,
41,PIED,19.3,2,108,108,6,25,0.0292554,4.2,10.9,1,25,0.009331,,,,,,
41,PIPO,26,3,0,108,6,25,0.0530930,8.5,9.0,1,25,0.006362,,,,,,
41,PIPO,27.5,3,0,114,6,25,0.0593959,8.5,10.5,1,25,0.008659,,,,,,
42,PIST,25,2,113,113,6,25,0.0490875,5.6,13.8,1,25,0.014957,,,,,,
42,PIST,25.3,2,0,111,6,25,0.0502727,5.6,14.1,1,25,0.015615,,,,,,
42,PSME,21,2,0,106,6,25,0.0346361,7.8,5.4,1,25,0.002290,,,,,,
42,PSME,23.1,2,0,109,6,25,0.0419097,7.8,7.5,1,25,0.004418,,,,,,
43,PIPO,24.8,2,0,103,6,25,0.0483052,8.5,7.8,1,25,0.004778,,,,,,
43,PIST,16.8,2,117,117,6,25,0.0221671,5.6,5.6,1,25,0.002463,,,,,,
43,PIST,17,2,0,87,5,25,0.0226981,5.6,5.8,1,25,0.002642,,,,,,
43,PIST,17,2,0,87,5,25,0.0226981,5.6,5.8,1,25,0.002642,,,,,,
43,PIST,21.2,2,102,102,6,25,0.0352990,5.6,10.0,1,25,0.007854,,,,,,
43,PIST,24.3,2,0,108,6,25,0.0463771,5.6,13.1,1,25,0.013478,,,,,,
43,QUGA,11.3,1,107,107,6,25,0.0100288,3.1,5.1,1,25,0.002043,,,,,,
43,QUGA,12.4,1,108,108,6,25,0.0120763,3.1,6.2,1,25,0.003019,,,,,,
43,QUGA,12.8,1,151,151,8,25,0.0128680,3.1,6.6,1,25,0.003421,,,,,,
44,PSME,23.7,2,0,110,6,25,0.0441151,7.8,8.1,1,25,0.005153,,,,,,
44,PSME,28.7,3,0,122,7,25,0.0646926,7.8,13.1,1,25,0.013478,,,,,,
45,PIST,17.3,2,0,88,5,25,0.0235062,5.6,6.1,1,25,0.002922,,,,,,
45,PSME,22.4,2,0,106,6,25,0.0394082,7.8,6.8,1,25,0.003632,,,,,,
45,PSME,31,3,0,128,7,25,0.0754769,7.8,15.4,1,25,0.018627,,,,,,
45,PSME,31,3,0,128,7,25,0.0754769,7.8,15.4,1,25,0.018627,,,,,,
45,PSME,31.1,3,0,129,7,25,0.0759647,7.8,15.5,1,25,0.018869,,,,,,
45,PSME,31.3,3,103,103,6,25,0.0769449,7.8,15.7,1,25,0.019359,,,,,,
45,PSME,31.5,3,107,107,6,25,0.0779313,7.8,15.9,1,25,0.019856,,,,,,
45,QUGA,12.1,1,133,133,7,25,0.0114990,3.1,5.9,1,25,0.002734,,,,,,
45,QUGA,12.2,1,86,86,5,25,0.0116899,3.1,6.0,1,25,0.002827,,,,,,
45,QUGA,12.9,1,0,81,5,25,0.0130698,3.1,6.7,1,25,0.003526,,,,,,
45,QUGA,13,1,95,95,5,25,0.0132733,3.1,6.8,1,25,0.003632,,,,,,
45,QUGA,13.5,1,0,83,5,25,0.0143139,3.1,7.3,1,25,0.004185,,,,,,
45,QUGA,13.8,1,0,87,5,25,0.0149572,3.1,7.6,1,25,0.004536,,,,,,
45,QUGA,15.6,1,0,90,5,25,0.0191135,3.1,9.4,1,25,0.006940,,,,,,
46,PIST,16.4,2,0,85,5,25,0.0211241,5.6,5.2,1,25,0.002124,,,,,,
46,PIST,16.5,2,81,81,5,25,0.0213825,5.6,5.3,1,25,0.002206,,,,,,
46,PIST,16.7,2,0,88,5,25,0.0219040,5.6,5.5,1,25,0.002376,,,,,,
46,PIST,17.3,2,0,91,5,25,0.0235062,5.6,6.1,1,25,0.002922,,,,,,
46,PIST,20.8,2,101,101,6,25,0.0339795,5.6,9.6,1,25,0.007238,,,,,,
46,PIST,22,2,0,103,6,25,0.0380134,5.6,10.8,1,25,0.009161,,,,,,
46,QUGA,13.8,1,113,113,6,25,0.0149572,3.1,7.6,1,25,0.004536,,,,,,
46,QUGA,14,1,0,85,5,25,0.0153938,3.1,7.8,1,25,0.004778,,,,,,
47,PSME,21.2,2,0,103,6,25,0.0352990,7.8,5.6,1,25,0.002463,,,,,,
47,PSME,21.2,2,0,107,6,25,0.0352990,7.8,5.6,1,25,0.002463,,,,,,
47,QUGA,11.3,1,134,134,7,25,0.0100288,3.1,5.1,1,25,0.002043,,,,,,
47,QUGA,12,1,112,112,6,25,0.0113098,3.1,5.8,1,25,0.002642,,,,,,
47,QUGA,12.8,1,0,82,5,25,0.0128680,3.1,6.6,1,25,0.003421,,,,,,
47,QUGA,13.4,1,0,82,5,25,0.0141026,3.1,7.2,1,25,0.004072,,,,,,
47,QUGA,13.6,1,0,83,5,25,0.0145268,3.1,7.4,1,25,0.004301,,,,,,
47,QUGA,13.9,1,140,140,7,25,0.0151747,3.1,7.7,1,25,0.004657,,,,,,
47,QUGA,14,1,126,126,7,25,0.0153938,3.1,7.8,1,25,0.004778,,,,,,
47,QUGA,14.1,1,0,84,5,25,0.0156145,3.1,7.9,1,25,0.004902,,,,,,
47,QUGA,14.2,1,141,141,8,25,0.0158368,3.1,8.0,1,25,0.005027,,,,,,
47,QUGA,21.2,2,0,101,6,25,0.0352990,3.1,15.0,1,25,0.017672,,,,,,
48,PSME,21.7,2,0,106,6,25,0.0369837,7.8,6.1,1,25,0.002922,,,,,,
48,QUGA,12.6,1,0,81,5,25,0.0124690,3.1,6.4,1,25,0.003217,,,,,,
48,QUGA,13,1,0,81,5,25,0.0132733,3.1,6.8,1,25,0.003632,,,,,,
48,QUGA,13.2,1,0,81,5,25,0.0136848,3.1,7.0,1,25,0.003848,,,,,,
48,QUGA,13.3,1,0,84,5,25,0.0138929,3.1,7.1,1,25,0.003959,,,,,,
48,QUGA,14.2,1,0,84,5,25,0.0158368,3.1,8.0,1,25,0.005027,,,,,,
48,QUGA,14.5,1,0,87,5,25,0.0165130,3.1,8.3,1,25,0.005411,,,,,,
48,QUGA,15.5,1,0,87,5,25,0.0188692,3.1,9.3,1,25,0.006793,,,,,,
48,QUGA,15.7,1,121,121,7,25,0.0193593,3.1,9.5,1,25,0.007088,,,,,,
48,QUGA,16,2,0,88,5,25,0.0201062,3.1,9.8,1,25,0.007543,,,,,,
48,QUGA,18.5,2,0,94,5,25,0.0268803,3.1,12.3,1,25,0.011882,,,,,,
49,PIPO,25.2,2,0,111,6,25,0.0498760,8.5,8.2,1,25,0.005281,,,,,,
49,QUGA,11.8,1,83,83,5,25,0.0109359,3.1,5.6,1,25,0.002463,,,,,,
49,QUGA,12.3,1,0,82,5,25,0.0118823,3.1,6.1,1,25,0.002922,,,,,,
49,QUGA,13.7,1,89,89,5,25,0.0147412,3.1,7.5,1,25,0.004418,,,,,,
49,QUGA,17,2,0,90,5,25,0.0226981,3.1,10.8,1,25,0.009161,,,,,,
50,PIST,17,2,90,90,5,25,0.0226981,5.6,5.8,1,25,0.002642,,,,,,
50,PIST,17.6,2,98,98,5,25,0.0243286,5.6,6.4,1,25,0.003217,,,,,,
50,PIST,18.8,2,0,93,5,25,0.0277592,5.6,7.6,1,25,0.004536,,,,,,
50,PIST,22.2,2,137,137,7,25,0.0387077,5.6,11.0,1,25,0.009503,,,,,,
50,PIST,22.5,2,0,107,6,25,0.0397609,5.6,11.3,1,25,0.010029,,,,,,
50,PIST,23.8,2,120,120,6,25,0.0444882,5.6,12.6,1,25,0.012469,,,,,,
50,PIST,24.4,2,0,113,6,25,0.0467596,5.6,13.2,1,25,0.013685,,,,,,
50,QUGA,13.9,1,128,128,7,25,0.0151747,3.1,7.7,1,25,0.004657,,,,,,
50,QUGA,17.5,2,122,122,7,25,0.0240529,3.1,11.3,1,25,0.010029,,,,,,
51,PIPO,32.5,3,115,115,6,25,0.0829579,8.5,15.5,1,25,0.018869,,,,,,
51,PIPO,32.9,3,90,90,5,25,0.0850125,8.5,15.9,1,25,0.019856,,,,,,
51,PIST,17.5,2,98,98,5,25,0.0240529,5.6,6.3,1,25,0.003117,,,,,,
51,PIST,21.7,2,89,89,5,25,0.0369837,5.6,10.5,1,25,0.008659,,,,,,
51,PIST,25.9,2,93,93,5,25,0.0526854,5.6,14.7,1,25,0.016972,,,,,,
51,PSME,25.6,2,81,81,5,25,0.0514720,7.8,10.0,1,25,0.007854,,,,,,
51,QUGA,12.4,1,120,120,6,25,0.0120763,3.1,6.2,1,25,0.003019,,,,,,
51,QUGA,12.9,1,0,81,5,25,0.0130698,3.1,6.7,1,25,0.003526,,,,,,
51,QUGA,13.1,1,95,95,5,25,0.0134782,3.1,6.9,1,25,0.003739,,,,,,
51,QUGA,13.3,1,0,82,5,25,0.0138929,3.1,7.1,1,25,0.003959,,,,,,
51,QUGA,13.5,1,0,82,5,25,0.0143139,3.1,7.3,1,25,0.004185,,,,,,
51,QUGA,13.5,1,0,82,5,25,0.0143139,3.1,7.3,1,25,0.004185,,,,,,
51,QUGA,13.6,1,0,83,5,25,0.0145268,3.1,7.4,1,25,0.004301,,,,,,
51,QUGA,13.9,1,0,84,5,25,0.0151747,3.1,7.7,1,25,0.004657,,,,,,
51,QUGA,14.3,1,0,84,5,25,0.0160606,3.1,8.1,1,25,0.005153,,,,,,
51,QUGA,14.5,1,0,89,5,25,0.0165130,3.1,8.3,1,25,0.005411,,,,,,
51,QUGA,16.3,2,92,92,5,25,0.0208673,3.1,10.1,1,25,0.008012,,,,,,
51,QUGA,16.4,2,0,90,5,25,0.0211241,3.1,10.2,1,25,0.008171,,,,,,
53,PIED,19,2,87,87,5,25,0.0283529,4.2,10.6,1,25,0.008825,,,,,,
53,PIED,21.2,2,105,105,6,25,0.0352990,4.2,12.8,1,25,0.012868,,,,,,
54,PSME,27.5,3,107,107,6,25,0.0593959,7.8,11.9,1,25,0.011122,,,,,,
54,PSME,31.1,3,94,94,5,25,0.0759647,7.8,15.5,1,25,0.018869,,,,,,
55,PIED,23.1,2,204,204,11,25,0.0419097,4.2,14.7,1,25,0.016972,,,,,,
57,PIPO,32.3,3,119,119,6,25,0.0819400,8.5,15.3,1,25,0.018385,,,,,,
58,PIPO,28.8,3,106,106,6,25,0.0651442,8.5,11.8,1,25,0.010936,,,,,,
58,PIPO,29.1,3,114,114,6,25,0.0665085,8.5,12.1,1,25,0.011499,,,,,,
58,QUGA,12.6,1,0,82,5,25,0.0124690,3.1,6.4,1,25,0.003217,,,,,,
59,PIST,21.1,2,110,110,6,25,0.0349668,5.6,9.9,1,25,0.007698,,,,,,
59,PSME,26.9,3,0,118,6,25,0.0568323,7.8,11.3,1,25,0.010029,,,,,,
59,PSME,31.2,3,107,107,6,25,0.0764540,7.8,15.6,1,25,0.019113,,,,,,
59,QUGA,13.1,1,0,81,5,25,0.0134782,3.1,6.9,1,25,0.003739,,,,,,
59,QUGA,13.1,1,0,85,5,25,0.0134782,3.1,6.9,1,25,0.003739,,,,,,
60,PSME,21.9,2,90,90,5,25,0.0376686,7.8,6.3,1,25,0.003117,,,,,,
60,PSME,28.7,3,109,109,6,25,0.0646926,7.8,13.1,1,25,0.013478,,,,,,
60,PSME,28.7,3,109,122,7,25,0.0646926,7.8,13.1,1,25,0.013478,,,,,,
60,PSME,28.7,3,0,124,7,25,0.0646926,7.8,13.1,1,25,0.013478,,,,,,
60,PSME,29.6,3,115,115,6,25,0.0688136,7.8,14.0,1,25,0.015394,,,,,,
60,PSME,30,3,0,128,7,25,0.0706860,7.8,14.4,1,25,0.016286,,,,,,
60,PSME,31,3,113,113,6,25,0.0754769,7.8,15.4,1,25,0.018627,,,,,,
60,QUGA,11.3,1,130,130,7,25,0.0100288,3.1,5.1,1,25,0.002043,,,,,,
60,QUGA,12.5,1,0,81,5,25,0.0122719,3.1,6.3,1,25,0.003117,,,,,,
60,QUGA,13.1,1,0,83,5,25,0.0134782,3.1,6.9,1,25,0.003739,,,,,,
60,QUGA,13.8,1,0,83,5,25,0.0149572,3.1,7.6,1,25,0.004536,,,,,,
60,QUGA,13.8,1,0,84,5,25,0.0149572,3.1,7.6,1,25,0.004536,,,,,,
60,QUGA,14.3,1,0,85,5,25,0.0160606,3.1,8.1,1,25,0.005153,,,,,,
60,QUGA,14.6,1,0,86,5,25,0.0167416,3.1,8.4,1,25,0.005542,,,,,,
60,QUGA,15.2,1,0,87,5,25,0.0181459,3.1,9.0,1,25,0.006362,,,,,,
60,QUGA,18.2,2,115,115,6,25,0.0260156,3.1,12.0,1,25,0.011310,,,,,,
60,QUGA,20.7,2,0,99,5,25,0.0336536,3.1,14.5,1,25,0.016513,,,,,,
61,PSME,27.4,3,86,86,5,25,0.0589647,7.8,11.8,1,25,0.010936,,,,,,
61,PSME,28.5,3,0,124,7,25,0.0637941,7.8,12.9,1,25,0.013070,,,,,,
61,QUGA,12.8,1,0,83,5,25,0.0128680,3.1,6.6,1,25,0.003421,,,,,,
61,QUGA,13.9,1,0,84,5,25,0.0151747,3.1,7.7,1,25,0.004657,,,,,,
61,QUGA,14.2,1,0,84,5,25,0.0158368,3.1,8.0,1,25,0.005027,,,,,,
61,QUGA,14.5,1,0,85,5,25,0.0165130,3.1,8.3,1,25,0.005411,,,,,,
61,QUGA,15,1,110,110,6,25,0.0176715,3.1,8.8,1,25,0.006082,,,,,,
61,QUGA,15.3,1,96,96,5,25,0.0183854,3.1,9.1,1,25,0.006504,,,,,,
61,QUGA,15.4,1,0,88,5,25,0.0186265,3.1,9.2,1,25,0.006648,,,,,,
62,PIPO,23.5,2,0,98,5,25,0.0433737,8.5,6.5,1,25,0.003318,,,,,,
62,PIPO,31,3,107,107,6,25,0.0754769,8.5,14.0,1,25,0.015394,,,,,,
62,PIST,19.4,2,0,94,5,25,0.0295593,5.6,8.2,1,25,0.005281,,,,,,
62,PIST,21.7,2,119,119,6,25,0.0369837,5.6,10.5,1,25,0.008659,,,,,,
62,PIST,22.4,2,152,152,8,25,0.0394082,5.6,11.2,1,25,0.009852,,,,,,
63,PIST,16.5,2,114,114,6,25,0.0213825,5.6,5.3,1,25,0.002206,,,,,,
63,PIST,17,2,0,92,5,25,0.0226981,5.6,5.8,1,25,0.002642,,,,,,
63,QUGA,13.5,1,0,82,5,25,0.0143139,3.1,7.3,1,25,0.004185,,,,,,
64,PIPO,30.3,3,115,115,6,25,0.0721068,8.5,13.3,1,25,0.013893,,,,,,
64,PSME,21.3,2,103,103,6,25,0.0356328,7.8,5.7,1,25,0.002552,,,,,,
64,PSME,21.5,2,0,106,6,25,0.0363051,7.8,5.9,1,25,0.002734,,,,,,
64,PSME,22.3,2,107,107,6,25,0.0390572,7.8,6.7,1,25,0.003526,,,,,,
64,PSME,25.3,2,108,108,6,25,0.0502727,7.8,9.7,1,25,0.007390,,,,,,
64,PSME,29,3,106,91,5,25,0.0660521,7.8,13.4,1,25,0.014103,,,,,,
64,PSME,29,3,91,91,5,25,0.0660521,7.8,13.4,1,25,0.014103,,,,,,
64,PSME,29,3,106,106,6,25,0.0660521,7.8,13.4,1,25,0.014103,,,,,,
64,PSME,29.1,3,0,125,7,25,0.0665085,7.8,13.5,1,25,0.014314,,,,,,
64,PSME,29.8,3,0,128,7,25,0.0697467,7.8,14.2,1,25,0.015837,,,,,,
65,PSME,20.8,2,0,104,6,25,0.0339795,7.8,5.2,1,25,0.002124,,,,,,
65,PSME,21.3,2,90,90,5,25,0.0356328,7.8,5.7,1,25,0.002552,,,,,,
65,PSME,22.3,2,0,107,6,25,0.0390572,7.8,6.7,1,25,0.003526,,,,,,
65,PSME,22.7,2,0,108,6,25,0.0404709,7.8,7.1,1,25,0.003959,,,,,,
65,PSME,23.2,2,0,109,6,25,0.0422734,7.8,7.6,1,25,0.004536,,,,,,
65,PSME,23.3,2,91,91,5,25,0.0426386,7.8,7.7,1,25,0.004657,,,,,,
65,PSME,23.4,2,93,93,5,25,0.0430054,7.8,7.8,1,25,0.004778,,,,,,
65,PSME,23.5,2,0,109,6,25,0.0433737,7.8,7.9,1,25,0.004902,,,,,,
65,PSME,23.6,2,91,91,5,25,0.0437436,7.8,8.0,1,25,0.005027,,,,,,
65,PSME,24.6,2,0,115,6,25,0.0475293,7.8,9.0,1,25,0.006362,,,,,,
65,PSME,25.9,2,111,111,6,25,0.0526854,7.8,10.3,1,25,0.008332,,,,,,
66,PSME,23.5,2,0,109,6,25,0.0433737,7.8,7.9,1,25,0.004902,,,,,,
66,PSME,23.5,2,0,109,6,25,0.0433737,7.8,7.9,1,25,0.004902,,,,,,
66,PSME,23.5,2,0,111,6,25,0.0433737,7.8,7.9,1,25,0.004902,,,,,,
66,QUGA,12.4,1,0,82,5,25,0.0120763,3.1,6.2,1,25,0.003019,,,,,,
66,QUGA,13.6,1,0,85,5,25,0.0145268,3.1,7.4,1,25,0.004301,,,,,,
66,QUGA,14.7,1,0,87,5,25,0.0169717,3.1,8.5,1,25,0.005675,,,,,,
68,PIST,16.2,2,0,85,5,25,0.0206120,5.6,5.0,1,25,0.001964,,,,,,
68,PIST,21.9,2,107,107,6,25,0.0376686,5.6,10.7,1,25,0.008992,,,,,,
68,PIST,22.8,2,0,104,6,25,0.0408282,5.6,11.6,1,25,0.010568,,,,,,
68,PSME,21.8,2,0,105,6,25,0.0373253,7.8,6.2,1,25,0.003019,,,,,,
68,PSME,27.2,3,91,91,5,25,0.0581070,7.8,11.6,1,25,0.010568,,,,,,
68,QUGA,15,1,0,85,5,25,0.0176715,3.1,8.8,1,25,0.006082,,,,,,
68,QUGA,17.2,2,120,120,6,25,0.0232353,3.1,11.0,1,25,0.009503,,,,,,
69,PIST,24.3,2,0,111,6,25,0.0463771,5.6,13.1,1,25,0.013478,,,,,,
69,PIST,25.3,2,150,150,8,25,0.0502727,5.6,14.1,1,25,0.015615,,,,,,
70,PIST,16.7,2,112,112,6,25,0.0219040,5.6,5.5,1,25,0.002376,,,,,,
70,PSME,31.2,3,99,99,5,25,0.0764540,7.8,15.6,1,25,0.019113,,,,,,
70,QUGA,13.5,1,0,82,5,25,0.0143139,3.1,7.3,1,25,0.004185,,,,,,
70,QUGA,13.5,1,0,82,5,25,0.0143139,3.1,7.3,1,25,0.004185,,,,,,
70,QUGA,18,2,142,142,8,25,0.0254470,3.1,11.8,1,25,0.010936,,,,,,
72,PIST,21.9,2,102,102,6,25,0.0376686,5.6,10.7,1,25,0.008992,,,,,,
72,PSME,22.9,2,106,106,6,25,0.0411872,7.8,7.3,1,25,0.004185,,,,,,
72,PSME,23,2,0,108,6,25,0.0415477,7.8,7.4,1,25,0.004301,,,,,,
72,PSME,25.4,2,108,108,6,25,0.0506709,7.8,9.8,1,25,0.007543,,,,,,
72,PSME,25.9,2,0,116,6,25,0.0526854,7.8,10.3,1,25,0.008332,,,,,,
72,PSME,26.1,3,0,118,6,25,0.0535022,7.8,10.5,1,25,0.008659,,,,,,
72,PSME,27,3,111,111,6,25,0.0572557,7.8,11.4,1,25,0.010207,,,,,,
72,PSME,27.5,3,0,122,7,25,0.0593959,7.8,11.9,1,25,0.011122,,,,,,
72,PSME,28.5,3,152,152,8,25,0.0637941,7.8,12.9,1,25,0.013070,,,,,,
72,PSME,28.8,3,0,126,7,25,0.0651442,7.8,13.2,1,25,0.013685,,,,,,
72,PSME,30.1,3,0,126,7,25,0.0711580,7.8,14.5,1,25,0.016513,,,,,,
73,PSME,25.6,2,107,107,6,25,0.0514720,7.8,10.0,1,25,0.007854,,,,,,
73,QUGA,16,2,0,88,5,25,0.0201062,3.1,9.8,1,25,0.007543,,,,,,
73,QUGA,18.3,2,171,171,9,25,0.0263023,3.1,12.1,1,25,0.011499,,,,,,
74,PIST,20.6,2,108,108,6,25,0.0333292,5.6,9.4,1,25,0.006940,,,,,,
74,PIST,25.5,2,88,88,5,25,0.0510706,5.6,14.3,1,25,0.016061,,,,,,
75,PIST,18,2,0,90,5,25,0.0254470,5.6,6.8,1,25,0.003632,,,,,,
75,PIST,18,2,0,91,5,25,0.0254470,5.6,6.8,1,25,0.003632,,,,,,
75,PIST,23.5,2,140,140,7,25,0.0433737,5.6,12.3,1,25,0.011882,,,,,,
75,PIST,23.6,2,158,158,8,25,0.0437436,5.6,12.4,1,25,0.012076,,,,,,
75,PIST,24.2,2,0,109,6,25,0.0459962,5.6,13.0,1,25,0.013273,,,,,,
75,PIST,24.5,2,0,109,6,25,0.0471436,5.6,13.3,1,25,0.013893,,,,,,
75,PSME,22.2,2,0,106,6,25,0.0387077,7.8,6.6,1,25,0.003421,,,,,,
75,PSME,22.2,2,0,107,6,25,0.0387077,7.8,6.6,1,25,0.003421,,,,,,
75,PSME,22.6,2,146,146,8,25,0.0401151,7.8,7.0,1,25,0.003848,,,,,,
75,PSME,23,2,0,108,6,25,0.0415477,7.8,7.4,1,25,0.004301,,,,,,
75,PSME,23.2,2,0,113,6,25,0.0422734,7.8,7.6,1,25,0.004536,,,,,,
75,PSME,25,2,135,135,7,25,0.0490875,7.8,9.4,1,25,0.006940,,,,,,
75,PSME,25.7,2,0,115,6,25,0.0518749,7.8,10.1,1,25,0.008012,,,,,,
75,PSME,25.9,2,0,117,6,25,0.0526854,7.8,10.3,1,25,0.008332,,,,,,
75,PSME,26.8,3,0,118,6,25,0.0564106,7.8,11.2,1,25,0.009852,,,,,,
75,PSME,30.6,3,0,127,7,25,0.0735417,7.8,15.0,1,25,0.017672,,,,,,
75,QUGA,13.1,1,126,126,7,25,0.0134782,3.1,6.9,1,25,0.003739,,,,,,
75,QUGA,13.2,1,0,82,5,25,0.0136848,3.1,7.0,1,25,0.003848,,,,,,
75,QUGA,13.6,1,0,83,5,25,0.0145268,3.1,7.4,1,25,0.004301,,,,,,
75,QUGA,14.1,1,0,83,5,25,0.0156145,3.1,7.9,1,25,0.004902,,,,,,
75,QUGA,14.1,1,0,84,5,25,0.0156145,3.1,7.9,1,25,0.004902,,,,,,
75,QUGA,14.2,1,0,85,5,25,0.0158368,3.1,8.0,1,25,0.005027,,,,,,
75,QUGA,14.7,1,0,86,5,25,0.0169717,3.1,8.5,1,25,0.005675,,,,,,
75,QUGA,17.2,2,199,199,10,25,0.0232353,3.1,11.0,1,25,0.009503,,,,,,
76,PIST,16.8,2,95,95,5,25,0.0221671,5.6,5.6,1,25,0.002463,,,,,,
76,PIST,21.4,2,99,99,5,25,0.0359682,5.6,10.2,1,25,0.008171,,,,,,
76,QUGA,13.3,1,93,93,5,25,0.0138929,3.1,7.1,1,25,0.003959,,,,,,
77,PIST,16.4,2,0,85,5,25,0.0211241,5.6,5.2,1,25,0.002124,,,,,,
77,PIST,16.5,2,0,87,5,25,0.0213825,5.6,5.3,1,25,0.002206,,,,,,
77,PIST,17.1,2,0,88,5,25,0.0229659,5.6,5.9,1,25,0.002734,,,,,,
77,PIST,17.3,2,0,88,5,25,0.0235062,5.6,6.1,1,25,0.002922,,,,,,
77,PIST,17.4,2,137,137,7,25,0.0237788,5.6,6.2,1,25,0.003019,,,,,,
77,PIST,17.7,2,147,147,8,25,0.0246058,5.6,6.5,1,25,0.003318,,,,,,
77,PIST,18.3,2,0,91,5,25,0.0263023,5.6,7.1,1,25,0.003959,,,,,,
77,PIST,18.6,2,0,93,5,25,0.0271717,5.6,7.4,1,25,0.004301,,,,,,
77,PIST,19.2,2,0,94,5,25,0.0289530,5.6,8.0,1,25,0.005027,,,,,,
77,PIST,19.3,2,0,94,5,25,0.0292554,5.6,8.1,1,25,0.005153,,,,,,
77,PIST,19.6,2,147,147,8,25,0.0301719,5.6,8.4,1,25,0.005542,,,,,,
77,PIST,19.7,2,0,95,5,25,0.0304806,5.6,8.5,1,25,0.005675,,,,,,
77,PIST,19.8,2,0,99,5,25,0.0307908,5.6,8.6,1,25,0.005809,,,,,,
77,PIST,22,2,157,157,8,25,0.0380134,5.6,10.8,1,25,0.009161,,,,,,
77,PIST,22.9,2,127,127,7,25,0.0411872,5.6,11.7,1,25,0.010751,,,,,,
77,PIST,23.4,2,166,166,9,25,0.0430054,5.6,12.2,1,25,0.011690,,,,,,
77,PIST,23.7,2,0,108,6,25,0.0441151,5.6,12.5,1,25,0.012272,,,,,,
77,PIST,24.2,2,157,157,8,25,0.0459962,5.6,13.0,1,25,0.013273,,,,,,
77,PIST,24.6,2,0,112,6,25,0.0475293,5.6,13.4,1,25,0.014103,,,,,,
77,PIST,25.6,2,0,115,6,25,0.0514720,5.6,14.4,1,25,0.016286,,,,,,
77,PIST,26.5,3,156,156,8,25,0.0551547,5.6,15.3,1,25,0.018385,,,,,,
77,QUGA,13.5,1,0,82,5,25,0.0143139,3.1,7.3,1,25,0.004185,,,,,,
78,PIST,19.4,2,88,88,5,25,0.0295593,5.6,8.2,1,25,0.005281,,,,,,
78,PIST,23,2,108,108,6,25,0.0415477,5.6,11.8,1,25,0.010936,,,,,,
78,PIST,23.4,2,0,106,6,25,0.0430054,5.6,12.2,1,25,0.011690,,,,,,
78,PIST,23.7,2,109,109,6,25,0.0441151,5.6,12.5,1,25,0.012272,,,,,,
78,PIST,24.4,2,117,117,6,25,0.0467596,5.6,13.2,1,25,0.013685,,,,,,
78,PIST,24.7,2,0,110,6,25,0.0479165,5.6,13.5,1,25,0.014314,,,,,,
78,PSME,29.4,3,107,107,6,25,0.0678868,7.8,13.8,1,25,0.014957,,,,,,
78,QUGA,11.3,1,96,96,5,25,0.0100288,3.1,5.1,1,25,0.002043,,,,,,
78,QUGA,12.5,1,106,106,6,25,0.0122719,3.1,6.3,1,25,0.003117,,,,,,
78,QUGA,12.6,1,121,121,7,25,0.0124690,3.1,6.4,1,25,0.003217,,,,,,
78,QUGA,12.8,1,0,81,5,25,0.0128680,3.1,6.6,1,25,0.003421,,,,,,
78,QUGA,13,1,117,117,6,25,0.0132733,3.1,6.8,1,25,0.003632,,,,,,
78,QUGA,14.6,1,0,85,5,25,0.0167416,3.1,8.4,1,25,0.005542,,,,,,
78,QUGA,14.9,1,0,85,5,25,0.0174367,3.1,8.7,1,25,0.005945,,,,,,
78,QUGA,15,1,0,86,5,25,0.0176715,3.1,8.8,1,25,0.006082,,,,,,
79,PIST,19.8,2,181,181,10,25,0.0307908,5.6,8.6,1,25,0.005809,,,,,,
79,PIST,27.1,3,203,203,11,25,0.0576806,5.6,15.9,1,25,0.019856,,,,,,
79,PSME,22.1,2,0,106,6,25,0.0383597,7.8,6.5,1,25,0.003318,,,,,,
80,PIST,17,2,0,87,5,25,0.0226981,5.6,5.8,1,25,0.002642,,,,,,
80,PIST,19,2,116,116,6,25,0.0283529,5.6,7.8,1,25,0.004778,,,,,,
80,PIST,21.8,2,113,113,6,25,0.0373253,5.6,10.6,1,25,0.008825,,,,,,
80,PSME,23.1,2,103,103,6,25,0.0419097,7.8,7.5,1,25,0.004418,,,,,,
80,QUGA,12.2,1,0,81,5,25,0.0116899,3.1,6.0,1,25,0.002827,,,,,,
80,QUGA,18.2,2,134,134,7,25,0.0260156,3.1,12.0,1,25,0.011310,,,,,,
80,QUGA,19.9,2,0,100,5,25,0.0311026,3.1,13.7,1,25,0.014741,,,,,,
